onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
2.022	3.000	don't know	0.311	retrieval	retprac	face	object	scene	don't know	don't know	1	2	64	16	64	116	2.0	n/a
7.056	0.409	correct	0.409	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
7.972	0.316	correct	0.316	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
8.805	0.348	correct	0.348	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
9.672	0.401	correct	0.401	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	right
10.589	0.292	correct	0.292	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	right
11.389	1.133	incorrect	1.133	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
14.021	3.000	don't know	0.359	retrieval	restudy	scene	face	object	don't know	don't know	2	2	39	111	263	39	14.0	n/a
19.055	1.162	correct	1.162	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
20.738	0.295	correct	0.295	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	left
21.555	0.351	correct	0.351	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	left
22.421	0.332	correct	0.332	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
23.271	0.353	correct	0.353	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
24.138	0.352	correct	0.352	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
25.004	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	left
26.020	3.000	forget	0.288	retrieval	restudy	face	scene	object	other	object	3	2	107	35	83	211	26.0	n/a
31.054	0.394	correct	0.394	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
31.971	0.303	correct	0.303	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	right
32.787	0.413	correct	0.413	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
33.720	0.384	correct	0.384	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
34.620	0.444	correct	0.444	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	right
35.587	0.902	correct	0.902	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
37.004	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	right
38.019	3.000	remember	0.401	retrieval	retprac	face	scene	object	target	face	4	2	106	34	82	210	38.0	n/a
43.053	0.371	correct	0.371	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
43.937	0.328	correct	0.328	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
44.786	0.374	correct	0.374	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
45.670	0.307	correct	0.307	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
46.486	0.322	correct	0.322	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
47.320	0.289	incorrect	0.289	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
48.119	0.321	correct	0.321	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
48.953	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
50.018	3.000	remember	0.329	retrieval	retprac	face	scene	object	target	face	5	2	112	40	88	216	50.0	n/a
55.052	0.308	correct	0.308	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	right
55.869	0.307	correct	0.307	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	left
56.686	0.403	correct	0.403	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	left
