onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
2.021	4.000	no response	n/a	learn a-b	restudy	scene	face	object	1	35	35	259	35	2.000
6.521	4.000	weak related	2.988	learn a-b	restudy	object	face	scene	2	9	9	157	9	6.500
11.020	4.000	weak related	1.543	learn a-b	test	object	scene	face	3	142	142	194	246	11.000
15.519	4.000	weak unrelated	2.088	learn a-b	test	object	face	scene	4	10	10	158	10	15.500
20.018	4.000	weak unrelated	2.618	learn a-b	test	object	face	scene	5	12	12	160	12	20.000
24.517	4.000	weak unrelated	3.172	learn a-b	test	scene	object	face	6	96	96	296	148	24.500
29.017	4.000	weak unrelated	3.637	learn a-b	restudy	scene	object	face	7	93	93	293	145	29.000
33.516	4.000	weak unrelated	3.344	learn a-b	restudy	face	object	scene	8	61	61	61	113	33.500
38.015	4.000	weak related	2.110	learn a-b	restudy	scene	face	object	9	37	37	261	37	38.000
42.514	4.000	weak related	1.371	learn a-b	restudy	object	face	scene	10	1	1	149	1	42.500
47.013	4.000	weak related	2.403	learn a-b	restudy	object	face	scene	11	19	19	167	19	47.000
51.512	4.000	weak unrelated	3.188	learn a-b	restudy	scene	face	object	12	39	39	263	39	51.500
56.012	4.000	weak related	2.625	learn a-b	test	object	scene	face	13	124	124	176	228	56.000
60.511	4.000	strong related	1.829	learn a-b	restudy	face	object	scene	14	51	51	51	103	60.500
65.010	4.000	weak related	2.910	learn a-b	restudy	face	scene	object	15	113	113	89	217	65.000
69.509	4.000	weak unrelated	2.241	learn a-b	restudy	object	scene	face	16	129	129	181	233	69.500
74.008	4.000	weak unrelated	3.488	learn a-b	test	object	face	scene	17	6	6	154	6	74.000
78.507	4.000	weak related	1.854	learn a-b	test	object	scene	face	18	126	126	178	230	78.500
83.023	4.000	weak unrelated	3.260	learn a-b	test	object	scene	face	19	138	138	190	242	83.000
87.522	4.000	weak related	1.771	learn a-b	test	scene	face	object	20	38	38	262	38	87.500
92.022	4.000	weak unrelated	2.093	learn a-b	test	object	face	scene	21	24	24	172	24	92.000
96.521	4.000	weak unrelated	2.639	learn a-b	test	scene	object	face	22	78	78	278	130	96.500
101.020	4.000	weak unrelated	2.091	learn a-b	test	object	face	scene	23	20	20	168	20	101.000
105.519	4.000	weak unrelated	3.716	learn a-b	restudy	face	scene	object	24	111	111	87	215	105.500
110.019	4.000	weak related	1.459	learn a-b	test	object	scene	face	25	122	122	174	226	110.000
114.518	4.000	weak related	1.551	learn a-b	restudy	scene	object	face	26	95	95	295	147	114.500
119.017	4.000	strong unrelated	1.825	learn a-b	restudy	object	scene	face	27	123	123	175	227	119.000
123.516	4.000	weak unrelated	2.277	learn a-b	restudy	object	scene	face	28	141	141	193	245	123.500
128.015	4.000	weak unrelated	3.190	learn a-b	restudy	scene	object	face	29	81	81	281	133	128.000
132.514	4.000	weak related	3.394	learn a-b	test	face	object	scene	30	52	52	52	104	132.500
137.013	4.000	weak unrelated	1.871	learn a-b	restudy	scene	object	face	31	87	87	287	139	137.000
141.513	4.000	weak unrelated	2.729	learn a-b	test	scene	object	face	32	76	76	276	128	141.500
146.012	4.000	weak unrelated	1.982	learn a-b	test	face	object	scene	33	66	66	66	118	146.000
150.511	4.000	weak unrelated	2.720	learn a-b	restudy	scene	face	object	34	27	27	251	27	150.500
155.010	4.000	strong unrelated	2.714	learn a-b	test	face	scene	object	35	116	116	92	220	155.000
159.509	4.000	weak unrelated	2.637	learn a-b	restudy	object	face	scene	36	17	17	165	17	159.500
164.009	4.000	weak related	3.168	learn a-b	restudy	scene	face	object	37	45	45	269	45	164.000
168.508	4.000	strong related	2.229	learn a-b	restudy	object	face	scene	38	23	23	171	23	168.500
173.024	4.000	weak unrelated	2.814	learn a-b	restudy	scene	object	face	39	73	73	273	125	173.000
177.523	4.000	weak unrelated	2.249	learn a-b	restudy	object	scene	face	40	125	125	177	229	177.500
182.022	4.000	weak unrelated	3.275	learn a-b	test	object	scene	face	41	144	144	196	248	182.000
186.521	4.000	weak unrelated	2.240	learn a-b	restudy	scene	face	object	42	47	47	271	47	186.500
191.020	4.000	weak unrelated	2.267	learn a-b	test	object	face	scene	43	22	22	170	22	191.000
195.520	4.000	weak related	3.733	learn a-b	restudy	object	face	scene	44	21	21	169	21	195.500
200.019	4.000	weak related	2.579	learn a-b	restudy	object	scene	face	45	137	137	189	241	200.000
204.518	4.000	weak unrelated	2.591	learn a-b	restudy	face	scene	object	46	115	115	91	219	204.500
209.017	4.000	weak unrelated	1.613	learn a-b	restudy	scene	face	object	47	31	31	255	31	209.000
213.516	4.000	strong unrelated	2.511	learn a-b	restudy	object	scene	face	48	133	133	185	237	213.500
218.015	4.000	weak unrelated	1.965	learn a-b	test	scene	face	object	49	44	44	268	44	218.000
222.515	4.000	weak related	3.950	learn a-b	restudy	object	face	scene	50	11	11	159	11	222.500
227.014	4.000	weak unrelated	2.372	learn a-b	restudy	face	object	scene	51	57	57	57	109	227.000
231.513	4.000	weak unrelated	2.815	learn a-b	test	face	scene	object	52	108	108	84	212	231.500
236.012	4.000	weak unrelated	2.036	learn a-b	test	object	scene	face	53	134	134	186	238	236.000
240.511	4.000	weak unrelated	2.287	learn a-b	test	scene	face	object	54	42	42	266	42	240.500
245.010	4.000	weak unrelated	3.330	learn a-b	test	face	object	scene	55	60	60	60	112	245.000
249.510	4.000	weak unrelated	2.839	learn a-b	restudy	face	scene	object	56	101	101	77	205	249.500
254.009	4.000	weak unrelated	1.957	learn a-b	test	scene	object	face	57	92	92	292	144	254.000
258.508	4.000	weak related	2.560	learn a-b	test	face	scene	object	58	102	102	78	206	258.500
263.007	4.000	weak unrelated	3.243	learn a-b	restudy	face	object	scene	59	69	69	69	121	263.000
267.523	4.000	no response	n/a	learn a-b	test	face	scene	object	60	106	106	82	210	267.500
272.022	4.000	weak unrelated	0.160	learn a-b	test	scene	object	face	61	82	82	282	134	272.000
276.521	4.000	weak unrelated	2.752	learn a-b	restudy	face	scene	object	62	99	99	75	203	276.500
281.020	4.000	weak related	2.333	learn a-b	restudy	face	scene	object	63	97	97	73	201	281.000
285.520	4.000	weak unrelated	2.823	learn a-b	test	face	object	scene	64	68	68	68	120	285.500
290.019	4.000	weak unrelated	3.505	learn a-b	restudy	object	scene	face	65	139	139	191	243	290.000
294.518	4.000	weak unrelated	1.679	learn a-b	restudy	object	face	scene	66	3	3	151	3	294.500
299.017	4.000	weak unrelated	2.418	learn a-b	restudy	face	object	scene	67	55	55	55	107	299.000
303.516	4.000	weak unrelated	2.589	learn a-b	restudy	object	scene	face	68	131	131	183	235	303.500
308.015	4.000	weak unrelated	1.779	learn a-b	restudy	object	scene	face	69	135	135	187	239	308.000
312.515	4.000	weak unrelated	3.028	learn a-b	test	object	face	scene	70	16	16	164	16	312.500
317.014	4.000	weak related	1.762	learn a-b	test	face	scene	object	71	100	100	76	204	317.000
321.513	4.000	weak unrelated	1.741	learn a-b	test	face	scene	object	72	104	104	80	208	321.500
326.012	4.000	weak unrelated	1.609	learn a-b	test	object	face	scene	73	18	18	166	18	326.000
330.511	4.000	weak unrelated	2.069	learn a-b	test	object	scene	face	74	140	140	192	244	330.500
335.011	4.000	weak related	2.257	learn a-b	restudy	object	face	scene	75	15	15	163	15	335.000
339.510	4.000	weak unrelated	1.469	learn a-b	restudy	scene	object	face	76	89	89	289	141	339.500
344.009	4.000	weak unrelated	3.542	learn a-b	test	face	scene	object	77	112	112	88	216	344.000
348.508	4.000	weak related	3.234	learn a-b	test	face	scene	object	78	110	110	86	214	348.500
353.024	4.000	weak unrelated	1.376	learn a-b	test	object	face	scene	79	8	8	156	8	353.000
357.523	4.000	weak unrelated	1.443	learn a-b	test	scene	face	object	80	30	30	254	30	357.500
362.022	4.000	weak unrelated	2.068	learn a-b	test	scene	face	object	81	34	34	258	34	362.000
366.522	4.000	weak unrelated	1.369	learn a-b	test	scene	object	face	82	80	80	280	132	366.500
371.021	4.000	weak unrelated	2.963	learn a-b	test	face	object	scene	83	50	50	50	102	371.000
375.520	4.000	strong unrelated	1.633	learn a-b	test	face	object	scene	84	70	70	70	122	375.500
380.019	4.000	weak related	2.444	learn a-b	restudy	object	scene	face	85	121	121	173	225	380.000
384.518	4.000	weak unrelated	3.087	learn a-b	test	scene	face	object	86	26	26	250	26	384.500
389.017	4.000	strong unrelated	2.891	learn a-b	restudy	scene	face	object	87	33	33	257	33	389.000
393.516	4.000	weak related	2.129	learn a-b	restudy	object	scene	face	88	143	143	195	247	393.500
398.016	4.000	weak related	1.333	learn a-b	test	face	object	scene	89	56	56	56	108	398.000
402.515	4.000	weak related	2.830	learn a-b	restudy	face	object	scene	90	59	59	59	111	402.500
407.014	4.000	weak related	1.723	learn a-b	test	object	face	scene	91	14	14	162	14	407.000
411.513	4.000	weak unrelated	1.422	learn a-b	test	scene	face	object	92	28	28	252	28	411.500
416.013	4.000	weak related	1.930	learn a-b	restudy	face	object	scene	93	53	53	53	105	416.000
420.512	4.000	weak unrelated	1.670	learn a-b	test	scene	face	object	94	46	46	270	46	420.500
425.011	4.000	weak related	2.538	learn a-b	restudy	face	object	scene	95	67	67	67	119	425.000
429.510	4.000	weak related	2.453	learn a-b	test	scene	object	face	96	90	90	290	142	429.500
434.026	4.000	weak unrelated	1.969	learn a-b	restudy	face	scene	object	97	119	119	95	223	434.000
438.508	4.000	weak unrelated	2.605	learn a-b	test	scene	face	object	98	36	36	260	36	438.500
443.008	4.000	weak unrelated	1.970	learn a-b	test	scene	object	face	99	74	74	274	126	443.000
447.507	4.000	weak unrelated	1.567	learn a-b	restudy	face	scene	object	100	117	117	93	221	447.500
452.023	4.000	weak unrelated	2.377	learn a-b	test	face	object	scene	101	64	64	64	116	452.000
456.522	4.000	weak related	2.093	learn a-b	restudy	scene	face	object	102	41	41	265	41	456.500
461.021	4.000	weak related	1.545	learn a-b	test	scene	face	object	103	48	48	272	48	461.000
465.520	4.000	weak unrelated	1.644	learn a-b	restudy	face	scene	object	104	105	105	81	209	465.500
470.019	4.000	weak unrelated	1.208	learn a-b	test	face	scene	object	105	114	114	90	218	470.000
474.518	4.000	weak unrelated	2.857	learn a-b	restudy	scene	object	face	106	91	91	291	143	474.500
479.017	4.000	weak related	1.375	learn a-b	restudy	face	object	scene	107	65	65	65	117	479.000
483.517	4.000	weak unrelated	2.009	learn a-b	restudy	scene	face	object	108	25	25	249	25	483.500
488.016	4.000	weak related	2.908	learn a-b	test	face	scene	object	109	98	98	74	202	488.000
492.515	4.000	weak unrelated	1.610	learn a-b	test	face	object	scene	110	54	54	54	106	492.500
497.014	4.000	weak related	1.935	learn a-b	test	scene	object	face	111	84	84	284	136	497.000
501.513	4.000	weak unrelated	1.947	learn a-b	test	face	scene	object	112	120	120	96	224	501.500
506.013	4.000	weak related	1.249	learn a-b	test	object	scene	face	113	136	136	188	240	506.000
510.512	4.000	weak unrelated	1.651	learn a-b	restudy	face	object	scene	114	63	63	63	115	510.500
515.011	4.000	weak related	2.160	learn a-b	restudy	face	object	scene	115	49	49	49	101	515.000
519.510	4.000	weak unrelated	1.237	learn a-b	test	object	face	scene	116	4	4	152	4	519.500
524.009	4.000	weak unrelated	2.262	learn a-b	restudy	scene	face	object	117	43	43	267	43	524.000
528.508	4.000	weak unrelated	1.890	learn a-b	test	object	scene	face	118	128	128	180	232	528.500
533.008	4.000	weak unrelated	1.310	learn a-b	restudy	scene	object	face	119	79	79	279	131	533.000
537.507	4.000	weak unrelated	1.601	learn a-b	restudy	face	scene	object	120	109	109	85	213	537.500
542.023	4.000	weak related	1.284	learn a-b	test	object	scene	face	121	132	132	184	236	542.000
546.522	4.000	weak unrelated	1.694	learn a-b	restudy	object	face	scene	122	7	7	155	7	546.500
551.021	4.000	weak unrelated	1.403	learn a-b	test	face	object	scene	123	72	72	72	124	551.000
555.520	4.000	weak unrelated	2.630	learn a-b	restudy	object	face	scene	124	5	5	153	5	555.500
560.019	4.000	weak unrelated	2.594	learn a-b	test	object	face	scene	125	2	2	150	2	560.000
564.519	4.000	strong unrelated	2.558	learn a-b	test	face	scene	object	126	118	118	94	222	564.500
569.018	4.000	weak unrelated	2.914	learn a-b	test	object	scene	face	127	130	130	182	234	569.000
573.517	4.000	weak unrelated	2.917	learn a-b	test	scene	object	face	128	94	94	294	146	573.500
578.016	4.000	weak unrelated	1.947	learn a-b	restudy	object	scene	face	129	127	127	179	231	578.000
582.515	4.000	weak unrelated	3.190	learn a-b	restudy	scene	object	face	130	75	75	275	127	582.500
587.015	4.000	weak unrelated	1.524	learn a-b	restudy	scene	object	face	131	77	77	277	129	587.000
591.514	4.000	weak unrelated	1.769	learn a-b	test	face	object	scene	132	62	62	62	114	591.500
596.013	4.000	weak unrelated	2.372	learn a-b	restudy	face	scene	object	133	107	107	83	211	596.000
600.512	4.000	weak unrelated	1.705	learn a-b	restudy	scene	object	face	134	85	85	285	137	600.500
605.011	4.000	weak related	2.662	learn a-b	restudy	scene	face	object	135	29	29	253	29	605.000
609.510	4.000	weak unrelated	2.930	learn a-b	restudy	face	object	scene	136	71	71	71	123	609.500
614.010	4.000	strong related	2.512	learn a-b	restudy	face	scene	object	137	103	103	79	207	614.000
