onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.513	4.000	strong related	1.792	learn a-c	test	object	scene	face	1	134	86	186	238	1.500
6.012	4.000	weak unrelated	3.964	learn a-c	restudy	scene	object	face	2	93	141	293	145	6.000
10.511	4.000	weak unrelated	2.519	learn a-c	restudy	scene	face	object	3	31	103	255	31	10.500
15.009	4.000	weak unrelated	1.341	learn a-c	test	object	scene	face	4	136	88	188	240	15.000
19.508	4.000	weak related	2.991	learn a-c	restudy	face	object	scene	5	49	1	49	101	19.500
24.007	4.000	weak related	2.729	learn a-c	test	object	scene	face	6	138	90	190	242	24.000
28.522	4.000	weak unrelated	2.854	learn a-c	restudy	object	face	scene	7	15	63	163	15	28.500
33.021	4.000	weak related	2.864	learn a-c	restudy	object	scene	face	8	123	75	175	227	33.000
37.520	4.000	weak unrelated	2.453	learn a-c	restudy	face	object	scene	9	61	13	61	113	37.500
42.018	4.000	weak related	2.304	learn a-c	restudy	face	scene	object	10	109	37	85	213	42.000
46.517	4.000	weak related	3.611	learn a-c	test	object	face	scene	11	22	70	170	22	46.500
51.016	4.000	weak related	2.134	learn a-c	restudy	object	scene	face	12	133	85	185	237	51.000
55.514	4.000	weak related	3.133	learn a-c	test	face	scene	object	13	100	28	76	204	55.500
60.013	4.000	weak unrelated	3.035	learn a-c	test	scene	object	face	14	82	130	282	134	60.000
64.512	4.000	strong unrelated	2.426	learn a-c	restudy	face	object	scene	15	57	9	57	109	64.500
69.010	4.000	weak unrelated	2.683	learn a-c	test	scene	face	object	16	40	112	264	40	69.000
73.509	4.000	weak unrelated	3.147	learn a-c	test	object	scene	face	17	130	82	182	234	73.500
78.008	4.000	weak unrelated	2.136	learn a-c	restudy	object	scene	face	18	139	91	191	243	78.000
82.523	4.000	weak unrelated	2.145	learn a-c	test	scene	object	face	19	92	140	292	144	82.500
87.022	4.000	weak unrelated	1.889	learn a-c	restudy	scene	object	face	20	75	123	275	127	87.000
91.520	4.000	weak related	1.789	learn a-c	restudy	object	scene	face	21	135	87	187	239	91.500
96.019	4.000	no response	n/a	learn a-c	restudy	object	face	scene	22	5	53	153	5	96.000
100.518	4.000	weak related	2.045	learn a-c	test	face	scene	object	23	116	44	92	220	100.500
105.017	4.000	weak unrelated	1.677	learn a-c	test	face	scene	object	24	114	42	90	218	105.000
109.515	4.000	weak unrelated	1.850	learn a-c	test	scene	face	object	25	46	118	270	46	109.500
114.014	4.000	strong unrelated	3.085	learn a-c	restudy	scene	face	object	26	29	101	253	29	114.000
118.513	4.000	weak related	3.466	learn a-c	restudy	face	object	scene	27	59	11	59	111	118.500
123.011	4.000	weak related	1.543	learn a-c	test	face	object	scene	28	68	20	68	120	123.000
127.510	4.000	strong unrelated	3.646	learn a-c	test	face	scene	object	29	118	46	94	222	127.500
132.009	4.000	weak related	3.247	learn a-c	restudy	scene	object	face	30	81	129	281	133	132.000
136.507	4.000	weak related	2.423	learn a-c	test	face	object	scene	31	58	10	58	110	136.500
141.023	4.000	weak unrelated	2.974	learn a-c	restudy	object	scene	face	32	127	79	179	231	141.000
145.521	4.000	strong related	2.737	learn a-c	restudy	face	scene	object	33	115	43	91	219	145.500
150.020	4.000	no response	n/a	learn a-c	test	scene	face	object	34	48	120	272	48	150.000
154.519	4.000	weak related	0.020	learn a-c	restudy	object	face	scene	35	7	55	155	7	154.500
159.017	4.000	weak related	3.044	learn a-c	test	scene	object	face	36	84	132	284	136	159.000
163.516	4.000	strong related	3.222	learn a-c	restudy	object	face	scene	37	19	67	167	19	163.500
168.015	4.000	no response	n/a	learn a-c	test	object	scene	face	38	126	78	178	230	168.000
172.513	4.000	weak related	0.000	learn a-c	test	scene	object	face	39	86	134	286	138	172.500
177.012	4.000	weak unrelated	2.277	learn a-c	restudy	scene	object	face	40	89	137	289	141	177.000
181.511	4.000	weak unrelated	2.371	learn a-c	restudy	object	face	scene	41	11	59	159	11	181.500
186.009	4.000	weak unrelated	2.342	learn a-c	test	scene	face	object	42	30	102	254	30	186.000
190.525	4.000	weak unrelated	1.522	learn a-c	test	scene	object	face	43	78	126	278	130	190.500
195.007	4.000	weak related	3.506	learn a-c	test	face	scene	object	44	108	36	84	212	195.000
199.522	4.000	no response	n/a	learn a-c	test	scene	face	object	45	34	106	258	34	199.500
204.021	4.000	weak unrelated	2.261	learn a-c	test	face	object	scene	46	64	16	64	116	204.000
208.520	4.000	weak unrelated	2.297	learn a-c	test	face	scene	object	47	98	26	74	202	208.500
213.018	4.000	weak unrelated	3.237	learn a-c	test	object	face	scene	48	2	50	150	2	213.000
217.517	4.000	weak unrelated	2.865	learn a-c	restudy	object	face	scene	49	23	71	171	23	217.500
