onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
2.021	3.000	forget	0.353	retrieval	restudy	face	scene	object	other	object	1	3	113	41	89	217	2.0	n/a
7.055	1.307	correct	1.307	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	right
8.871	0.475	correct	0.475	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	left
9.855	0.515	correct	0.515	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	left
10.888	0.427	correct	0.427	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	left
11.838	0.444	correct	0.444	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	left
12.804	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	left
14.020	3.000	remember	0.346	retrieval	retprac	face	object	scene	target	face	2	3	70	22	70	122	14.0	n/a
19.054	0.524	correct	0.524	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	left
20.087	0.555	correct	0.555	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	left
21.154	0.544	correct	0.544	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	right
22.220	0.462	correct	0.462	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	right
23.203	0.446	correct	0.446	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	left
24.170	0.350	incorrect	0.350	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	left
26.019	3.000	remember	0.435	retrieval	retprac	face	scene	object	target	face	3	3	116	44	92	220	26.0	n/a
31.053	0.628	correct	0.628	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	right
32.203	0.495	correct	0.495	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	left
33.219	0.446	correct	0.446	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	right
34.186	0.464	correct	0.464	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	left
35.169	0.568	correct	0.568	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	left
36.252	0.267	incorrect	0.267	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	right
38.018	3.000	forget	0.323	retrieval	retprac	object	scene	face	competitor	scene	4	3	138	90	190	242	38.0	n/a
43.052	0.662	correct	0.662	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	3	n/a	n/a	n/a	n/a	n/a	left
44.235	0.559	correct	0.559	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	3	n/a	n/a	n/a	n/a	n/a	left
45.302	0.484	correct	0.484	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	3	n/a	n/a	n/a	n/a	n/a	right
