onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
2.017	3.000	remember	0.349	retrieval	retprac	object	scene	face	target	object	1	2	136	88	188	240	2.0	n/a
7.051	0.656	correct	0.656	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
8.217	0.481	correct	0.481	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	right
9.217	0.449	correct	0.449	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
10.184	0.418	correct	0.418	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	right
11.117	0.389	correct	0.389	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
12.017	0.329	correct	0.329	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	right
12.867	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
14.016	3.000	forget	0.319	retrieval	restudy	face	object	scene	other	scene	2	2	57	9	57	109	14.0	n/a
19.050	0.464	correct	0.464	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	left
20.033	0.369	correct	0.369	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
20.916	0.398	correct	0.398	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
21.833	0.409	correct	0.409	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
22.750	0.372	correct	0.372	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
23.633	0.489	correct	0.489	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	left
24.633	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	left
26.015	3.000	forget	0.383	retrieval	restudy	scene	face	object	competitor	face	3	2	37	109	261	37	26.0	n/a
31.049	0.553	correct	0.553	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
32.116	0.358	correct	0.358	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	right
32.982	0.532	correct	0.532	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	right
34.032	0.378	correct	0.378	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	right
34.932	0.415	correct	0.415	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
35.865	0.465	correct	0.465	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
36.849	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
38.014	3.000	forget	0.343	retrieval	retprac	scene	face	object	competitor	face	4	2	34	106	258	34	38.0	n/a
43.048	0.506	correct	0.506	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
44.065	0.401	correct	0.401	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
44.982	0.388	correct	0.388	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
45.881	0.400	correct	0.400	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
46.798	0.380	correct	0.380	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
47.698	0.360	correct	0.360	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
48.581	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
50.013	3.000	forget	0.361	retrieval	retprac	face	scene	object	competitor	scene	5	2	108	36	84	212	50.0	n/a
55.048	0.458	correct	0.458	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	left
56.014	0.372	correct	0.372	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	right
56.897	0.377	correct	0.377	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	right
