onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
2.012	4.000	no response	n/a	learn a-b	restudy	face	object	scene	1	69	69	69	121	2.000
6.510	4.000	no response	n/a	learn a-b	test	scene	face	object	2	30	30	254	30	6.500
11.009	4.000	strong unrelated	2.369	learn a-b	test	scene	object	face	3	78	78	278	130	11.000
15.508	4.000	no response	n/a	learn a-b	restudy	face	object	scene	4	51	51	51	103	15.500
20.023	4.000	strong unrelated	0.059	learn a-b	test	face	scene	object	5	98	98	74	202	20.000
24.522	4.000	no response	n/a	learn a-b	restudy	scene	object	face	6	89	89	289	141	24.500
29.020	4.000	weak unrelated	0.351	learn a-b	test	face	object	scene	7	68	68	68	120	29.000
33.519	4.000	weak unrelated	3.637	learn a-b	restudy	object	face	scene	8	15	15	163	15	33.500
38.018	4.000	weak related	3.499	learn a-b	test	face	object	scene	9	58	58	58	110	38.000
42.516	4.000	weak related	2.565	learn a-b	restudy	scene	object	face	10	95	95	295	147	42.500
47.015	4.000	weak related	3.474	learn a-b	restudy	scene	face	object	11	25	25	249	25	47.000
51.513	4.000	weak related	2.550	learn a-b	test	scene	face	object	12	34	34	258	34	51.500
56.012	4.000	weak related	2.669	learn a-b	test	face	object	scene	13	62	62	62	114	56.000
60.511	4.000	no response	n/a	learn a-b	restudy	scene	face	object	14	31	31	255	31	60.500
65.009	4.000	weak unrelated	0.165	learn a-b	test	face	object	scene	15	50	50	50	102	65.000
69.508	4.000	no response	n/a	learn a-b	restudy	object	scene	face	16	143	143	195	247	69.500
74.023	4.000	no response	n/a	learn a-b	restudy	scene	object	face	17	83	83	283	135	74.000
78.522	4.000	weak related	1.883	learn a-b	test	scene	object	face	18	90	90	290	142	78.500
83.020	4.000	weak unrelated	3.907	learn a-b	restudy	face	object	scene	19	49	49	49	101	83.000
87.519	4.000	strong unrelated	3.334	learn a-b	restudy	scene	face	object	20	47	47	271	47	87.500
92.018	4.000	strong unrelated	2.949	learn a-b	restudy	face	object	scene	21	59	59	59	111	92.000
96.516	4.000	weak unrelated	3.691	learn a-b	test	face	scene	object	22	102	102	78	206	96.500
101.015	4.000	weak unrelated	3.322	learn a-b	restudy	object	scene	face	23	139	139	191	243	101.000
105.514	4.000	strong unrelated	3.467	learn a-b	test	face	scene	object	24	116	116	92	220	105.500
110.012	4.000	weak unrelated	3.322	learn a-b	test	scene	object	face	25	92	92	292	144	110.000
114.511	4.000	weak unrelated	3.969	learn a-b	test	face	scene	object	26	118	118	94	222	114.500
119.009	4.000	no response	n/a	learn a-b	restudy	object	scene	face	27	133	133	185	237	119.000
123.508	4.000	weak related	0.000	learn a-b	test	object	face	scene	28	20	20	168	20	123.500
128.023	4.000	strong related	1.907	learn a-b	restudy	object	face	scene	29	23	23	171	23	128.000
132.522	4.000	weak unrelated	3.209	learn a-b	restudy	object	scene	face	30	135	135	187	239	132.500
137.021	4.000	no response	n/a	learn a-b	restudy	face	object	scene	31	57	57	57	109	137.000
141.519	4.000	weak related	2.432	learn a-b	restudy	scene	face	object	32	39	39	263	39	141.500
146.018	4.000	weak related	2.425	learn a-b	restudy	scene	face	object	33	29	29	253	29	146.000
150.516	4.000	weak unrelated	2.858	learn a-b	restudy	scene	object	face	34	75	75	275	127	150.500
155.015	4.000	weak related	2.689	learn a-b	restudy	scene	face	object	35	37	37	261	37	155.000
159.514	4.000	weak related	3.156	learn a-b	restudy	object	scene	face	36	121	121	173	225	159.500
164.012	4.000	weak unrelated	2.972	learn a-b	test	scene	object	face	37	94	94	294	146	164.000
