onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
2.018	4.000	no response	n/a	learn a-b	test	scene	face	object	1	29	29	253	29	2.000
6.517	4.000	weak related	2.538	learn a-b	restudy	object	scene	face	2	122	122	174	226	6.500
11.016	4.000	no response	n/a	learn a-b	restudy	face	object	scene	3	68	68	68	120	11.000
15.515	4.000	strong related	2.319	learn a-b	restudy	scene	face	object	4	34	34	258	34	15.500
20.015	4.000	strong related	3.304	learn a-b	restudy	face	scene	object	5	112	112	88	216	20.000
24.514	4.000	strong related	2.674	learn a-b	test	face	object	scene	6	71	71	71	123	24.500
29.013	4.000	strong related	2.327	learn a-b	restudy	object	face	scene	7	4	4	152	4	29.000
33.512	4.000	no response	n/a	learn a-b	restudy	object	scene	face	8	142	142	194	246	33.500
38.011	4.000	strong related	1.873	learn a-b	test	object	face	scene	9	9	9	157	9	38.000
42.511	4.000	no response	n/a	learn a-b	test	scene	object	face	10	85	85	285	137	42.500
47.010	4.000	strong related	1.935	learn a-b	test	object	scene	face	11	135	135	187	239	47.000
51.509	4.000	strong related	2.287	learn a-b	test	face	scene	object	12	99	99	75	203	51.500
56.008	4.000	strong related	2.584	learn a-b	test	scene	face	object	13	39	39	263	39	56.000
60.524	4.000	no response	n/a	learn a-b	test	scene	object	face	14	79	79	279	131	60.500
65.023	4.000	weak related	0.000	learn a-b	test	scene	face	object	15	41	41	265	41	65.000
69.523	4.000	weak related	3.034	learn a-b	restudy	scene	face	object	16	42	42	266	42	69.500
74.022	4.000	weak related	1.845	learn a-b	test	scene	object	face	17	93	93	293	145	74.000
78.521	4.000	strong related	3.785	learn a-b	restudy	face	scene	object	18	100	100	76	204	78.500
83.020	4.000	strong related	2.118	learn a-b	restudy	face	object	scene	19	66	66	66	118	83.000
87.519	4.000	no response	n/a	learn a-b	test	object	scene	face	20	139	139	191	243	87.500
92.019	4.000	no response	n/a	learn a-b	test	face	scene	object	21	117	117	93	221	92.000
96.518	4.000	weak related	2.857	learn a-b	test	object	face	scene	22	5	5	153	5	96.500
101.017	4.000	strong related	2.691	learn a-b	restudy	scene	object	face	23	86	86	286	138	101.000
105.516	4.000	weak unrelated	3.124	learn a-b	test	scene	object	face	24	73	73	273	125	105.500
110.015	4.000	weak unrelated	2.484	learn a-b	restudy	face	scene	object	25	106	106	82	210	110.000
