onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.515	4.000	weak related	3.588	learn a-c	restudy	face	scene	object	1	113	41	89	217	1.500
6.014	4.000	strong related	2.401	learn a-c	test	scene	face	object	2	48	120	272	48	6.000
10.513	4.000	weak related	3.015	learn a-c	restudy	object	face	scene	3	7	55	155	7	10.500
15.012	4.000	strong unrelated	2.511	learn a-c	restudy	object	scene	face	4	123	75	175	227	15.000
19.510	4.000	strong related	3.350	learn a-c	restudy	object	scene	face	5	127	79	179	231	19.500
24.009	4.000	strong related	2.538	learn a-c	restudy	face	object	scene	6	51	3	51	103	24.000
28.508	4.000	weak related	3.126	learn a-c	restudy	object	scene	face	7	135	87	187	239	28.500
33.007	4.000	strong unrelated	3.566	learn a-c	restudy	object	face	scene	8	23	71	171	23	33.000
37.523	4.000	strong related	3.869	learn a-c	test	scene	face	object	9	32	104	256	32	37.500
42.022	4.000	strong related	3.214	learn a-c	test	object	scene	face	10	134	86	186	238	42.000
46.520	4.000	strong related	2.393	learn a-c	test	face	scene	object	11	110	38	86	214	46.500
51.019	4.000	weak unrelated	3.088	learn a-c	test	object	face	scene	12	18	66	166	18	51.000
55.518	4.000	no response	n/a	learn a-c	test	scene	object	face	13	92	140	292	144	55.500
60.017	4.000	strong related	2.786	learn a-c	test	face	scene	object	14	106	34	82	210	60.000
64.516	4.000	weak related	2.443	learn a-c	restudy	object	scene	face	15	141	93	193	245	64.500
69.015	4.000	strong related	3.454	learn a-c	restudy	object	scene	face	16	143	95	195	247	69.000
73.514	4.000	weak related	3.461	learn a-c	test	object	scene	face	17	136	88	188	240	73.500
78.013	4.000	strong related	1.772	learn a-c	restudy	scene	object	face	18	75	123	275	127	78.000
82.511	4.000	strong unrelated	2.714	learn a-c	restudy	face	scene	object	19	99	27	75	203	82.500
87.010	4.000	weak unrelated	3.462	learn a-c	test	scene	object	face	20	74	122	274	126	87.000
91.509	4.000	strong related	2.976	learn a-c	test	face	scene	object	21	98	26	74	202	91.500
96.008	4.000	strong unrelated	2.805	learn a-c	restudy	scene	object	face	22	91	139	291	143	96.000
100.524	4.000	weak unrelated	3.238	learn a-c	test	object	scene	face	23	142	94	194	246	100.500
105.022	4.000	weak unrelated	3.047	learn a-c	restudy	face	scene	object	24	101	29	77	205	105.000
109.521	4.000	strong related	2.356	learn a-c	restudy	face	object	scene	25	61	13	61	113	109.500
114.020	4.000	strong related	1.947	learn a-c	restudy	scene	face	object	26	37	109	261	37	114.000
118.519	4.000	no response	n/a	learn a-c	test	object	face	scene	27	12	60	160	12	118.500
123.018	4.000	weak unrelated	3.294	learn a-c	test	face	scene	object	28	116	44	92	220	123.000
127.517	4.000	strong related	3.054	learn a-c	restudy	scene	object	face	29	93	141	293	145	127.500
132.016	4.000	strong related	2.207	learn a-c	restudy	scene	object	face	30	89	137	289	141	132.000
136.515	4.000	strong related	1.985	learn a-c	restudy	scene	object	face	31	87	135	287	139	136.500
141.014	4.000	strong related	2.063	learn a-c	test	object	face	scene	32	4	52	152	4	141.000
145.512	4.000	strong related	2.622	learn a-c	restudy	face	scene	object	33	117	45	93	221	145.500
150.011	4.000	weak related	2.398	learn a-c	restudy	scene	face	object	34	41	113	265	41	150.000
154.510	4.000	strong related	2.371	learn a-c	test	object	scene	face	35	144	96	196	248	154.500
159.009	4.000	strong related	1.989	learn a-c	test	scene	face	object	36	30	102	254	30	159.000
163.508	4.000	strong unrelated	2.065	learn a-c	test	scene	object	face	37	80	128	280	132	163.500
168.007	4.000	strong related	2.059	learn a-c	test	scene	object	face	38	84	132	284	136	168.000
172.522	4.000	strong related	1.760	learn a-c	restudy	object	scene	face	39	137	89	189	241	172.500
177.021	4.000	strong related	1.665	learn a-c	restudy	object	face	scene	40	15	63	163	15	177.000
181.520	4.000	strong related	1.347	learn a-c	restudy	scene	face	object	41	29	101	253	29	181.500
186.019	4.000	strong related	2.563	learn a-c	restudy	object	face	scene	42	1	49	149	1	186.000
190.518	4.000	strong related	1.297	learn a-c	restudy	object	face	scene	43	21	69	169	21	190.500
195.017	4.000	weak unrelated	2.106	learn a-c	restudy	face	object	scene	44	55	7	55	107	195.000
199.516	4.000	strong related	1.564	learn a-c	test	scene	face	object	45	44	116	268	44	199.500
204.015	4.000	strong related	2.468	learn a-c	test	scene	face	object	46	28	100	252	28	204.000
208.513	4.000	strong related	3.271	learn a-c	test	face	scene	object	47	112	40	88	216	208.500
213.012	4.000	weak unrelated	2.464	learn a-c	test	scene	object	face	48	90	138	290	142	213.000
217.511	4.000	strong related	1.342	learn a-c	restudy	face	scene	object	49	107	35	83	211	217.500
222.010	4.000	strong related	2.327	learn a-c	test	face	object	scene	50	72	24	72	124	222.000
226.509	4.000	strong related	2.339	learn a-c	restudy	scene	face	object	51	43	115	267	43	226.500
231.008	4.000	strong related	3.682	learn a-c	test	scene	object	face	52	88	136	288	140	231.000
235.507	4.000	weak related	3.002	learn a-c	restudy	object	face	scene	53	9	57	157	9	235.500
240.022	4.000	strong related	2.441	learn a-c	test	object	scene	face	54	124	76	176	228	240.000
244.521	4.000	strong related	1.983	learn a-c	restudy	scene	object	face	55	81	129	281	133	244.500
249.020	4.000	strong related	1.792	learn a-c	test	face	object	scene	56	68	20	68	120	249.000
253.519	4.000	weak related	1.755	learn a-c	restudy	object	scene	face	57	121	73	173	225	253.500
258.018	4.000	strong unrelated	1.827	learn a-c	restudy	scene	face	object	58	45	117	269	45	258.000
262.517	4.000	strong related	2.761	learn a-c	restudy	face	scene	object	59	103	31	79	207	262.500
267.016	4.000	strong related	2.302	learn a-c	restudy	scene	object	face	60	73	121	273	125	267.000
