onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.021	2.000	face	1.362	localizer	weak unrelated	1	2	1	19	19	2.0	n/a
6.021	2.000	face	1.442	localizer	weak related	2	2	1	20	20	6.0	n/a
10.021	2.000	face	2.067	localizer	weak unrelated	3	2	1	21	21	10.0	n/a
14.020	2.000	face	1.267	localizer	strong related	4	2	1	22	22	14.0	n/a
18.020	2.000	face	1.667	localizer	strong related	5	2	1	23	23	18.0	n/a
22.019	2.000	face	1.581	localizer	weak unrelated	6	2	1	24	24	22.0	n/a
26.058	0.553	correct	0.553	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
27.120	0.298	correct	0.298	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
27.936	0.363	correct	0.363	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
28.820	0.359	correct	0.359	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
29.686	0.380	correct	0.380	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
30.586	0.336	correct	0.336	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
31.436	0.391	correct	0.391	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
32.336	0.570	correct	0.570	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
33.419	0.375	correct	0.375	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
34.302	0.372	correct	0.372	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
35.186	0.337	correct	0.337	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
36.036	0.400	correct	0.400	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
36.952	0.100	incorrect	0.100	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
38.018	2.000	scene	0.000	localizer	strong related	7	2	2	163	219	38.0	n/a
42.017	2.000	scene	2.261	localizer	weak unrelated	8	2	2	164	220	42.0	n/a
46.017	2.000	scene	1.869	localizer	weak related	9	2	2	165	221	46.0	n/a
50.016	2.000	scene	2.205	localizer	weak related	10	2	2	166	222	50.0	n/a
54.016	2.000	scene	2.262	localizer	weak unrelated	11	2	2	167	223	54.0	n/a
58.016	2.000	scene	1.894	localizer	strong unrelated	12	2	2	168	224	58.0	n/a
62.055	0.474	correct	0.474	grate	n/a	12	2	n/a	n/a	n/a	n/a	left
63.050	0.344	correct	0.344	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
63.916	0.389	correct	0.389	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
64.816	0.353	correct	0.353	grate	n/a	12	2	n/a	n/a	n/a	n/a	left
65.682	0.414	correct	0.414	grate	n/a	12	2	n/a	n/a	n/a	n/a	left
66.616	0.369	correct	0.369	grate	n/a	12	2	n/a	n/a	n/a	n/a	left
67.499	0.374	correct	0.374	grate	n/a	12	2	n/a	n/a	n/a	n/a	left
68.382	0.370	correct	0.370	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
