onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.020	2.000	face	1.044	localizer	strong related	1	3	1	37	37	2.0	n/a
6.019	2.000	face	1.620	localizer	weak related	2	3	1	38	38	6.0	n/a
10.019	2.000	face	1.765	localizer	weak related	3	3	1	39	39	10.0	n/a
14.018	2.000	face	1.285	localizer	weak unrelated	4	3	1	40	40	14.0	n/a
18.018	2.000	face	1.157	localizer	weak related	5	3	1	41	41	18.0	n/a
22.018	2.000	face	2.654	localizer	strong unrelated	6	3	1	42	42	22.0	n/a
26.057	0.522	correct	0.522	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
27.101	0.397	correct	0.397	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
28.018	0.337	correct	0.337	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
28.868	0.335	correct	0.335	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
29.718	0.350	correct	0.350	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
30.584	0.347	correct	0.347	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
31.451	0.359	correct	0.359	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
32.317	0.373	correct	0.373	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
33.201	0.307	correct	0.307	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
34.017	0.393	correct	0.393	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
34.917	0.445	correct	0.445	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
35.884	0.318	correct	0.318	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
36.717	0.100	incorrect	0.100	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
38.016	2.000	object	1.422	localizer	weak related	7	3	2	109	137	38.0	n/a
42.016	2.000	object	1.207	localizer	weak unrelated	8	3	2	110	138	42.0	n/a
46.015	2.000	object	1.846	localizer	weak related	9	3	2	111	139	46.0	n/a
50.015	2.000	object	1.151	localizer	strong related	10	3	2	112	140	50.0	n/a
54.014	2.000	object	1.591	localizer	weak related	11	3	2	113	141	54.0	n/a
58.014	2.000	object	1.895	localizer	weak unrelated	12	3	2	114	142	58.0	n/a
62.053	0.412	correct	0.412	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
62.982	0.355	correct	0.355	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
63.848	0.441	correct	0.441	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
64.814	0.363	correct	0.363	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
65.697	0.295	incorrect	0.295	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
66.514	0.359	correct	0.359	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
67.380	0.349	correct	0.349	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
68.247	0.466	correct	0.466	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
69.230	0.378	correct	0.378	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
70.130	0.358	correct	0.358	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
70.997	0.380	correct	0.380	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
71.897	0.295	correct	0.295	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
72.713	0.100	incorrect	0.100	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
74.012	2.000	scene	1.696	localizer	strong unrelated	13	3	3	181	237	74.0	n/a
78.012	2.000	scene	1.488	localizer	weak related	14	3	3	182	238	78.0	n/a
82.012	2.000	scene	1.841	localizer	weak unrelated	15	3	3	183	239	82.0	n/a
86.011	2.000	scene	1.473	localizer	strong related	16	3	3	184	240	86.0	n/a
90.011	2.000	scene	1.305	localizer	strong unrelated	17	3	3	185	241	90.0	n/a
94.010	2.000	scene	1.906	localizer	weak unrelated	18	3	3	186	242	94.0	n/a
98.054	0.417	correct	0.417	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
98.995	0.381	correct	0.381	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
99.894	0.353	correct	0.353	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
100.761	0.351	correct	0.351	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
