onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.009	2.000	face	2.279	localizer	weak related	1	3	1	37	37	2.0	n/a
6.009	2.000	face	1.311	localizer	weak related	2	3	1	38	38	6.0	n/a
10.008	2.000	face	2.255	localizer	weak related	3	3	1	39	39	10.0	n/a
14.008	2.000	face	1.073	localizer	weak related	4	3	1	40	40	14.0	n/a
18.008	2.000	face	1.096	localizer	weak related	5	3	1	41	41	18.0	n/a
22.007	2.000	face	1.393	localizer	weak related	6	3	1	42	42	22.0	n/a
26.046	1.029	correct	1.029	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
27.592	0.443	correct	0.443	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
28.558	0.455	correct	0.455	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
29.524	0.439	correct	0.439	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
30.474	0.409	correct	0.409	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
31.391	0.413	correct	0.413	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
32.324	0.495	correct	0.495	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
33.341	0.415	correct	0.415	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
34.274	0.578	correct	0.578	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
35.374	0.414	correct	0.414	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
36.307	0.233	incorrect	0.233	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
38.023	2.000	scene	2.586	localizer	weak related	7	3	2	181	237	38.0	n/a
42.023	2.000	scene	1.650	localizer	weak related	8	3	2	182	238	42.0	n/a
46.022	2.000	scene	2.241	localizer	weak related	9	3	2	183	239	46.0	n/a
50.022	2.000	scene	1.889	localizer	weak unrelated	10	3	2	184	240	50.0	n/a
54.022	2.000	scene	2.018	localizer	weak related	11	3	2	185	241	54.0	n/a
58.022	2.000	scene	1.802	localizer	weak unrelated	12	3	2	186	242	58.0	n/a
62.061	1.078	correct	1.078	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
63.656	0.475	correct	0.475	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
64.639	0.476	correct	0.476	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
65.639	0.460	correct	0.460	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
66.622	0.461	correct	0.461	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
67.605	0.470	correct	0.470	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
68.588	0.415	correct	0.415	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
69.522	0.465	correct	0.465	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
70.505	0.434	correct	0.434	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
71.455	0.460	correct	0.460	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
72.438	0.116	incorrect	0.116	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
74.020	2.000	object	2.722	localizer	weak related	13	3	3	109	137	74.0	n/a
78.020	2.000	object	2.787	localizer	weak unrelated	14	3	3	110	138	78.0	n/a
82.020	2.000	object	1.259	localizer	weak unrelated	15	3	3	111	139	82.0	n/a
86.020	2.000	object	0.996	localizer	weak related	16	3	3	112	140	86.0	n/a
90.019	2.000	object	1.827	localizer	weak unrelated	17	3	3	113	141	90.0	n/a
94.019	2.000	object	1.877	localizer	weak unrelated	18	3	3	114	142	94.0	n/a
98.058	0.624	correct	0.624	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
99.204	0.455	correct	0.455	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
100.170	0.497	correct	0.497	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
101.186	0.464	correct	0.464	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
102.169	0.473	correct	0.473	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
103.153	0.466	correct	0.466	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
104.136	0.451	correct	0.451	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
105.103	0.436	correct	0.436	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
106.053	0.423	correct	0.423	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
106.986	0.521	correct	0.521	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
