onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.024	2.000	face	n/a	localizer	no response	1	2	1	19	19	2.0	n/a
6.024	2.000	face	1.848	localizer	weak related	2	2	1	20	20	6.0	n/a
10.023	2.000	face	1.600	localizer	weak related	3	2	1	21	21	10.0	n/a
14.023	2.000	face	1.169	localizer	weak related	4	2	1	22	22	14.0	n/a
18.023	2.000	face	0.857	localizer	weak related	5	2	1	23	23	18.0	n/a
22.022	2.000	face	0.985	localizer	weak related	6	2	1	24	24	22.0	n/a
26.062	0.893	correct	0.893	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
27.474	0.426	correct	0.426	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
28.423	0.428	correct	0.428	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
29.373	0.495	correct	0.495	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
30.390	0.454	correct	0.454	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
31.356	0.473	correct	0.473	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
32.339	0.560	incorrect	0.560	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
33.423	0.574	correct	0.574	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
34.506	0.378	correct	0.378	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
35.406	0.631	correct	0.631	grate	n/a	6	2	n/a	n/a	n/a	n/a	right
36.556	0.100	incorrect	0.100	grate	n/a	6	2	n/a	n/a	n/a	n/a	left
38.021	2.000	object	n/a	localizer	no response	7	2	2	91	119	38.0	n/a
42.021	2.000	object	2.466	localizer	weak related	8	2	2	92	120	42.0	n/a
46.021	2.000	object	3.482	localizer	weak unrelated	9	2	2	93	121	46.0	n/a
50.021	2.000	object	2.099	localizer	weak related	10	2	2	94	122	50.0	n/a
54.020	2.000	object	2.427	localizer	weak unrelated	11	2	2	95	123	54.0	n/a
58.020	2.000	object	2.579	localizer	weak unrelated	12	2	2	96	124	58.0	n/a
62.059	0.800	correct	0.800	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
63.371	0.432	correct	0.432	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
64.320	0.452	correct	0.452	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
65.287	0.429	correct	0.429	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
66.237	0.439	correct	0.439	grate	n/a	12	2	n/a	n/a	n/a	n/a	left
67.187	0.401	correct	0.401	grate	n/a	12	2	n/a	n/a	n/a	n/a	left
68.104	0.548	correct	0.548	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
69.170	0.433	correct	0.433	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
70.120	0.395	correct	0.395	grate	n/a	12	2	n/a	n/a	n/a	n/a	left
71.037	0.430	correct	0.430	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
71.986	0.425	correct	0.425	grate	n/a	12	2	n/a	n/a	n/a	n/a	right
72.920	0.100	incorrect	0.100	grate	n/a	12	2	n/a	n/a	n/a	n/a	left
74.019	2.000	scene	n/a	localizer	no response	13	2	3	163	219	74.0	n/a
78.018	2.000	scene	2.045	localizer	weak related	14	2	3	164	220	78.0	n/a
82.018	2.000	scene	3.148	localizer	weak unrelated	15	2	3	165	221	82.0	n/a
86.018	2.000	scene	n/a	localizer	no response	16	2	3	166	222	86.0	n/a
90.018	2.000	scene	1.653	localizer	weak related	17	2	3	167	223	90.0	n/a
94.017	2.000	scene	2.333	localizer	weak unrelated	18	2	3	168	224	94.0	n/a
98.056	0.795	correct	0.795	grate	n/a	18	2	n/a	n/a	n/a	n/a	left
99.369	0.434	correct	0.434	grate	n/a	18	2	n/a	n/a	n/a	n/a	left
100.318	0.573	correct	0.573	grate	n/a	18	2	n/a	n/a	n/a	n/a	left
101.401	0.458	correct	0.458	grate	n/a	18	2	n/a	n/a	n/a	n/a	right
102.368	0.619	correct	0.619	grate	n/a	18	2	n/a	n/a	n/a	n/a	left
103.501	0.542	correct	0.542	grate	n/a	18	2	n/a	n/a	n/a	n/a	right
104.551	0.508	correct	0.508	grate	n/a	18	2	n/a	n/a	n/a	n/a	right
105.568	0.563	correct	0.563	grate	n/a	18	2	n/a	n/a	n/a	n/a	left
106.651	0.488	correct	0.488	grate	n/a	18	2	n/a	n/a	n/a	n/a	right
107.651	0.416	correct	0.416	grate	n/a	18	2	n/a	n/a	n/a	n/a	left
108.584	0.100	incorrect	0.100	grate	n/a	18	2	n/a	n/a	n/a	n/a	left
110.016	2.000	object	3.382	localizer	weak unrelated	19	2	4	97	125	110.0	n/a
114.016	2.000	object	2.582	localizer	weak related	20	2	4	98	126	114.0	n/a
118.016	2.000	object	2.048	localizer	weak unrelated	21	2	4	99	127	118.0	n/a
122.015	2.000	object	2.455	localizer	weak related	22	2	4	100	128	122.0	n/a
126.015	2.000	object	1.695	localizer	weak unrelated	23	2	4	101	129	126.0	n/a
130.015	2.000	object	1.743	localizer	weak unrelated	24	2	4	102	130	130.0	n/a
134.054	0.844	correct	0.844	grate	n/a	24	2	n/a	n/a	n/a	n/a	right
