onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.013	2.000	remember	0.747	updating	retprac	1	face	object	scene	target	face	competitor	forget	1	3	59	11	59	111	1.000	7
6.762	2.000	remember	0.501	updating	retprac	1	face	scene	object	target	face	no response	no response	2	3	107	35	83	211	6.755	10
11.295	2.000	remember	0.320	updating	retprac	1	object	face	scene	target	object	target	remember	3	3	11	59	159	11	11.276	1
16.311	2.000	forget	0.392	updating	retprac	1	scene	object	face	other	face	target	remember	4	3	81	129	281	133	16.303	2
21.527	2.000	remember	0.335	updating	restudy	1	scene	object	face	target	scene	target	remember	5	3	84	132	284	136	21.515	17
27.793	2.000	remember	0.422	updating	restudy	1	object	face	scene	target	object	target	remember	6	3	12	60	160	12	27.777	24
36.559	2.000	forget	0.463	updating	retprac	1	object	scene	face	other	face	no response	no response	7	3	129	81	181	233	36.539	3
41.525	2.000	remember	0.432	updating	restudy	1	object	scene	face	target	object	competitor	forget	8	3	132	84	184	236	41.508	21
46.075	2.000	remember	0.410	updating	restudy	1	face	scene	object	target	face	target	remember	9	3	106	34	82	210	46.064	15
50.608	2.000	forget	0.533	updating	retprac	1	scene	face	object	competitor	face	target	remember	10	3	33	105	257	33	50.598	8
56.174	2.000	forget	0.335	updating	retprac	1	face	scene	object	competitor	scene	competitor	forget	11	3	105	33	81	209	56.167	6
63.740	2.000	remember	0.538	updating	retprac	1	face	object	scene	target	face	competitor	forget	12	3	57	9	57	109	63.724	11
68.456	2.000	remember	0.349	updating	restudy	1	face	object	scene	target	face	other	forget	13	3	60	12	60	112	68.447	18
73.972	2.000	remember	0.320	updating	restudy	1	face	object	scene	target	face	other	forget	14	3	58	10	58	110	73.961	20
79.005	2.000	remember	0.407	updating	restudy	1	object	face	scene	target	object	competitor	forget	15	3	10	58	158	10	78.992	14
83.721	2.000	remember	0.499	updating	restudy	1	scene	object	face	target	scene	target	remember	16	3	82	130	282	134	83.701	13
88.720	2.000	forget	0.363	updating	retprac	1	object	face	scene	competitor	face	competitor	forget	17	3	9	57	157	9	88.703	12
94.770	2.000	remember	0.322	updating	restudy	1	scene	face	object	target	scene	competitor	forget	18	3	34	106	258	34	94.747	22
104.702	2.000	forget	0.309	updating	retprac	1	object	scene	face	other	face	target	remember	19	3	131	83	183	235	104.693	9
109.685	2.000	remember	0.598	updating	restudy	1	object	scene	face	target	object	competitor	forget	20	3	130	82	182	234	109.674	19
114.668	2.000	remember	0.351	updating	restudy	2	object	face	scene	target	object	target	remember	21	3	12	60	160	12	114.657	24
121.084	2.000	remember	0.246	updating	restudy	2	scene	object	face	target	scene	target	remember	22	3	84	132	284	136	121.070	17
126.066	2.000	remember	0.255	updating	restudy	2	face	scene	object	target	face	target	remember	23	3	106	34	82	210	126.053	15
131.366	2.000	remember	0.012	updating	restudy	2	object	scene	face	target	object	competitor	forget	24	3	132	84	184	236	131.348	21
137.165	2.000	remember	0.388	updating	retprac	2	object	face	scene	target	object	target	remember	25	3	11	59	159	11	137.152	1
142.032	2.000	remember	0.698	updating	retprac	2	object	scene	face	target	object	no response	no response	26	3	129	81	181	233	142.024	3
146.848	2.000	remember	0.305	updating	restudy	1	face	scene	object	target	face	competitor	forget	27	3	108	36	84	212	146.834	16
156.713	2.000	remember	0.359	updating	restudy	1	scene	face	object	target	scene	other	forget	28	3	36	108	260	36	156.693	23
161.313	2.000	forget	0.727	updating	retprac	2	face	object	scene	other	scene	competitor	forget	29	3	59	11	59	111	161.305	7
166.279	2.000	remember	0.321	updating	retprac	2	scene	object	face	target	scene	target	remember	30	3	81	129	281	133	166.272	2
176.429	2.000	forget	0.812	updating	retprac	2	face	object	scene	competitor	object	competitor	forget	31	3	57	9	57	109	176.409	11
181.478	2.000	forget	0.314	updating	retprac	2	face	scene	object	other	object	competitor	forget	32	3	105	33	81	209	181.460	6
187.977	2.000	remember	0.391	updating	retprac	2	face	scene	object	target	face	no response	no response	33	3	107	35	83	211	187.954	10
194.010	2.000	remember	0.437	updating	retprac	1	scene	face	object	target	scene	competitor	forget	34	3	35	107	259	35	193.993	4
199.776	2.000	forget	0.288	updating	retprac	1	scene	object	face	other	face	other	forget	35	3	83	131	283	135	199.770	5
209.358	2.000	remember	0.296	updating	restudy	2	scene	object	face	target	scene	target	remember	36	3	82	130	282	134	209.340	13
214.408	2.000	remember	0.343	updating	restudy	3	object	scene	face	target	object	competitor	forget	37	3	132	84	184	236	214.387	21
223.440	2.000	remember	0.374	updating	restudy	2	face	object	scene	target	face	other	forget	38	3	60	12	60	112	223.430	18
228.623	2.000	no response	n/a	updating	retprac	2	scene	face	object	no response	no response	target	remember	39	3	33	105	257	33	228.606	8
234.722	2.000	remember	0.355	updating	retprac	2	object	scene	face	target	object	target	remember	40	3	131	83	183	235	234.702	9
239.288	2.000	no response	n/a	updating	restudy	2	scene	face	object	no response	no response	competitor	forget	41	3	34	106	258	34	239.272	22
244.538	2.000	remember	0.539	updating	restudy	3	scene	object	face	target	scene	target	remember	42	3	84	132	284	136	244.523	17
