onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.013	2.000	object	2.091	localizer	weak unrelated	1	3	1	109	137	2.0	n/a
6.012	2.000	object	1.963	localizer	weak unrelated	2	3	1	110	138	6.0	n/a
10.012	2.000	object	1.924	localizer	weak unrelated	3	3	1	111	139	10.0	n/a
14.012	2.000	object	1.396	localizer	weak related	4	3	1	112	140	14.0	n/a
18.012	2.000	object	1.324	localizer	weak unrelated	5	3	1	113	141	18.0	n/a
22.011	2.000	object	1.797	localizer	weak unrelated	6	3	1	114	142	22.0	n/a
26.051	0.841	correct	0.841	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
27.413	0.406	correct	0.406	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
28.328	0.379	correct	0.379	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
29.228	0.383	correct	0.383	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
30.128	0.379	correct	0.379	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
31.028	0.423	correct	0.423	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
31.962	0.426	correct	0.426	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
32.895	0.445	correct	0.445	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
33.861	0.502	correct	0.502	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
34.878	0.597	correct	0.597	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
35.994	0.433	correct	0.433	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
36.944	0.100	incorrect	0.100	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
38.010	2.000	face	1.318	localizer	strong unrelated	7	3	2	37	37	38.0	n/a
42.010	2.000	face	1.261	localizer	strong unrelated	8	3	2	38	38	42.0	n/a
46.010	2.000	face	0.974	localizer	strong unrelated	9	3	2	39	39	46.0	n/a
50.009	2.000	face	2.086	localizer	strong unrelated	10	3	2	40	40	50.0	n/a
54.009	2.000	face	2.110	localizer	strong unrelated	11	3	2	41	41	54.0	n/a
58.009	2.000	face	1.310	localizer	strong unrelated	12	3	2	42	42	58.0	n/a
62.048	0.707	correct	0.707	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
63.277	0.407	correct	0.407	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
64.192	0.491	correct	0.491	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
65.193	0.594	correct	0.594	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
66.309	0.446	correct	0.446	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
67.276	0.553	correct	0.553	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
68.342	0.477	correct	0.477	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
69.342	0.445	correct	0.445	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
70.309	0.454	correct	0.454	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
71.275	0.432	correct	0.432	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
72.225	0.316	incorrect	0.316	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
74.007	2.000	scene	2.008	localizer	strong unrelated	13	3	3	181	237	74.0	n/a
78.024	2.000	scene	1.383	localizer	weak related	14	3	3	182	238	78.0	n/a
82.007	2.000	scene	1.777	localizer	strong unrelated	15	3	3	183	239	82.0	n/a
86.023	2.000	scene	2.048	localizer	weak related	16	3	3	184	240	86.0	n/a
90.023	2.000	scene	1.584	localizer	weak related	17	3	3	185	241	90.0	n/a
94.023	2.000	scene	2.512	localizer	strong unrelated	18	3	3	186	242	94.0	n/a
98.062	0.869	correct	0.869	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
99.441	0.490	correct	0.490	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
100.440	0.491	correct	0.491	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
101.440	0.467	correct	0.467	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
102.423	0.428	correct	0.428	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
103.373	0.534	correct	0.534	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
104.423	0.444	correct	0.444	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
105.390	0.565	correct	0.565	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
106.473	0.530	correct	0.530	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
107.523	0.432	correct	0.432	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
108.473	0.083	incorrect	0.083	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
110.022	2.000	face	1.081	localizer	strong unrelated	19	3	4	43	43	110.0	n/a
114.022	2.000	face	0.921	localizer	strong unrelated	20	3	4	44	44	114.0	n/a
118.021	2.000	face	1.010	localizer	strong unrelated	21	3	4	45	45	118.0	n/a
122.021	2.000	face	0.970	localizer	weak unrelated	22	3	4	46	46	122.0	n/a
126.021	2.000	face	0.778	localizer	strong unrelated	23	3	4	47	47	126.0	n/a
130.020	2.000	face	0.890	localizer	weak unrelated	24	3	4	48	48	130.0	n/a
134.060	1.855	correct	1.855	grate	n/a	24	3	n/a	n/a	n/a	n/a	left
