onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
2.022	4.000	strong unrelated	3.859	learn a-b	test	scene	face	object	1	31	31	255	31	2.000
6.521	4.000	weak unrelated	3.702	learn a-b	restudy	face	scene	object	2	116	116	92	220	6.500
11.020	4.000	strong related	3.042	learn a-b	restudy	face	object	scene	3	58	58	58	110	11.000
15.519	4.000	strong unrelated	3.090	learn a-b	restudy	scene	object	face	4	96	96	296	148	15.500
20.018	4.000	no response	n/a	learn a-b	test	face	scene	object	5	107	107	83	211	20.000
24.517	4.000	weak related	3.528	learn a-b	test	face	scene	object	6	113	113	89	217	24.500
29.016	4.000	strong related	2.149	learn a-b	test	object	face	scene	7	23	23	171	23	29.000
33.515	4.000	weak related	2.373	learn a-b	restudy	object	scene	face	8	134	134	186	238	33.500
38.015	4.000	weak unrelated	2.949	learn a-b	test	face	object	scene	9	61	61	61	113	38.000
42.514	4.000	strong unrelated	3.181	learn a-b	test	object	face	scene	10	11	11	159	11	42.500
47.013	4.000	strong unrelated	2.767	learn a-b	test	scene	object	face	11	91	91	291	143	47.000
51.512	4.000	strong unrelated	3.687	learn a-b	test	face	scene	object	12	117	117	93	221	51.500
56.011	4.000	weak related	3.412	learn a-b	restudy	face	scene	object	13	102	102	78	206	56.000
60.510	4.000	weak related	3.461	learn a-b	restudy	object	face	scene	14	18	18	166	18	60.500
65.009	4.000	strong unrelated	2.617	learn a-b	restudy	face	object	scene	15	64	64	64	116	65.000
69.528	4.000	weak related	2.911	learn a-b	test	object	scene	face	16	141	141	193	245	69.500
74.008	4.000	strong unrelated	2.404	learn a-b	restudy	scene	face	object	17	30	30	254	30	74.000
78.527	4.000	weak unrelated	2.817	learn a-b	restudy	object	face	scene	18	20	20	168	20	78.500
83.026	4.000	strong related	2.757	learn a-b	test	scene	face	object	19	25	25	249	25	83.000
87.525	4.000	strong unrelated	3.723	learn a-b	restudy	face	scene	object	20	106	106	82	210	87.500
92.024	4.000	weak related	3.734	learn a-b	test	scene	face	object	21	43	43	267	43	92.000
96.523	4.000	strong unrelated	2.801	learn a-b	restudy	scene	object	face	22	76	76	276	128	96.500
101.022	4.000	weak unrelated	2.891	learn a-b	restudy	face	scene	object	23	98	98	74	202	101.000
105.521	4.000	weak related	2.670	learn a-b	restudy	face	scene	object	24	100	100	76	204	105.500
110.021	4.000	strong unrelated	2.871	learn a-b	restudy	object	face	scene	25	4	4	152	4	110.000
114.520	4.000	weak related	2.889	learn a-b	test	object	scene	face	26	125	125	177	229	114.500
119.019	4.000	weak related	2.868	learn a-b	test	scene	object	face	27	95	95	295	147	119.000
123.518	4.000	strong unrelated	2.262	learn a-b	restudy	face	scene	object	28	112	112	88	216	123.500
128.017	4.000	strong unrelated	2.709	learn a-b	test	face	object	scene	29	57	57	57	109	128.000
132.516	4.000	weak related	3.005	learn a-b	test	object	face	scene	30	5	5	153	5	132.500
137.015	4.000	weak unrelated	3.317	learn a-b	restudy	face	object	scene	31	72	72	72	124	137.000
