onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
2.025	4.000	no response	n/a	learn a-b	restudy	object	scene	face	1	129	129	181	233	2.000
6.523	4.000	weak unrelated	1.810	learn a-b	test	scene	object	face	2	76	76	276	128	6.500
11.022	4.000	strong unrelated	1.850	learn a-b	restudy	face	object	scene	3	49	49	49	101	11.000
15.520	4.000	weak related	3.086	learn a-b	test	scene	face	object	4	46	46	270	46	15.500
20.019	4.000	weak unrelated	3.059	learn a-b	test	face	scene	object	5	108	108	84	212	20.000
24.518	4.000	weak unrelated	2.406	learn a-b	restudy	face	object	scene	6	61	61	61	113	24.500
29.016	4.000	weak unrelated	2.978	learn a-b	test	face	scene	object	7	106	106	82	210	29.000
33.515	4.000	strong unrelated	2.281	learn a-b	test	scene	object	face	8	94	94	294	146	33.500
38.014	4.000	weak unrelated	2.686	learn a-b	test	object	face	scene	9	10	10	158	10	38.000
42.512	4.000	weak unrelated	3.103	learn a-b	restudy	scene	face	object	10	35	35	259	35	42.500
47.011	4.000	strong related	1.773	learn a-b	test	scene	object	face	11	80	80	280	132	47.000
51.510	4.000	weak unrelated	2.172	learn a-b	restudy	scene	object	face	12	79	79	279	131	51.500
56.008	4.000	strong unrelated	2.454	learn a-b	restudy	object	scene	face	13	137	137	189	241	56.000
60.524	4.000	weak related	2.635	learn a-b	test	object	face	scene	14	4	4	152	4	60.500
65.022	4.000	strong unrelated	2.537	learn a-b	restudy	face	object	scene	15	55	55	55	107	65.000
69.521	4.000	weak unrelated	2.818	learn a-b	test	object	scene	face	16	122	122	174	226	69.500
74.019	4.000	weak related	2.073	learn a-b	restudy	scene	face	object	17	47	47	271	47	74.000
78.518	4.000	weak unrelated	2.477	learn a-b	restudy	object	face	scene	18	19	19	167	19	78.500
83.017	4.000	weak unrelated	2.491	learn a-b	restudy	object	face	scene	19	9	9	157	9	83.000
87.515	4.000	strong related	3.225	learn a-b	test	face	scene	object	20	102	102	78	206	87.500
92.014	4.000	weak unrelated	2.131	learn a-b	test	scene	object	face	21	78	78	278	130	92.000
96.513	4.000	weak unrelated	3.863	learn a-b	restudy	face	object	scene	22	69	69	69	121	96.500
101.011	4.000	weak related	2.805	learn a-b	restudy	face	scene	object	23	105	105	81	209	101.000
105.510	4.000	strong unrelated	2.033	learn a-b	test	face	object	scene	24	50	50	50	102	105.500
110.009	4.000	weak related	3.017	learn a-b	restudy	scene	face	object	25	39	39	263	39	110.000
114.507	4.000	weak unrelated	2.603	learn a-b	test	object	scene	face	26	132	132	184	236	114.500
119.023	4.000	weak unrelated	3.171	learn a-b	restudy	face	scene	object	27	117	117	93	221	119.000
123.521	4.000	weak unrelated	2.814	learn a-b	restudy	face	object	scene	28	71	71	71	123	123.500
128.020	4.000	weak related	2.852	learn a-b	test	face	object	scene	29	60	60	60	112	128.000
132.518	4.000	weak unrelated	2.128	learn a-b	test	scene	object	face	30	86	86	286	138	132.500
137.017	4.000	weak unrelated	3.155	learn a-b	restudy	scene	face	object	31	43	43	267	43	137.000
141.516	4.000	weak related	2.999	learn a-b	restudy	scene	face	object	32	33	33	257	33	141.500
146.014	4.000	strong unrelated	2.861	learn a-b	test	scene	object	face	33	88	88	288	140	146.000
150.513	4.000	weak related	3.876	learn a-b	test	object	face	scene	34	14	14	162	14	150.500
155.012	4.000	strong related	3.552	learn a-b	restudy	scene	object	face	35	91	91	291	143	155.000
159.510	4.000	weak unrelated	2.837	learn a-b	restudy	object	face	scene	36	5	5	153	5	159.500
164.009	4.000	weak related	3.384	learn a-b	test	object	scene	face	37	126	126	178	230	164.000
168.508	4.000	weak unrelated	3.602	learn a-b	restudy	object	scene	face	38	143	143	195	247	168.500
173.023	4.000	weak related	3.361	learn a-b	restudy	object	face	scene	39	3	3	151	3	173.000
177.521	4.000	strong unrelated	2.006	learn a-b	restudy	scene	face	object	40	41	41	265	41	177.500
182.020	4.000	weak related	3.751	learn a-b	test	scene	face	object	41	36	36	260	36	182.000
186.519	4.000	weak unrelated	2.473	learn a-b	test	scene	object	face	42	90	90	290	142	186.500
191.017	4.000	weak unrelated	3.955	learn a-b	restudy	face	scene	object	43	103	103	79	207	191.000
195.516	4.000	weak unrelated	2.686	learn a-b	restudy	face	object	scene	44	67	67	67	119	195.500
200.015	4.000	weak related	3.171	learn a-b	test	object	scene	face	45	144	144	196	248	200.000
204.513	4.000	weak related	3.002	learn a-b	restudy	face	scene	object	46	119	119	95	223	204.500
209.012	4.000	weak unrelated	2.532	learn a-b	test	face	object	scene	47	54	54	54	106	209.000
213.511	4.000	weak related	3.231	learn a-b	restudy	face	scene	object	48	101	101	77	205	213.500
218.009	4.000	weak related	3.428	learn a-b	test	scene	face	object	49	44	44	268	44	218.000
222.508	4.000	no response	n/a	learn a-b	restudy	scene	object	face	50	89	89	289	141	222.500
227.006	4.000	weak unrelated	2.512	learn a-b	test	object	face	scene	51	16	16	164	16	227.000
231.522	4.000	weak unrelated	2.390	learn a-b	test	object	face	scene	52	2	2	150	2	231.500
236.020	4.000	weak related	2.806	learn a-b	restudy	face	object	scene	53	63	63	63	115	236.000
240.519	4.000	weak unrelated	2.789	learn a-b	test	scene	face	object	54	40	40	264	40	240.500
245.018	4.000	strong related	3.465	learn a-b	restudy	object	scene	face	55	133	133	185	237	245.000
249.516	4.000	weak related	2.463	learn a-b	restudy	face	scene	object	56	107	107	83	211	249.500
254.015	4.000	weak unrelated	2.324	learn a-b	test	face	scene	object	57	110	110	86	214	254.000
258.514	4.000	strong related	2.832	learn a-b	test	object	scene	face	58	138	138	190	242	258.500
263.012	4.000	strong unrelated	2.071	learn a-b	test	scene	object	face	59	92	92	292	144	263.000
267.511	4.000	strong unrelated	2.880	learn a-b	test	scene	face	object	60	42	42	266	42	267.500
272.010	4.000	strong related	2.989	learn a-b	restudy	object	face	scene	61	17	17	165	17	272.000
276.508	4.000	strong related	3.156	learn a-b	test	object	scene	face	62	124	124	176	228	276.500
281.024	4.000	weak unrelated	2.912	learn a-b	restudy	scene	face	object	63	37	37	261	37	281.000
285.522	4.000	weak related	3.887	learn a-b	restudy	scene	object	face	64	73	73	273	125	285.500
290.021	4.000	strong related	1.994	learn a-b	restudy	object	scene	face	65	123	123	175	227	290.000
294.519	4.000	weak unrelated	3.594	learn a-b	restudy	scene	face	object	66	27	27	251	27	294.500
299.018	4.000	strong related	3.184	learn a-b	test	object	scene	face	67	130	130	182	234	299.000
303.517	4.000	weak unrelated	2.577	learn a-b	restudy	scene	face	object	68	25	25	249	25	303.500
308.015	4.000	weak unrelated	2.472	learn a-b	test	face	scene	object	69	98	98	74	202	308.000
312.514	4.000	strong unrelated	2.865	learn a-b	restudy	scene	object	face	70	95	95	295	147	312.500
317.013	4.000	weak unrelated	2.500	learn a-b	test	object	face	scene	71	24	24	172	24	317.000
321.511	4.000	weak related	3.268	learn a-b	restudy	face	object	scene	72	59	59	59	111	321.500
326.010	4.000	weak unrelated	2.534	learn a-b	restudy	face	scene	object	73	99	99	75	203	326.000
330.510	4.000	weak unrelated	2.472	learn a-b	test	object	scene	face	74	136	136	188	240	330.500
