onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.022	2.000	forget	0.849	updating	retprac	1	face	scene	object	competitor	scene	don't know	don't know	1	3	106	34	82	210	1.000	7
6.771	2.000	forget	0.523	updating	retprac	1	face	object	scene	competitor	object	target	remember	2	3	60	12	60	112	6.755	10
11.288	2.000	forget	0.607	updating	retprac	1	scene	face	object	competitor	face	competitor	forget	3	3	34	106	258	34	11.276	1
16.321	2.000	remember	0.390	updating	retprac	1	scene	object	face	target	scene	competitor	forget	4	3	82	130	282	134	16.303	2
21.537	2.000	remember	0.382	updating	restudy	1	face	object	scene	target	face	target	remember	5	3	59	11	59	111	21.515	17
27.786	2.000	remember	0.532	updating	restudy	1	scene	object	face	target	scene	don't know	don't know	6	3	83	131	283	135	27.777	24
36.552	2.000	forget	0.574	updating	retprac	1	object	face	scene	other	scene	competitor	forget	7	3	10	58	158	10	36.539	3
41.519	2.000	remember	0.344	updating	restudy	1	face	object	scene	target	face	other	forget	8	3	57	9	57	109	41.508	21
46.085	2.000	remember	0.522	updating	restudy	1	scene	object	face	target	scene	target	remember	9	3	81	129	281	133	46.064	15
50.618	2.000	remember	0.340	updating	retprac	1	scene	face	object	target	scene	competitor	forget	10	3	36	108	260	36	50.598	8
56.184	2.000	remember	0.390	updating	retprac	1	object	scene	face	target	object	competitor	forget	11	3	132	84	184	236	56.167	6
63.733	2.000	forget	0.672	updating	retprac	1	face	scene	object	other	object	other	forget	12	3	108	36	84	212	63.724	11
68.466	2.000	remember	0.371	updating	restudy	1	face	scene	object	target	face	other	forget	13	3	105	33	81	209	68.447	18
73.982	2.000	remember	0.343	updating	restudy	1	object	face	scene	target	object	competitor	forget	14	3	11	59	159	11	73.961	20
79.015	2.000	remember	0.374	updating	restudy	1	object	scene	face	target	object	competitor	forget	15	3	131	83	183	235	78.992	14
83.715	2.000	remember	0.378	updating	restudy	1	object	scene	face	target	object	competitor	forget	16	3	129	81	181	233	83.701	13
88.714	2.000	forget	0.610	updating	retprac	1	object	scene	face	competitor	scene	competitor	forget	17	3	130	82	182	234	88.703	12
94.764	2.000	remember	0.369	updating	restudy	1	scene	face	object	target	scene	target	remember	18	3	35	107	259	35	94.747	22
104.713	2.000	forget	0.499	updating	retprac	1	scene	object	face	other	face	target	remember	19	3	84	132	284	136	104.693	9
109.696	2.000	remember	0.341	updating	restudy	1	face	scene	object	target	face	competitor	forget	20	3	107	35	83	211	109.674	19
114.679	2.000	remember	0.405	updating	restudy	2	scene	object	face	target	scene	don't know	don't know	21	3	83	131	283	135	114.657	24
121.078	2.000	remember	0.382	updating	restudy	2	face	object	scene	target	face	target	remember	22	3	59	11	59	111	121.070	17
