onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
2.008	3.000	forget	0.359	retrieval	restudy	face	scene	object	competitor	scene	1	3	116	44	92	220	2.0	n/a
7.042	0.977	correct	0.977	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	left
8.542	0.526	correct	0.526	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	left
9.575	0.493	correct	0.493	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	left
10.575	0.533	correct	0.533	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	right
11.625	0.570	correct	0.570	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	left
12.708	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	3	n/a	n/a	n/a	n/a	n/a	right
14.007	3.000	forget	0.552	retrieval	retprac	face	object	scene	competitor	object	2	3	65	17	65	117	14.0	n/a
19.041	0.522	correct	0.522	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	right
20.074	0.481	correct	0.481	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	left
21.074	0.633	correct	0.633	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	right
22.224	0.491	correct	0.491	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	right
23.224	0.475	correct	0.475	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	right
24.207	0.300	incorrect	0.300	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	3	n/a	n/a	n/a	n/a	n/a	right
26.022	3.000	forget	0.600	retrieval	retprac	scene	face	object	other	object	3	3	47	119	271	47	26.0	n/a
31.056	0.539	correct	0.539	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	left
32.106	0.449	correct	0.449	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	left
33.072	0.482	correct	0.482	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	right
34.073	0.442	correct	0.442	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	right
35.022	0.460	correct	0.460	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	left
36.006	0.517	incorrect	0.517	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	3	n/a	n/a	n/a	n/a	n/a	right
38.021	3.000	remember	0.529	retrieval	retprac	face	object	scene	target	face	4	3	67	19	67	119	38.0	n/a
43.055	0.731	correct	0.731	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	3	n/a	n/a	n/a	n/a	n/a	left
44.305	0.705	correct	0.705	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	3	n/a	n/a	n/a	n/a	n/a	left
45.521	0.673	correct	0.673	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	3	n/a	n/a	n/a	n/a	n/a	right
46.704	0.602	correct	0.602	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	3	n/a	n/a	n/a	n/a	n/a	right
47.821	0.645	correct	0.645	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	3	n/a	n/a	n/a	n/a	n/a	left
48.988	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	3	n/a	n/a	n/a	n/a	n/a	right
50.020	3.000	remember	0.417	retrieval	retprac	object	scene	face	target	object	5	3	137	89	189	241	50.0	n/a
55.054	0.524	correct	0.524	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	3	n/a	n/a	n/a	n/a	n/a	left
56.087	0.570	correct	0.570	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	3	n/a	n/a	n/a	n/a	n/a	right
57.170	0.567	correct	0.567	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	3	n/a	n/a	n/a	n/a	n/a	right
58.253	0.492	correct	0.492	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	3	n/a	n/a	n/a	n/a	n/a	right
59.270	0.523	correct	0.523	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	3	n/a	n/a	n/a	n/a	n/a	left
60.303	0.217	incorrect	0.217	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	3	n/a	n/a	n/a	n/a	n/a	right
62.019	3.000	forget	0.410	retrieval	restudy	object	face	scene	competitor	face	6	3	20	68	168	20	62.0	n/a
67.052	0.692	correct	0.692	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	3	n/a	n/a	n/a	n/a	n/a	left
68.252	0.565	correct	0.565	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	3	n/a	n/a	n/a	n/a	n/a	left
69.336	0.513	correct	0.513	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	3	n/a	n/a	n/a	n/a	n/a	right
