onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
2.024	4.000	weak related	3.606	learn a-b	test	scene	face	object	1	35	35	259	35	2.000
6.523	4.000	no response	n/a	learn a-b	restudy	scene	object	face	2	74	74	274	126	6.500
11.022	4.000	strong related	0.001	learn a-b	restudy	face	scene	object	3	114	114	90	218	11.000
15.521	4.000	strong related	3.539	learn a-b	restudy	object	face	scene	4	12	12	160	12	15.500
20.021	4.000	weak unrelated	3.143	learn a-b	test	face	scene	object	5	111	111	87	215	20.000
24.520	4.000	strong related	3.500	learn a-b	restudy	object	face	scene	6	18	18	166	18	24.500
29.019	4.000	strong unrelated	3.091	learn a-b	restudy	face	object	scene	7	70	70	70	122	29.000
33.518	4.000	weak related	3.334	learn a-b	test	scene	object	face	8	79	79	279	131	33.500
38.017	4.000	strong related	1.997	learn a-b	test	scene	face	object	9	25	25	249	25	38.000
42.517	4.000	strong related	3.643	learn a-b	test	face	object	scene	10	71	71	71	123	42.500
47.016	4.000	no response	n/a	learn a-b	test	face	object	scene	11	49	49	49	101	47.000
51.515	4.000	weak related	0.000	learn a-b	restudy	object	scene	face	12	140	140	192	244	51.500
56.014	4.000	strong unrelated	2.252	learn a-b	restudy	scene	object	face	13	86	86	286	138	56.000
60.513	4.000	strong unrelated	2.153	learn a-b	restudy	object	scene	face	14	122	122	174	226	60.500
65.013	4.000	strong related	2.204	learn a-b	test	scene	face	object	15	27	27	251	27	65.000
69.512	4.000	strong unrelated	2.593	learn a-b	restudy	object	face	scene	16	2	2	150	2	69.500
74.011	4.000	weak unrelated	2.232	learn a-b	restudy	scene	object	face	17	84	84	284	136	74.000
78.510	4.000	strong related	2.711	learn a-b	restudy	scene	face	object	18	36	36	260	36	78.500
83.010	4.000	strong related	2.479	learn a-b	restudy	face	scene	object	19	110	110	86	214	83.000
87.509	4.000	weak related	3.515	learn a-b	restudy	object	face	scene	20	14	14	162	14	87.500
92.008	4.000	strong unrelated	2.200	learn a-b	restudy	scene	object	face	21	90	90	290	142	92.000
96.507	4.000	strong unrelated	3.196	learn a-b	restudy	face	object	scene	22	68	68	68	120	96.500
101.027	4.000	strong related	1.754	learn a-b	test	scene	face	object	23	33	33	257	33	101.000
105.526	4.000	strong related	2.274	learn a-b	restudy	object	face	scene	24	8	8	156	8	105.500
110.025	4.000	strong unrelated	2.125	learn a-b	restudy	scene	object	face	25	82	82	282	134	110.000
114.524	4.000	strong unrelated	1.552	learn a-b	restudy	face	object	scene	26	52	52	52	104	114.500
119.023	4.000	strong unrelated	2.792	learn a-b	test	object	scene	face	27	143	143	195	247	119.000
123.523	4.000	strong unrelated	3.148	learn a-b	restudy	object	scene	face	28	144	144	196	248	123.500
128.022	4.000	strong related	3.046	learn a-b	restudy	object	scene	face	29	132	132	184	236	128.000
132.521	4.000	weak unrelated	2.071	learn a-b	test	object	scene	face	30	121	121	173	225	132.500
137.020	4.000	strong unrelated	3.711	learn a-b	restudy	face	scene	object	31	106	106	82	210	137.000
141.519	4.000	strong related	2.309	learn a-b	restudy	face	scene	object	32	118	118	94	222	141.500
146.019	4.000	strong unrelated	3.838	learn a-b	test	face	object	scene	33	63	63	63	115	146.000
150.518	4.000	strong unrelated	0.000	learn a-b	test	face	object	scene	34	55	55	55	107	150.500
155.017	4.000	weak unrelated	2.480	learn a-b	test	object	scene	face	35	125	125	177	229	155.000
159.516	4.000	no response	n/a	learn a-b	restudy	face	scene	object	36	120	120	96	224	159.500
164.016	4.000	strong related	2.995	learn a-b	restudy	scene	object	face	37	76	76	276	128	164.000
168.515	4.000	strong related	2.720	learn a-b	restudy	object	face	scene	38	6	6	154	6	168.500
173.014	4.000	strong unrelated	3.121	learn a-b	test	face	scene	object	39	101	101	77	205	173.000
177.513	4.000	strong unrelated	1.024	learn a-b	restudy	face	object	scene	40	54	54	54	106	177.500
182.012	4.000	weak unrelated	2.823	learn a-b	test	object	face	scene	41	1	1	149	1	182.000
186.512	4.000	weak related	3.298	learn a-b	test	object	scene	face	42	141	141	193	245	186.500
191.011	4.000	weak related	3.544	learn a-b	restudy	object	scene	face	43	128	128	180	232	191.000
195.510	4.000	weak unrelated	3.046	learn a-b	restudy	scene	object	face	44	80	80	280	132	195.500
200.009	4.000	weak unrelated	2.869	learn a-b	restudy	scene	object	face	45	78	78	278	130	200.000
204.508	4.000	strong related	3.500	learn a-b	restudy	object	scene	face	46	126	126	178	230	204.500
209.028	4.000	strong unrelated	2.973	learn a-b	test	scene	object	face	47	83	83	283	135	209.000
213.527	4.000	strong unrelated	2.680	learn a-b	test	face	object	scene	48	51	51	51	103	213.500
218.026	4.000	weak related	2.013	learn a-b	restudy	face	object	scene	49	72	72	72	124	218.000
222.525	4.000	weak related	3.124	learn a-b	test	scene	object	face	50	93	93	293	145	222.500
227.025	4.000	strong related	3.013	learn a-b	restudy	face	object	scene	51	50	50	50	102	227.000
231.524	4.000	weak unrelated	3.397	learn a-b	restudy	object	scene	face	52	138	138	190	242	231.500
236.023	4.000	strong unrelated	3.612	learn a-b	restudy	object	scene	face	53	124	124	176	228	236.000
240.522	4.000	strong related	2.582	learn a-b	restudy	scene	face	object	54	48	48	272	48	240.500
245.021	4.000	strong unrelated	3.038	learn a-b	test	object	scene	face	55	123	123	175	227	245.000
249.521	4.000	strong unrelated	1.347	learn a-b	restudy	object	face	scene	56	20	20	168	20	249.500
254.020	4.000	strong unrelated	2.841	learn a-b	restudy	object	scene	face	57	142	142	194	246	254.000
258.519	4.000	strong related	1.939	learn a-b	restudy	object	face	scene	58	16	16	164	16	258.500
263.018	4.000	strong unrelated	1.292	learn a-b	test	object	face	scene	59	15	15	163	15	263.000
267.517	4.000	weak unrelated	1.400	learn a-b	test	object	face	scene	60	7	7	155	7	267.500
272.017	4.000	strong related	3.108	learn a-b	restudy	scene	face	object	61	32	32	256	32	272.000
276.516	4.000	strong unrelated	3.291	learn a-b	test	face	scene	object	62	107	107	83	211	276.500
281.015	4.000	strong unrelated	2.050	learn a-b	test	face	object	scene	63	69	69	69	121	281.000
285.514	4.000	weak related	2.722	learn a-b	restudy	face	scene	object	64	102	102	78	206	285.500
290.014	4.000	strong unrelated	3.883	learn a-b	restudy	scene	face	object	65	46	46	270	46	290.000
294.513	4.000	strong unrelated	0.134	learn a-b	test	face	scene	object	66	97	97	73	201	294.500
299.012	4.000	strong related	2.870	learn a-b	restudy	face	scene	object	67	116	116	92	220	299.000
