onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.023	2.000	object	1.903	localizer	weak related	1	3	1	109	137	2.0	n/a
6.023	2.000	object	1.951	localizer	weak related	2	3	1	110	138	6.0	n/a
10.022	2.000	object	2.704	localizer	weak related	3	3	1	111	139	10.0	n/a
14.022	2.000	object	2.760	localizer	weak unrelated	4	3	1	112	140	14.0	n/a
18.022	2.000	object	2.376	localizer	strong unrelated	5	3	1	113	141	18.0	n/a
22.021	2.000	object	2.424	localizer	weak related	6	3	1	114	142	22.0	n/a
26.060	0.822	correct	0.822	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
27.407	0.338	correct	0.338	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
28.255	0.434	correct	0.434	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
29.205	0.325	correct	0.325	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
30.038	0.331	correct	0.331	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
30.888	0.323	incorrect	0.323	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
31.721	0.369	correct	0.369	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
32.604	0.341	correct	0.341	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
33.454	0.843	correct	0.843	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
34.821	0.324	correct	0.324	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
35.654	0.299	correct	0.299	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
36.471	0.016	correct	0.016	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
37.022	0.100	incorrect	0.100	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
38.020	2.000	face	2.058	localizer	weak related	7	3	2	37	37	38.0	n/a
42.019	2.000	face	2.466	localizer	weak related	8	3	2	38	38	42.0	n/a
46.019	2.000	face	1.146	localizer	strong related	9	3	2	39	39	46.0	n/a
50.018	2.000	face	2.500	localizer	weak unrelated	10	3	2	40	40	50.0	n/a
54.018	2.000	face	1.587	localizer	weak related	11	3	2	41	41	54.0	n/a
58.018	2.000	face	2.347	localizer	strong unrelated	12	3	2	42	42	58.0	n/a
62.057	0.519	correct	0.519	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
63.085	0.427	incorrect	0.427	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
64.034	0.437	correct	0.437	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
64.984	0.408	correct	0.408	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
65.901	0.355	correct	0.355	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
66.767	0.360	correct	0.360	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
67.651	0.429	correct	0.429	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
68.601	0.391	correct	0.391	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
69.501	0.459	correct	0.459	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
70.484	0.363	correct	0.363	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
71.367	0.017	correct	0.017	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
71.918	0.417	correct	0.417	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
72.850	0.100	incorrect	0.100	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
74.016	2.000	scene	0.000	localizer	strong related	13	3	3	181	237	74.0	n/a
78.015	2.000	scene	2.020	localizer	weak related	14	3	3	182	238	78.0	n/a
82.015	2.000	scene	1.948	localizer	strong related	15	3	3	183	239	82.0	n/a
86.015	2.000	scene	2.852	localizer	weak unrelated	16	3	3	184	240	86.0	n/a
90.014	2.000	scene	2.292	localizer	weak related	17	3	3	185	241	90.0	n/a
94.014	2.000	scene	n/a	localizer	no response	18	3	3	186	242	94.0	n/a
98.053	0.913	correct	0.913	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
99.482	0.349	correct	0.349	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
100.347	0.347	correct	0.347	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
101.214	0.392	correct	0.392	grate	n/a	18	3	n/a	n/a	n/a	n/a	right
102.114	0.357	incorrect	0.357	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
102.981	0.361	correct	0.361	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
103.864	0.374	correct	0.374	grate	n/a	18	3	n/a	n/a	n/a	n/a	left
