onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.523	4.000	weak unrelated	2.059	learn a-c	restudy	object	scene	face	1	124	76	176	228	1.500
6.022	4.000	weak related	2.740	learn a-c	test	object	face	scene	2	5	53	153	5	6.000
10.521	4.000	weak related	3.071	learn a-c	test	object	scene	face	3	137	89	189	241	10.500
15.020	4.000	weak related	2.668	learn a-c	restudy	face	scene	object	4	116	44	92	220	15.000
19.519	4.000	weak related	2.622	learn a-c	test	face	object	scene	5	53	5	53	105	19.500
24.018	4.000	weak related	2.945	learn a-c	restudy	face	scene	object	6	120	48	96	224	24.000
28.517	4.000	strong related	2.946	learn a-c	test	object	face	scene	7	15	63	163	15	28.500
33.015	4.000	weak related	3.017	learn a-c	restudy	object	scene	face	8	138	90	190	242	33.000
37.514	4.000	weak unrelated	1.850	learn a-c	restudy	object	scene	face	9	132	84	184	236	37.500
42.013	4.000	no response	n/a	learn a-c	restudy	face	object	scene	10	64	16	64	116	42.000
46.512	4.000	weak unrelated	2.207	learn a-c	test	scene	face	object	11	41	113	265	41	46.500
51.011	4.000	weak related	3.009	learn a-c	restudy	face	object	scene	12	56	8	56	108	51.000
55.510	4.000	weak related	2.629	learn a-c	restudy	scene	face	object	13	40	112	264	40	55.500
60.009	4.000	weak unrelated	2.873	learn a-c	test	face	scene	object	14	103	31	79	207	60.000
64.508	4.000	weak related	2.531	learn a-c	test	scene	object	face	15	93	141	293	145	64.500
69.023	4.000	weak unrelated	2.383	learn a-c	test	scene	object	face	16	77	125	277	129	69.000
73.522	4.000	strong related	2.037	learn a-c	test	face	scene	object	17	97	25	73	201	73.500
78.021	4.000	weak related	2.023	learn a-c	test	face	object	scene	18	71	23	71	123	78.000
82.520	4.000	weak related	2.176	learn a-c	restudy	scene	object	face	19	84	132	284	136	82.500
87.019	4.000	strong related	1.973	learn a-c	test	face	object	scene	20	49	1	49	101	87.000
91.518	4.000	weak unrelated	2.149	learn a-c	restudy	object	face	scene	21	18	66	166	18	91.500
96.016	4.000	weak unrelated	1.753	learn a-c	restudy	object	scene	face	22	136	88	188	240	96.000
100.515	4.000	weak unrelated	2.803	learn a-c	test	face	scene	object	23	117	45	93	221	100.500
105.014	4.000	weak related	2.102	learn a-c	restudy	object	face	scene	24	2	50	150	2	105.000
109.513	4.000	weak related	2.903	learn a-c	test	object	face	scene	25	3	51	151	3	109.500
114.012	4.000	weak unrelated	2.242	learn a-c	restudy	scene	object	face	26	80	128	280	132	114.000
118.511	4.000	weak related	3.219	learn a-c	test	object	scene	face	27	133	85	185	237	118.500
123.010	4.000	weak unrelated	2.061	learn a-c	test	object	face	scene	28	17	65	165	17	123.000
127.509	4.000	weak related	2.175	learn a-c	restudy	scene	object	face	29	96	144	296	148	127.500
132.007	4.000	weak related	2.719	learn a-c	test	scene	face	object	30	35	107	259	35	132.000
136.523	4.000	weak unrelated	2.568	learn a-c	test	object	scene	face	31	131	83	183	235	136.500
141.022	4.000	strong unrelated	2.634	learn a-c	restudy	scene	face	object	32	26	98	250	26	141.000
145.521	4.000	weak unrelated	2.656	learn a-c	test	object	scene	face	33	139	91	191	243	145.500
150.020	4.000	weak related	1.948	learn a-c	restudy	face	scene	object	34	112	40	88	216	150.000
154.519	4.000	weak unrelated	2.286	learn a-c	test	face	scene	object	35	99	27	75	203	154.500
159.017	4.000	weak related	3.226	learn a-c	test	scene	object	face	36	75	123	275	127	159.000
163.516	4.000	strong related	2.885	learn a-c	restudy	face	object	scene	37	70	22	70	122	163.500
168.015	4.000	weak related	2.507	learn a-c	restudy	face	scene	object	38	98	26	74	202	168.000
172.514	4.000	weak unrelated	1.769	learn a-c	restudy	object	face	scene	39	12	60	160	12	172.500
177.013	4.000	weak related	1.840	learn a-c	test	scene	face	object	40	31	103	255	31	177.000
181.512	4.000	weak unrelated	2.230	learn a-c	test	object	face	scene	41	13	61	161	13	181.500
186.011	4.000	weak related	2.007	learn a-c	test	scene	face	object	42	37	109	261	37	186.000
190.510	4.000	weak unrelated	3.364	learn a-c	restudy	object	face	scene	43	6	54	154	6	190.500
195.008	4.000	weak unrelated	2.567	learn a-c	restudy	scene	object	face	44	92	140	292	144	195.000
199.507	4.000	weak related	2.280	learn a-c	restudy	scene	object	face	45	74	122	274	126	199.500
204.023	4.000	weak unrelated	3.090	learn a-c	restudy	face	object	scene	46	62	14	62	114	204.000
208.522	4.000	weak unrelated	2.179	learn a-c	test	face	object	scene	47	61	13	61	113	208.500
213.021	4.000	weak related	2.030	learn a-c	restudy	scene	face	object	48	30	102	254	30	213.000
217.519	4.000	weak unrelated	1.558	learn a-c	test	object	face	scene	49	19	67	167	19	217.500
222.018	4.000	weak unrelated	1.910	learn a-c	restudy	face	object	scene	50	68	20	68	120	222.000
226.517	4.000	weak related	2.566	learn a-c	test	face	scene	object	51	105	33	81	209	226.500
231.016	4.000	weak related	2.287	learn a-c	restudy	object	face	scene	52	8	56	156	8	231.000
235.515	4.000	weak unrelated	1.835	learn a-c	test	scene	object	face	53	91	139	291	143	235.500
240.014	4.000	weak unrelated	2.654	learn a-c	restudy	scene	object	face	54	78	126	278	130	240.000
244.513	4.000	weak related	2.031	learn a-c	test	scene	face	object	55	33	105	257	33	244.500
249.012	4.000	weak unrelated	1.982	learn a-c	test	scene	object	face	56	81	129	281	133	249.000
253.527	4.000	weak unrelated	2.429	learn a-c	restudy	scene	object	face	57	94	142	294	146	253.500
258.009	4.000	weak unrelated	1.671	learn a-c	restudy	object	scene	face	58	130	82	182	234	258.000
262.508	4.000	weak unrelated	2.933	learn a-c	restudy	object	scene	face	59	142	94	194	246	262.500
267.024	4.000	weak unrelated	2.355	learn a-c	test	object	face	scene	60	23	71	171	23	267.000
271.523	4.000	weak related	2.030	learn a-c	restudy	scene	object	face	61	88	136	288	140	271.500
276.022	4.000	weak unrelated	1.800	learn a-c	test	object	scene	face	62	141	93	193	245	276.000
280.520	4.000	weak related	2.690	learn a-c	restudy	scene	object	face	63	82	130	282	134	280.500
285.019	4.000	weak related	2.114	learn a-c	restudy	face	scene	object	64	102	30	78	206	285.000
289.518	4.000	weak unrelated	2.067	learn a-c	restudy	object	face	scene	65	16	64	164	16	289.500
294.017	4.000	weak unrelated	3.350	learn a-c	test	scene	object	face	66	85	133	285	137	294.000
298.516	4.000	weak unrelated	2.302	learn a-c	test	face	object	scene	67	69	21	69	121	298.500
303.015	4.000	weak unrelated	2.029	learn a-c	restudy	face	scene	object	68	114	42	90	218	303.000
307.514	4.000	weak unrelated	2.730	learn a-c	test	face	scene	object	69	119	47	95	223	307.500
312.013	4.000	weak related	1.383	learn a-c	restudy	object	face	scene	70	24	72	172	24	312.000
316.512	4.000	weak unrelated	2.544	learn a-c	restudy	object	face	scene	71	20	68	168	20	316.500
