onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.521	4.000	no response	n/a	learn a-c	test	object	face	scene	1	2	50	150	2	1.500
6.021	4.000	strong related	0.043	learn a-c	restudy	face	scene	object	2	111	39	87	215	6.000
10.519	4.000	strong related	0.000	learn a-c	test	scene	face	object	3	26	98	250	26	10.500
15.017	4.000	no response	n/a	learn a-c	test	scene	face	object	4	38	110	262	38	15.000
19.516	4.000	no response	n/a	learn a-c	test	face	scene	object	5	118	46	94	222	19.500
24.014	4.000	no response	n/a	learn a-c	restudy	face	object	scene	6	65	17	65	117	24.000
28.513	4.000	no response	n/a	learn a-c	test	object	face	scene	7	18	66	166	18	28.500
33.012	4.000	no response	n/a	learn a-c	restudy	scene	face	object	8	37	109	261	37	33.000
37.510	4.000	no response	n/a	learn a-c	restudy	scene	object	face	9	77	125	277	129	37.500
42.009	4.000	no response	n/a	learn a-c	test	object	scene	face	10	130	82	182	234	42.000
46.509	4.000	no response	n/a	learn a-c	restudy	object	face	scene	11	9	57	157	9	46.500
51.023	4.000	no response	n/a	learn a-c	restudy	face	object	scene	12	67	19	67	119	51.000
55.522	4.000	no response	n/a	learn a-c	test	scene	face	object	13	30	102	254	30	55.500
60.020	4.000	no response	n/a	learn a-c	test	face	object	scene	14	72	24	72	124	60.000
64.519	4.000	no response	n/a	learn a-c	test	face	object	scene	15	68	20	68	120	64.500
69.017	4.000	no response	n/a	learn a-c	restudy	scene	object	face	16	85	133	285	137	69.000
73.516	4.000	no response	n/a	learn a-c	test	scene	object	face	17	74	122	274	126	73.500
78.015	4.000	no response	n/a	learn a-c	restudy	scene	face	object	18	35	107	259	35	78.000
82.513	4.000	no response	n/a	learn a-c	test	object	face	scene	19	16	64	164	16	82.500
87.012	4.000	no response	n/a	learn a-c	test	object	scene	face	20	124	76	176	228	87.000
91.510	4.000	no response	n/a	learn a-c	restudy	object	face	scene	21	15	63	163	15	91.500
96.009	4.000	no response	n/a	learn a-c	restudy	object	scene	face	22	127	79	179	231	96.000
100.508	4.000	no response	n/a	learn a-c	test	scene	object	face	23	80	128	280	132	100.500
105.023	4.000	no response	n/a	learn a-c	test	face	object	scene	24	62	14	62	114	105.000
109.522	4.000	no response	n/a	learn a-c	test	object	scene	face	25	132	84	184	236	109.500
114.020	4.000	no response	n/a	learn a-c	test	object	face	scene	26	22	70	170	22	114.000
118.519	4.000	no response	n/a	learn a-c	test	scene	object	face	27	82	130	282	134	118.500
123.018	4.000	no response	n/a	learn a-c	restudy	scene	face	object	28	41	113	265	41	123.000
127.516	4.000	no response	n/a	learn a-c	test	object	scene	face	29	128	80	180	232	127.500
132.015	4.000	no response	n/a	learn a-c	restudy	object	scene	face	30	135	87	187	239	132.000
136.513	4.000	no response	n/a	learn a-c	test	scene	object	face	31	76	124	276	128	136.500
141.012	4.000	no response	n/a	learn a-c	test	object	face	scene	32	20	68	168	20	141.000
145.511	4.000	no response	n/a	learn a-c	restudy	face	object	scene	33	51	3	51	103	145.500
150.009	4.000	no response	n/a	learn a-c	restudy	face	scene	object	34	105	33	81	209	150.000
154.508	4.000	no response	n/a	learn a-c	test	object	scene	face	35	144	96	196	248	154.500
159.023	4.000	no response	n/a	learn a-c	test	object	scene	face	36	140	92	192	244	159.000
163.522	4.000	no response	n/a	learn a-c	test	object	scene	face	37	136	88	188	240	163.500
168.020	4.000	no response	n/a	learn a-c	restudy	object	scene	face	38	129	81	181	233	168.000
172.519	4.000	no response	n/a	learn a-c	restudy	object	scene	face	39	133	85	185	237	172.500
177.018	4.000	no response	n/a	learn a-c	test	face	object	scene	40	70	22	70	122	177.000
181.516	4.000	no response	n/a	learn a-c	test	face	scene	object	41	110	38	86	214	181.500
186.015	4.000	no response	n/a	learn a-c	restudy	object	scene	face	42	141	93	193	245	186.000
190.514	4.000	no response	n/a	learn a-c	restudy	object	scene	face	43	131	83	183	235	190.500
195.012	4.000	no response	n/a	learn a-c	restudy	scene	face	object	44	43	115	267	43	195.000
199.511	4.000	no response	n/a	learn a-c	test	scene	object	face	45	78	126	278	130	199.500
204.026	4.000	no response	n/a	learn a-c	restudy	object	scene	face	46	139	91	191	243	204.000
208.508	4.000	no response	n/a	learn a-c	restudy	object	face	scene	47	11	59	159	11	208.500
213.023	4.000	no response	n/a	learn a-c	test	scene	face	object	48	36	108	260	36	213.000
217.522	4.000	no response	n/a	learn a-c	restudy	scene	face	object	49	33	105	257	33	217.500
222.021	4.000	no response	n/a	learn a-c	restudy	scene	face	object	50	25	97	249	25	222.000
226.519	4.000	no response	n/a	learn a-c	test	object	face	scene	51	10	58	158	10	226.500
231.018	4.000	no response	n/a	learn a-c	test	face	scene	object	52	120	48	96	224	231.000
235.516	4.000	no response	n/a	learn a-c	restudy	object	face	scene	53	13	61	161	13	235.500
240.015	4.000	no response	n/a	learn a-c	test	scene	face	object	54	46	118	270	46	240.000
244.514	4.000	no response	n/a	learn a-c	test	scene	face	object	55	44	116	268	44	244.500
