onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.021	2.000	no response	n/a	updating	restudy	1	scene	face	object	no response	no response	target	remember	1	4	37	109	261	37	1.000	17
5.537	2.000	remember	0.110	updating	restudy	1	object	scene	face	target	object	other	forget	2	4	135	87	187	239	5.528	13
11.569	2.000	remember	0.701	updating	retprac	1	object	scene	face	target	object	target	remember	3	4	134	86	186	238	11.561	1
16.786	2.000	remember	0.429	updating	restudy	1	face	object	scene	target	face	target	remember	4	4	61	13	61	113	16.771	22
22.768	2.000	remember	0.294	updating	restudy	1	scene	object	face	target	scene	other	forget	5	4	85	133	285	137	22.750	21
27.884	2.000	forget	0.578	updating	retprac	1	scene	face	object	other	object	competitor	forget	6	4	40	112	264	40	27.871	3
37.800	2.000	forget	0.622	updating	retprac	1	scene	object	face	competitor	object	competitor	forget	7	4	86	134	286	138	37.783	8
43.000	2.000	remember	0.278	updating	restudy	1	face	scene	object	target	face	target	remember	8	4	109	37	85	213	42.977	23
48.532	2.000	remember	0.417	updating	retprac	1	scene	face	object	target	scene	competitor	forget	9	4	38	110	262	38	48.514	7
58.431	2.000	remember	0.813	updating	retprac	1	object	scene	face	target	object	target	remember	10	4	136	88	188	240	58.420	6
63.214	2.000	remember	0.558	updating	retprac	1	face	scene	object	target	face	target	remember	11	4	110	38	86	214	63.195	12
68.264	2.000	remember	0.301	updating	restudy	1	object	face	scene	target	object	competitor	forget	12	4	15	63	163	15	68.243	20
77.279	2.000	remember	0.333	updating	restudy	1	face	scene	object	target	face	target	remember	13	4	111	39	87	215	77.257	14
86.412	2.000	forget	0.696	updating	retprac	1	face	object	scene	competitor	object	other	forget	14	4	64	16	64	116	86.403	5
91.128	2.000	forget	0.371	updating	retprac	1	scene	object	face	other	face	target	remember	15	4	88	136	288	140	91.119	9
95.961	2.000	remember	0.274	updating	restudy	1	face	object	scene	target	face	other	forget	16	4	63	15	63	115	95.938	19
100.977	2.000	forget	0.650	updating	retprac	1	object	face	scene	other	scene	no response	no response	17	4	16	64	164	16	100.965	2
106.376	2.000	forget	0.578	updating	retprac	1	face	object	scene	competitor	object	competitor	forget	18	4	62	14	62	114	106.366	10
111.176	2.000	remember	0.322	updating	retprac	1	face	scene	object	target	face	target	remember	19	4	112	40	88	216	111.157	4
117.675	2.000	remember	0.391	updating	restudy	1	scene	face	object	target	scene	competitor	forget	20	4	39	111	263	39	117.665	24
122.658	2.000	remember	0.936	updating	retprac	2	object	scene	face	target	object	target	remember	21	4	134	86	186	238	122.649	1
128.091	2.000	forget	0.319	updating	retprac	2	scene	face	object	competitor	face	competitor	forget	22	4	38	110	262	38	128.085	7
132.807	2.000	remember	0.251	updating	restudy	1	object	scene	face	target	object	competitor	forget	23	4	133	85	185	237	132.789	15
138.190	2.000	remember	0.324	updating	retprac	2	face	scene	object	target	face	target	remember	24	4	110	38	86	214	138.168	12
143.523	2.000	remember	0.279	updating	restudy	2	object	scene	face	target	object	other	forget	25	4	135	87	187	239	143.510	13
148.172	2.000	remember	0.821	updating	restudy	1	object	face	scene	target	object	don't know	don't know	26	4	13	61	161	13	148.155	16
152.905	2.000	remember	0.529	updating	retprac	2	scene	object	face	target	scene	competitor	forget	27	4	86	134	286	138	152.885	8
