onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.510	4.000	strong related	1.961	learn a-c	restudy	scene	object	face	1	81	129	281	133	1.500
6.009	4.000	weak related	1.889	learn a-c	test	object	scene	face	2	130	82	182	234	6.000
10.508	4.000	strong related	1.682	learn a-c	restudy	face	object	scene	3	71	23	71	123	10.500
15.023	4.000	weak related	2.351	learn a-c	restudy	scene	face	object	4	45	117	269	45	15.000
19.522	4.000	weak unrelated	1.728	learn a-c	restudy	object	face	scene	5	1	49	149	1	19.500
24.021	4.000	strong related	1.580	learn a-c	test	face	object	scene	6	66	18	66	118	24.000
28.520	4.000	strong unrelated	2.394	learn a-c	restudy	face	object	scene	7	61	13	61	113	28.500
33.019	4.000	weak related	2.244	learn a-c	test	object	scene	face	8	132	84	184	236	33.000
37.517	4.000	strong related	0.889	learn a-c	test	face	scene	object	9	118	46	94	222	37.500
42.016	4.000	weak related	2.000	learn a-c	restudy	scene	object	face	10	93	141	293	145	42.000
46.515	4.000	weak related	2.490	learn a-c	restudy	object	scene	face	11	129	81	181	233	46.500
51.014	4.000	strong unrelated	2.789	learn a-c	restudy	face	scene	object	12	109	37	85	213	51.000
55.513	4.000	strong related	1.467	learn a-c	test	face	scene	object	13	116	44	92	220	55.500
60.012	4.000	weak unrelated	1.754	learn a-c	test	object	face	scene	14	8	56	156	8	60.000
64.511	4.000	weak related	1.584	learn a-c	restudy	object	scene	face	15	125	77	177	229	64.500
69.010	4.000	weak related	2.112	learn a-c	test	face	object	scene	16	62	14	62	114	69.000
73.509	4.000	strong related	1.925	learn a-c	test	scene	object	face	17	86	134	286	138	73.500
78.007	4.000	weak unrelated	2.003	learn a-c	restudy	object	face	scene	18	23	71	171	23	78.000
82.523	4.000	strong related	1.555	learn a-c	restudy	scene	face	object	19	27	99	251	27	82.500
87.022	4.000	strong related	1.310	learn a-c	restudy	scene	face	object	20	41	113	265	41	87.000
91.521	4.000	strong unrelated	1.813	learn a-c	test	object	face	scene	21	22	70	170	22	91.500
96.020	4.000	strong unrelated	2.514	learn a-c	test	object	scene	face	22	124	76	176	228	96.000
100.518	4.000	weak related	2.492	learn a-c	test	object	scene	face	23	126	78	178	230	100.500
105.017	4.000	strong related	1.634	learn a-c	restudy	scene	face	object	24	47	119	271	47	105.000
109.516	4.000	strong related	1.114	learn a-c	test	face	object	scene	25	60	12	60	112	109.500
114.015	4.000	strong unrelated	1.358	learn a-c	test	object	scene	face	26	136	88	188	240	114.000
118.514	4.000	strong related	2.289	learn a-c	restudy	face	scene	object	27	101	29	77	205	118.500
123.013	4.000	weak related	2.290	learn a-c	restudy	object	face	scene	28	15	63	163	15	123.000
127.512	4.000	strong unrelated	2.974	learn a-c	test	scene	face	object	29	26	98	250	26	127.500
132.011	4.000	strong related	1.255	learn a-c	test	face	object	scene	30	56	8	56	108	132.000
136.509	4.000	strong related	0.752	learn a-c	restudy	face	object	scene	31	49	1	49	101	136.500
141.008	4.000	strong unrelated	2.745	learn a-c	test	scene	object	face	32	94	142	294	146	141.000
145.507	4.000	strong related	1.354	learn a-c	restudy	face	scene	object	33	107	35	83	211	145.500
150.023	4.000	strong related	1.707	learn a-c	test	scene	object	face	34	88	136	288	140	150.000
