onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.008	2.000	remember	0.399	updating	restudy	1	object	scene	face	target	object	competitor	forget	1	6	142	94	194	246	1.000	22
5.807	2.000	forget	0.663	updating	retprac	1	object	face	scene	competitor	face	target	remember	2	6	21	69	169	21	5.792	7
11.307	2.000	remember	0.644	updating	retprac	1	face	scene	object	target	face	other	forget	3	6	119	47	95	223	11.296	12
16.257	2.000	forget	0.470	updating	retprac	1	scene	object	face	competitor	object	competitor	forget	4	6	93	141	293	145	16.249	6
20.773	2.000	forget	0.386	updating	retprac	1	face	object	scene	other	scene	competitor	forget	5	6	69	21	69	121	20.762	9
29.289	2.000	remember	0.342	updating	restudy	1	object	face	scene	target	object	other	forget	6	6	22	70	170	22	29.264	13
35.039	2.000	forget	0.400	updating	retprac	1	scene	face	object	competitor	face	competitor	forget	7	6	45	117	269	45	35.030	11
40.738	2.000	remember	0.492	updating	restudy	1	face	scene	object	target	face	target	remember	8	6	120	48	96	224	40.725	17
45.438	2.000	remember	0.376	updating	restudy	1	object	face	scene	target	object	competitor	forget	9	6	24	72	172	24	45.415	14
54.604	2.000	remember	0.339	updating	restudy	1	scene	face	object	target	scene	competitor	forget	10	6	46	118	270	46	54.591	23
61.820	2.000	remember	0.290	updating	restudy	1	object	scene	face	target	object	other	forget	11	6	144	96	196	248	61.802	20
66.587	2.000	remember	0.476	updating	retprac	1	scene	object	face	target	scene	competitor	forget	12	6	95	143	295	147	66.573	1
71.086	2.000	remember	0.576	updating	restudy	1	face	scene	object	target	face	competitor	forget	13	6	118	46	94	222	71.074	16
76.203	2.000	forget	0.403	updating	retprac	1	object	face	scene	other	scene	competitor	forget	14	6	23	71	171	23	76.191	5
84.752	2.000	forget	0.486	updating	retprac	1	face	object	scene	other	scene	competitor	forget	15	6	71	23	71	123	84.734	4
89.552	2.000	forget	0.334	updating	retprac	1	object	scene	face	other	face	competitor	forget	16	6	143	95	195	247	89.537	3
94.551	2.000	remember	0.415	updating	restudy	1	face	object	scene	target	face	target	remember	17	6	70	22	70	122	94.531	24
100.401	2.000	remember	0.445	updating	retprac	2	object	face	scene	target	object	target	remember	18	6	21	69	169	21	100.387	7
105.151	2.000	remember	0.287	updating	restudy	1	scene	face	object	target	scene	target	remember	19	6	48	120	272	48	105.137	21
109.934	2.000	remember	0.394	updating	restudy	2	face	scene	object	target	face	target	remember	20	6	120	48	96	224	109.917	17
115.267	2.000	remember	0.395	updating	retprac	1	face	scene	object	target	face	target	remember	21	6	117	45	93	221	115.245	8
119.833	2.000	forget	0.445	updating	retprac	1	object	scene	face	competitor	scene	target	remember	22	6	141	93	193	245	119.825	2
124.866	2.000	remember	0.428	updating	restudy	2	object	scene	face	target	object	competitor	forget	23	6	142	94	194	246	124.852	22
130.882	2.000	remember	0.356	updating	restudy	2	object	scene	face	target	object	other	forget	24	6	144	96	196	248	130.869	20
138.582	2.000	remember	0.472	updating	retprac	2	scene	object	face	target	scene	competitor	forget	25	6	93	141	293	145	138.559	6
143.548	2.000	remember	0.370	updating	restudy	2	face	scene	object	target	face	competitor	forget	26	6	118	46	94	222	143.538	16
149.798	2.000	forget	0.400	updating	retprac	2	object	face	scene	other	scene	competitor	forget	27	6	23	71	171	23	149.784	5
155.080	2.000	remember	0.389	updating	restudy	2	object	face	scene	target	object	other	forget	28	6	22	70	170	22	155.069	13
161.097	2.000	remember	0.429	updating	restudy	2	face	object	scene	target	face	target	remember	29	6	70	22	70	122	161.086	24
166.630	2.000	remember	0.344	updating	restudy	1	face	object	scene	target	face	other	forget	30	6	72	24	72	124	166.610	15
171.330	2.000	forget	0.836	updating	restudy	1	scene	object	face	competitor	object	target	remember	31	6	96	144	296	148	171.318	18
177.062	2.000	no response	n/a	updating	retprac	2	scene	object	face	no response	no response	competitor	forget	32	6	95	143	295	147	177.043	1
183.679	2.000	forget	0.527	updating	restudy	1	scene	object	face	competitor	object	other	forget	33	6	94	142	294	146	183.660	19
189.778	2.000	remember	0.475	updating	retprac	2	face	object	scene	target	face	competitor	forget	34	6	71	23	71	123	189.756	4
195.061	2.000	forget	0.856	updating	retprac	1	scene	face	object	competitor	face	target	remember	35	6	47	119	271	47	195.051	10
203.394	2.000	remember	0.411	updating	retprac	2	face	scene	object	target	face	other	forget	36	6	119	47	95	223	203.375	12
212.060	2.000	forget	0.609	updating	retprac	2	scene	face	object	other	object	competitor	forget	37	6	45	117	269	45	212.045	11
220.543	2.000	remember	0.383	updating	restudy	2	scene	face	object	target	scene	competitor	forget	38	6	46	118	270	46	220.533	23
225.459	2.000	no response	n/a	updating	retprac	3	scene	object	face	no response	no response	competitor	forget	39	6	93	141	293	145	225.451	6
230.075	2.000	remember	0.394	updating	restudy	3	object	face	scene	target	object	other	forget	40	6	22	70	170	22	230.066	13
234.942	2.000	forget	0.335	updating	retprac	2	face	object	scene	other	scene	competitor	forget	41	6	69	21	69	121	234.928	9
239.491	2.000	remember	0.474	updating	restudy	2	object	face	scene	target	object	competitor	forget	42	6	24	72	172	24	239.483	14
244.774	2.000	forget	0.742	updating	retprac	2	face	scene	object	competitor	scene	target	remember	43	6	117	45	93	221	244.759	8
254.840	2.000	remember	0.388	updating	restudy	2	scene	face	object	target	scene	target	remember	44	6	48	120	272	48	254.816	21
260.106	2.000	remember	0.386	updating	restudy	3	object	scene	face	target	object	other	forget	45	6	144	96	196	248	260.091	20
265.506	2.000	remember	0.363	updating	restudy	3	face	object	scene	target	face	target	remember	46	6	70	22	70	122	265.483	24
270.656	2.000	forget	0.613	updating	retprac	2	object	scene	face	other	face	competitor	forget	47	6	143	95	195	247	270.646	3
275.539	2.000	remember	0.331	updating	retprac	3	object	face	scene	target	object	competitor	forget	48	6	23	71	171	23	275.530	5
280.705	2.000	remember	0.283	updating	restudy	2	scene	object	face	target	scene	target	remember	49	6	96	144	296	148	280.686	18
285.638	2.000	forget	0.383	updating	retprac	2	object	scene	face	other	face	target	remember	50	6	141	93	193	245	285.623	2
291.471	2.000	remember	0.597	updating	retprac	3	scene	object	face	target	scene	competitor	forget	51	6	95	143	295	147	291.460	1
300.220	2.000	remember	0.384	updating	restudy	2	face	object	scene	target	face	other	forget	52	6	72	24	72	124	300.203	15
307.070	2.000	remember	0.359	updating	retprac	3	object	face	scene	target	object	target	remember	53	6	21	69	169	21	307.049	7
313.319	2.000	remember	0.644	updating	restudy	3	object	scene	face	target	object	competitor	forget	54	6	142	94	194	246	313.308	22
318.652	2.000	remember	0.576	updating	restudy	3	face	scene	object	target	face	target	remember	55	6	120	48	96	224	318.641	17
323.835	2.000	remember	0.424	updating	retprac	2	scene	face	object	target	scene	target	remember	56	6	47	119	271	47	323.829	10
334.235	2.000	remember	0.329	updating	retprac	3	face	object	scene	target	face	competitor	forget	57	6	69	21	69	121	334.225	9
338.951	2.000	forget	0.701	updating	retprac	3	face	scene	object	competitor	scene	target	remember	58	6	117	45	93	221	338.938	8
343.951	2.000	remember	0.374	updating	restudy	2	scene	object	face	target	scene	other	forget	59	6	94	142	294	146	343.934	19
349.484	2.000	remember	0.336	updating	restudy	3	scene	face	object	target	scene	target	remember	60	6	48	120	272	48	349.464	21
355.000	2.000	remember	0.516	updating	restudy	3	face	scene	object	target	face	competitor	forget	61	6	118	46	94	222	354.985	16
365.232	2.000	remember	0.651	updating	retprac	3	scene	face	object	target	scene	competitor	forget	62	6	45	117	269	45	365.219	11
370.715	2.000	remember	0.600	updating	restudy	3	object	face	scene	target	object	competitor	forget	63	6	24	72	172	24	370.692	14
375.548	2.000	forget	0.407	updating	retprac	3	face	object	scene	other	scene	competitor	forget	64	6	71	23	71	123	375.529	4
381.348	2.000	remember	0.455	updating	retprac	3	object	scene	face	target	object	target	remember	65	6	141	93	193	245	381.329	2
386.181	2.000	forget	0.454	updating	retprac	3	face	scene	object	competitor	scene	other	forget	66	6	119	47	95	223	386.174	12
395.130	2.000	remember	0.298	updating	restudy	3	scene	object	face	target	scene	target	remember	67	6	96	144	296	148	395.115	18
403.013	2.000	remember	0.350	updating	restudy	3	scene	face	object	target	scene	competitor	forget	68	6	46	118	270	46	402.999	23
407.680	2.000	forget	0.547	updating	retprac	3	object	scene	face	competitor	scene	competitor	forget	69	6	143	95	195	247	407.667	3
412.879	2.000	remember	0.357	updating	restudy	3	scene	object	face	target	scene	other	forget	70	6	94	142	294	146	412.854	19
419.012	2.000	no response	n/a	updating	retprac	3	scene	face	object	no response	no response	target	remember	71	6	47	119	271	47	419.000	10
427.828	2.000	remember	0.303	updating	restudy	3	face	object	scene	target	face	other	forget	72	6	72	24	72	124	427.820	15
