onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.508	4.000	weak unrelated	3.211	learn a-c	restudy	object	face	scene	1	13	61	161	13	1.500
6.024	4.000	weak unrelated	2.624	learn a-c	restudy	object	face	scene	2	17	65	165	17	6.000
10.523	4.000	weak unrelated	1.502	learn a-c	test	object	face	scene	3	8	56	156	8	10.500
15.022	4.000	weak unrelated	1.180	learn a-c	restudy	object	scene	face	4	141	93	193	245	15.000
19.520	4.000	weak related	3.044	learn a-c	test	scene	face	object	5	40	112	264	40	19.500
24.019	4.000	weak unrelated	1.551	learn a-c	test	object	face	scene	6	14	62	162	14	24.000
28.518	4.000	weak related	3.053	learn a-c	restudy	scene	object	face	7	91	139	291	143	28.500
33.017	4.000	weak unrelated	2.074	learn a-c	test	object	face	scene	8	2	50	150	2	33.000
37.516	4.000	weak unrelated	2.317	learn a-c	restudy	object	face	scene	9	5	53	153	5	37.500
42.015	4.000	weak related	3.451	learn a-c	test	scene	face	object	10	32	104	256	32	42.000
46.513	4.000	weak related	2.729	learn a-c	test	scene	face	object	11	42	114	266	42	46.500
51.012	4.000	weak related	2.893	learn a-c	test	scene	object	face	12	74	122	274	126	51.000
55.511	4.000	weak unrelated	2.339	learn a-c	restudy	object	scene	face	13	139	91	191	243	55.500
60.010	4.000	weak unrelated	2.485	learn a-c	restudy	object	face	scene	14	15	63	163	15	60.000
64.509	4.000	weak related	2.480	learn a-c	test	scene	object	face	15	78	126	278	130	64.500
69.008	4.000	weak unrelated	2.325	learn a-c	test	object	face	scene	16	18	66	166	18	69.000
73.523	4.000	weak related	3.133	learn a-c	test	scene	face	object	17	46	118	270	46	73.500
78.022	4.000	weak related	1.726	learn a-c	test	scene	object	face	18	94	142	294	146	78.000
82.521	4.000	weak related	1.948	learn a-c	test	scene	object	face	19	82	130	282	134	82.500
87.020	4.000	strong unrelated	3.806	learn a-c	restudy	face	scene	object	20	97	25	73	201	87.000
