onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.022	2.000	remember	0.401	updating	retprac	1	face	scene	object	target	face	competitor	forget	1	5	114	42	90	218	1.000	2
5.655	2.000	forget	0.416	updating	retprac	1	face	object	scene	other	scene	don't know	don't know	2	5	66	18	66	118	5.649	5
11.072	2.000	remember	0.559	updating	restudy	1	scene	face	object	target	scene	competitor	forget	3	5	41	113	265	41	11.063	13
15.971	2.000	forget	0.333	updating	retprac	1	object	scene	face	other	face	target	remember	4	5	138	90	190	242	15.948	8
22.620	2.000	no response	n/a	updating	restudy	1	face	object	scene	no response	no response	don't know	don't know	5	5	65	17	65	117	22.600	24
32.253	2.000	don't know	0.353	updating	retprac	1	scene	object	face	don't know	don't know	other	forget	6	5	92	140	292	144	32.243	9
40.735	2.000	don't know	0.486	updating	retprac	1	scene	object	face	don't know	don't know	target	remember	7	5	90	138	290	142	40.727	1
49.884	2.000	remember	0.217	updating	restudy	1	face	object	scene	target	face	don't know	don't know	8	5	67	19	67	119	49.876	23
55.067	2.000	remember	0.306	updating	restudy	1	object	face	scene	target	object	don't know	don't know	9	5	19	67	167	19	55.051	17
60.067	2.000	don't know	0.882	updating	retprac	1	object	face	scene	don't know	don't know	competitor	forget	10	5	18	66	166	18	60.057	3
69.766	2.000	remember	0.016	updating	restudy	1	scene	object	face	target	scene	target	remember	11	5	91	139	291	143	69.745	19
74.332	2.000	don't know	0.304	updating	retprac	1	face	scene	object	don't know	don't know	competitor	forget	12	5	116	44	92	220	74.317	10
84.264	2.000	remember	0.300	updating	restudy	1	face	scene	object	target	face	competitor	forget	13	5	115	43	91	219	84.250	22
88.847	2.000	remember	0.428	updating	restudy	1	object	face	scene	target	object	other	forget	14	5	17	65	165	17	88.837	21
94.213	2.000	forget	0.542	updating	retprac	2	face	object	scene	other	scene	don't know	don't know	15	5	66	18	66	118	94.197	5
101.029	2.000	remember	0.286	updating	restudy	1	face	scene	object	target	face	competitor	forget	16	5	113	41	89	217	101.011	15
107.812	2.000	remember	0.503	updating	retprac	2	object	scene	face	target	object	target	remember	17	5	138	90	190	242	107.794	8
112.528	2.000	remember	0.131	updating	restudy	2	scene	face	object	target	scene	competitor	forget	18	5	41	113	265	41	112.506	13
117.561	2.000	don't know	0.370	updating	retprac	1	face	object	scene	don't know	don't know	target	remember	19	5	68	20	68	120	117.545	7
122.844	2.000	remember	0.262	updating	restudy	1	scene	face	object	target	scene	competitor	forget	20	5	43	115	267	43	122.835	20
127.660	2.000	remember	0.398	updating	retprac	1	object	scene	face	target	object	target	remember	21	5	140	92	192	244	127.641	6
136.825	2.000	remember	0.480	updating	restudy	1	object	scene	face	target	object	target	remember	22	5	137	89	189	241	136.817	18
141.558	2.000	remember	0.515	updating	restudy	1	scene	object	face	target	scene	don't know	don't know	23	5	89	137	289	141	141.547	16
147.091	2.000	remember	0.358	updating	restudy	2	scene	object	face	target	scene	target	remember	24	5	91	139	291	143	147.078	19
152.724	2.000	remember	0.557	updating	restudy	2	object	face	scene	target	object	other	forget	25	5	17	65	165	17	152.702	21
