onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.020	2.000	remember	0.419	updating	restudy	1	scene	object	face	target	scene	don't know	don't know	1	6	95	143	295	147	1.000	22
5.803	2.000	don't know	0.388	updating	retprac	1	scene	object	face	don't know	don't know	no response	no response	2	6	96	144	296	148	5.792	7
11.303	2.000	remember	0.312	updating	retprac	1	face	object	scene	target	face	target	remember	3	6	72	24	72	124	11.296	12
16.269	2.000	don't know	0.290	updating	retprac	1	object	face	scene	don't know	don't know	target	remember	4	6	22	70	170	22	16.249	6
20.768	2.000	don't know	0.342	updating	retprac	1	scene	face	object	don't know	don't know	competitor	forget	5	6	48	120	272	48	20.762	9
29.284	2.000	remember	0.258	updating	restudy	1	object	face	scene	target	object	target	remember	6	6	21	69	169	21	29.264	13
35.050	2.000	forget	0.467	updating	retprac	1	object	face	scene	competitor	face	other	forget	7	6	24	72	172	24	35.030	11
40.733	2.000	remember	0.201	updating	restudy	1	face	scene	object	target	face	competitor	forget	8	6	119	47	95	223	40.725	17
45.433	2.000	remember	0.613	updating	restudy	1	object	scene	face	target	object	target	remember	9	6	141	93	193	245	45.415	14
54.598	2.000	remember	0.423	updating	restudy	1	object	scene	face	target	object	competitor	forget	10	6	143	95	195	247	54.591	23
61.814	2.000	remember	0.017	updating	restudy	1	scene	face	object	target	scene	competitor	forget	11	6	45	117	269	45	61.802	20
66.580	2.000	don't know	0.377	updating	retprac	1	scene	face	object	don't know	don't know	competitor	forget	12	6	46	118	270	46	66.573	1
71.097	2.000	remember	0.348	updating	restudy	1	face	object	scene	target	face	no response	no response	13	6	71	23	71	123	71.074	16
76.213	2.000	forget	0.831	updating	retprac	1	face	scene	object	competitor	scene	competitor	forget	14	6	120	48	96	224	76.191	5
84.745	2.000	forget	0.251	updating	retprac	1	object	scene	face	competitor	scene	don't know	don't know	15	6	144	96	196	248	84.734	4
89.545	2.000	forget	0.531	updating	retprac	1	scene	object	face	other	face	don't know	don't know	16	6	94	142	294	146	89.537	3
94.544	2.000	remember	0.035	updating	restudy	1	object	face	scene	target	object	don't know	don't know	17	6	23	71	171	23	94.531	24
100.394	2.000	remember	0.121	updating	retprac	2	scene	object	face	target	scene	no response	no response	18	6	96	144	296	148	100.387	7
105.160	2.000	remember	0.427	updating	restudy	1	face	scene	object	target	face	target	remember	19	6	117	45	93	221	105.137	21
109.926	2.000	forget	0.237	updating	restudy	2	face	scene	object	other	object	competitor	forget	20	6	119	47	95	223	109.917	17
115.259	2.000	forget	0.952	updating	retprac	1	object	scene	face	competitor	scene	don't know	don't know	21	6	142	94	194	246	115.245	8
119.842	2.000	don't know	0.241	updating	retprac	1	face	object	scene	don't know	don't know	target	remember	22	6	70	22	70	122	119.825	2
124.874	2.000	remember	0.152	updating	restudy	2	scene	object	face	target	scene	don't know	don't know	23	6	95	143	295	147	124.852	22
130.891	2.000	remember	0.239	updating	restudy	2	scene	face	object	target	scene	competitor	forget	24	6	45	117	269	45	130.869	20
138.573	2.000	remember	0.260	updating	retprac	2	object	face	scene	target	object	target	remember	25	6	22	70	170	22	138.559	6
143.556	2.000	remember	0.302	updating	restudy	2	face	object	scene	target	face	no response	no response	26	6	71	23	71	123	143.538	16
149.805	2.000	remember	0.124	updating	retprac	2	face	scene	object	target	face	competitor	forget	27	6	120	48	96	224	149.784	5
155.088	2.000	remember	0.012	updating	restudy	2	object	face	scene	target	object	target	remember	28	6	21	69	169	21	155.069	13
161.104	2.000	remember	0.105	updating	restudy	2	object	face	scene	target	object	don't know	don't know	29	6	23	71	171	23	161.086	24
166.620	2.000	remember	0.340	updating	restudy	1	scene	object	face	target	scene	don't know	don't know	30	6	93	141	293	145	166.610	15
171.337	2.000	remember	0.456	updating	restudy	1	face	object	scene	target	face	don't know	don't know	31	6	69	21	69	121	171.318	18
177.053	2.000	no response	n/a	updating	retprac	2	scene	face	object	no response	no response	competitor	forget	32	6	46	118	270	46	177.043	1
183.668	2.000	remember	0.019	updating	restudy	1	scene	face	object	target	scene	don't know	don't know	33	6	47	119	271	47	183.660	19
189.768	2.000	forget	0.479	updating	retprac	2	object	scene	face	competitor	scene	don't know	don't know	34	6	144	96	196	248	189.756	4
195.067	2.000	remember	0.532	updating	retprac	1	face	scene	object	target	face	target	remember	35	6	118	46	94	222	195.051	10
203.383	2.000	remember	0.176	updating	retprac	2	face	object	scene	target	face	target	remember	36	6	72	24	72	124	203.375	12
212.066	2.000	don't know	0.381	updating	retprac	2	object	face	scene	don't know	don't know	other	forget	37	6	24	72	172	24	212.045	11
220.548	2.000	remember	0.258	updating	restudy	2	object	scene	face	target	object	competitor	forget	38	6	143	95	195	247	220.533	23
225.464	2.000	remember	0.342	updating	retprac	3	object	face	scene	target	object	target	remember	39	6	22	70	170	22	225.451	6
230.081	2.000	remember	0.030	updating	restudy	3	object	face	scene	target	object	target	remember	40	6	21	69	169	21	230.066	13
234.947	2.000	forget	0.763	updating	retprac	2	scene	face	object	other	object	competitor	forget	41	6	48	120	272	48	234.928	9
239.496	2.000	remember	0.717	updating	restudy	2	object	scene	face	target	object	target	remember	42	6	141	93	193	245	239.483	14
244.779	2.000	forget	0.450	updating	retprac	2	object	scene	face	competitor	scene	don't know	don't know	43	6	142	94	194	246	244.759	8
254.828	2.000	remember	0.049	updating	restudy	2	face	scene	object	target	face	target	remember	44	6	117	45	93	221	254.816	21
260.111	2.000	remember	0.062	updating	restudy	3	scene	face	object	target	scene	competitor	forget	45	6	45	117	269	45	260.091	20
265.494	2.000	remember	0.231	updating	restudy	3	object	face	scene	target	object	don't know	don't know	46	6	23	71	171	23	265.483	24
270.660	2.000	remember	0.464	updating	retprac	2	scene	object	face	target	scene	don't know	don't know	47	6	94	142	294	146	270.646	3
275.542	2.000	remember	0.189	updating	retprac	3	face	scene	object	target	face	competitor	forget	48	6	120	48	96	224	275.530	5
280.709	2.000	forget	0.591	updating	restudy	2	face	object	scene	competitor	object	don't know	don't know	49	6	69	21	69	121	280.686	18
285.641	2.000	remember	0.274	updating	retprac	2	face	object	scene	target	face	target	remember	50	6	70	22	70	122	285.623	2
291.474	2.000	remember	0.169	updating	retprac	3	scene	face	object	target	scene	competitor	forget	51	6	46	118	270	46	291.460	1
300.223	2.000	remember	0.017	updating	restudy	2	scene	object	face	target	scene	don't know	don't know	52	6	93	141	293	145	300.203	15
307.056	2.000	remember	0.442	updating	retprac	3	scene	object	face	target	scene	no response	no response	53	6	96	144	296	148	307.049	7
313.322	2.000	remember	0.015	updating	restudy	3	scene	object	face	target	scene	don't know	don't know	54	6	95	143	295	147	313.308	22
318.655	2.000	remember	0.395	updating	restudy	3	face	scene	object	target	face	competitor	forget	55	6	119	47	95	223	318.641	17
323.838	2.000	no response	n/a	updating	retprac	2	face	scene	object	no response	no response	target	remember	56	6	118	46	94	222	323.829	10
334.237	2.000	don't know	0.014	updating	retprac	3	scene	face	object	don't know	don't know	competitor	forget	57	6	48	120	272	48	334.225	9
338.953	2.000	remember	0.681	updating	retprac	3	object	scene	face	target	object	don't know	don't know	58	6	142	94	194	246	338.938	8
343.952	2.000	remember	0.553	updating	restudy	2	scene	face	object	target	scene	don't know	don't know	59	6	47	119	271	47	343.934	19
349.485	2.000	remember	0.468	updating	restudy	3	face	scene	object	target	face	target	remember	60	6	117	45	93	221	349.464	21
355.001	2.000	remember	0.328	updating	restudy	3	face	object	scene	target	face	no response	no response	61	6	71	23	71	123	354.985	16
365.233	2.000	forget	0.647	updating	retprac	3	object	face	scene	competitor	face	other	forget	62	6	24	72	172	24	365.219	11
370.699	2.000	remember	0.011	updating	restudy	3	object	scene	face	target	object	target	remember	63	6	141	93	193	245	370.692	14
375.549	2.000	remember	0.803	updating	retprac	3	object	scene	face	target	object	don't know	don't know	64	6	144	96	196	248	375.529	4
381.348	2.000	remember	0.163	updating	retprac	3	face	object	scene	target	face	target	remember	65	6	70	22	70	122	381.329	2
386.181	2.000	remember	0.242	updating	retprac	3	face	object	scene	target	face	target	remember	66	6	72	24	72	124	386.174	12
395.130	2.000	remember	0.381	updating	restudy	3	face	object	scene	target	face	don't know	don't know	67	6	69	21	69	121	395.115	18
403.013	2.000	forget	0.066	updating	restudy	3	object	scene	face	other	face	competitor	forget	68	6	143	95	195	247	402.999	23
407.679	2.000	remember	0.807	updating	retprac	3	scene	object	face	target	scene	don't know	don't know	69	6	94	142	294	146	407.667	3
412.862	2.000	remember	0.248	updating	restudy	3	scene	face	object	target	scene	don't know	don't know	70	6	47	119	271	47	412.854	19
419.011	2.000	remember	0.154	updating	retprac	3	face	scene	object	target	face	target	remember	71	6	118	46	94	222	419.000	10
427.844	2.000	remember	0.250	updating	restudy	3	scene	object	face	target	scene	don't know	don't know	72	6	93	141	293	145	427.820	15
