onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
2.018	4.000	no response	n/a	learn a-b	restudy	scene	face	object	1	34	34	258	34	2.000
6.517	4.000	strong related	2.952	learn a-b	test	object	face	scene	2	17	17	165	17	6.500
11.016	4.000	strong unrelated	1.699	learn a-b	test	scene	object	face	3	77	77	277	129	11.000
15.515	4.000	weak unrelated	3.476	learn a-b	restudy	object	scene	face	4	134	134	186	238	15.500
20.014	4.000	strong unrelated	3.008	learn a-b	restudy	object	face	scene	5	24	24	172	24	20.000
24.514	4.000	weak related	3.515	learn a-b	test	object	face	scene	6	5	5	153	5	24.500
29.013	4.000	weak unrelated	2.425	learn a-b	restudy	object	scene	face	7	126	126	178	230	29.000
33.512	4.000	strong unrelated	3.344	learn a-b	restudy	face	scene	object	8	108	108	84	212	33.500
38.011	4.000	strong unrelated	2.230	learn a-b	restudy	scene	face	object	9	36	36	260	36	38.000
42.510	4.000	weak related	3.250	learn a-b	restudy	face	object	scene	10	58	58	58	110	42.500
47.009	4.000	no response	n/a	learn a-b	restudy	scene	object	face	11	92	92	292	144	47.000
51.508	4.000	weak unrelated	2.796	learn a-b	test	object	scene	face	12	143	143	195	247	51.500
56.008	4.000	weak related	1.698	learn a-b	test	scene	object	face	13	95	95	295	147	56.000
60.524	4.000	weak unrelated	2.980	learn a-b	restudy	scene	face	object	14	46	46	270	46	60.500
65.023	4.000	weak related	2.064	learn a-b	test	object	face	scene	15	1	1	149	1	65.000
69.522	4.000	weak related	1.557	learn a-b	test	object	face	scene	16	13	13	161	13	69.500
74.021	4.000	weak related	2.007	learn a-b	test	scene	face	object	17	47	47	271	47	74.000
78.520	4.000	weak unrelated	1.979	learn a-b	restudy	scene	object	face	18	96	96	296	148	78.500
83.019	4.000	weak unrelated	2.637	learn a-b	test	scene	face	object	19	45	45	269	45	83.000
87.519	4.000	no response	n/a	learn a-b	test	object	scene	face	20	129	129	181	233	87.500
92.018	4.000	weak related	1.846	learn a-b	test	face	object	scene	21	59	59	59	111	92.000
96.517	4.000	weak related	2.951	learn a-b	restudy	face	object	scene	22	68	68	68	120	96.500
101.016	4.000	weak unrelated	1.740	learn a-b	restudy	scene	object	face	23	94	94	294	146	101.000
105.515	4.000	weak related	2.726	learn a-b	restudy	face	object	scene	24	70	70	70	122	105.500
110.015	4.000	weak related	2.761	learn a-b	test	face	scene	object	25	99	99	75	203	110.000
