onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.011	2.000	remember	0.011	updating	restudy	1	object	scene	face	target	object	competitor	forget	1	1	123	75	175	227	1.000	14
6.311	2.000	forget	0.559	updating	retprac	1	scene	face	object	competitor	face	target	remember	2	1	26	98	250	26	6.297	12
11.544	2.000	forget	0.638	updating	retprac	1	face	scene	object	other	object	other	forget	3	1	98	26	74	202	11.526	7
17.543	2.000	remember	0.430	updating	restudy	1	scene	object	face	target	scene	target	remember	4	1	73	121	273	125	17.523	18
22.759	2.000	forget	0.430	updating	retprac	1	object	face	scene	competitor	face	competitor	forget	5	1	4	52	152	4	22.749	6
29.426	2.000	remember	0.516	updating	restudy	1	object	face	scene	target	object	target	remember	6	1	3	51	151	3	29.402	19
37.142	2.000	remember	0.976	updating	retprac	1	face	object	scene	target	face	other	forget	7	1	52	4	52	104	37.131	11
45.491	2.000	forget	0.786	updating	retprac	1	scene	face	object	other	object	other	forget	8	1	28	100	252	28	45.481	4
50.691	2.000	remember	0.322	updating	restudy	1	face	scene	object	target	face	target	remember	9	1	99	27	75	203	50.681	20
56.390	2.000	remember	0.399	updating	restudy	1	scene	face	object	target	scene	other	forget	10	1	25	97	249	25	56.376	22
62.507	2.000	forget	0.419	updating	retprac	1	scene	object	face	other	face	competitor	forget	11	1	74	122	274	126	62.493	9
67.106	2.000	remember	0.491	updating	retprac	1	object	face	scene	target	object	competitor	forget	12	1	2	50	150	2	67.096	10
77.589	2.000	remember	0.331	updating	retprac	1	object	scene	face	target	object	competitor	forget	13	1	124	76	176	228	77.567	5
82.505	2.000	remember	0.492	updating	restudy	1	object	face	scene	target	object	competitor	forget	14	1	1	49	149	1	82.484	13
87.372	2.000	remember	0.441	updating	restudy	1	scene	object	face	target	scene	target	remember	15	1	75	123	275	127	87.361	23
94.621	2.000	remember	0.520	updating	restudy	1	face	object	scene	target	face	target	remember	16	1	49	1	49	101	94.602	15
100.037	2.000	remember	0.384	updating	retprac	2	scene	face	object	target	scene	target	remember	17	1	26	98	250	26	100.027	12
104.604	2.000	remember	0.401	updating	restudy	1	face	object	scene	target	face	target	remember	18	1	51	3	51	103	104.586	16
109.237	2.000	remember	0.488	updating	restudy	2	object	face	scene	target	object	target	remember	19	1	3	51	151	3	109.215	19
115.170	2.000	remember	0.644	updating	restudy	2	object	scene	face	target	object	competitor	forget	20	1	123	75	175	227	115.147	14
120.603	2.000	forget	0.386	updating	retprac	2	face	scene	object	other	object	other	forget	21	1	98	26	74	202	120.596	7
130.969	2.000	remember	0.381	updating	restudy	1	object	scene	face	target	object	target	remember	22	1	121	73	173	225	130.958	24
137.768	2.000	forget	0.325	updating	retprac	1	scene	object	face	competitor	object	other	forget	23	1	76	124	276	128	137.746	2
142.934	2.000	remember	0.478	updating	restudy	2	scene	object	face	target	scene	target	remember	24	1	73	121	273	125	142.914	18
151.150	2.000	remember	0.494	updating	restudy	1	scene	face	object	target	scene	other	forget	25	1	27	99	251	27	151.136	17
155.850	2.000	remember	0.594	updating	retprac	2	object	face	scene	target	object	competitor	forget	26	1	4	52	152	4	155.837	6
160.383	2.000	remember	0.565	updating	restudy	2	object	face	scene	target	object	competitor	forget	27	1	1	49	149	1	160.364	13
165.116	2.000	forget	0.512	updating	retprac	1	object	scene	face	other	face	competitor	forget	28	1	122	74	174	226	165.101	1
169.666	2.000	forget	0.426	updating	retprac	1	face	scene	object	competitor	scene	target	remember	29	1	100	28	76	204	169.650	3
177.932	2.000	remember	0.368	updating	restudy	2	face	scene	object	target	face	target	remember	30	1	99	27	75	203	177.923	20
183.466	2.000	remember	0.403	updating	restudy	2	face	object	scene	target	face	target	remember	31	1	49	1	49	101	183.447	15
188.165	2.000	forget	0.528	updating	retprac	2	scene	face	object	other	object	other	forget	32	1	28	100	252	28	188.147	4
193.997	2.000	forget	0.399	updating	retprac	1	face	object	scene	competitor	object	target	remember	33	1	50	2	50	102	193.987	8
202.130	2.000	remember	0.314	updating	restudy	3	object	face	scene	target	object	target	remember	34	1	3	51	151	3	202.108	19
207.213	2.000	remember	0.399	updating	retprac	2	scene	object	face	target	scene	other	forget	35	1	76	124	276	128	207.196	2
212.713	2.000	remember	0.291	updating	retprac	2	object	scene	face	target	object	competitor	forget	36	1	124	76	176	228	212.689	5
221.596	2.000	remember	0.336	updating	restudy	1	face	scene	object	target	face	target	remember	37	1	97	25	73	201	221.579	21
229.228	2.000	remember	0.289	updating	retprac	3	face	scene	object	target	face	other	forget	38	1	98	26	74	202	229.209	7
234.445	2.000	forget	0.328	updating	retprac	2	face	object	scene	competitor	object	other	forget	39	1	52	4	52	104	234.428	11
240.394	2.000	forget	0.281	updating	retprac	2	object	face	scene	other	scene	competitor	forget	40	1	2	50	150	2	240.388	10
245.461	2.000	remember	0.336	updating	restudy	2	scene	face	object	target	scene	other	forget	41	1	25	97	249	25	245.446	22
250.044	2.000	remember	0.384	updating	restudy	2	object	scene	face	target	object	target	remember	42	1	121	73	173	225	250.026	24
254.893	2.000	forget	0.670	updating	retprac	2	face	scene	object	other	object	target	remember	43	1	100	28	76	204	254.867	3
259.993	2.000	forget	0.315	updating	retprac	2	scene	object	face	other	face	competitor	forget	44	1	74	122	274	126	259.982	9
265.276	2.000	remember	0.400	updating	restudy	3	face	object	scene	target	face	target	remember	45	1	49	1	49	101	265.253	15
270.225	2.000	remember	0.386	updating	restudy	2	scene	object	face	target	scene	target	remember	46	1	75	123	275	127	270.207	23
274.942	2.000	remember	0.438	updating	restudy	2	face	object	scene	target	face	target	remember	47	1	51	3	51	103	274.932	16
279.575	2.000	remember	0.397	updating	retprac	2	object	scene	face	target	object	competitor	forget	48	1	122	74	174	226	279.568	1
287.508	2.000	remember	0.440	updating	restudy	3	object	scene	face	target	object	competitor	forget	49	1	123	75	175	227	287.487	14
292.224	2.000	remember	0.372	updating	retprac	3	scene	face	object	target	scene	other	forget	50	1	28	100	252	28	292.208	4
297.274	2.000	remember	0.377	updating	retprac	3	scene	object	face	target	scene	other	forget	51	1	76	124	276	128	297.268	2
303.357	2.000	remember	0.367	updating	restudy	2	face	scene	object	target	face	target	remember	52	1	97	25	73	201	303.334	21
308.506	2.000	remember	0.322	updating	retprac	3	scene	face	object	target	scene	target	remember	53	1	26	98	250	26	308.496	12
318.072	2.000	remember	0.364	updating	restudy	2	scene	face	object	target	scene	other	forget	54	1	27	99	251	27	318.053	17
322.839	2.000	remember	0.317	updating	retprac	3	object	scene	face	target	object	competitor	forget	55	1	124	76	176	228	322.829	5
331.838	2.000	remember	0.381	updating	restudy	3	object	face	scene	target	object	competitor	forget	56	1	1	49	149	1	331.816	13
336.554	2.000	remember	0.353	updating	retprac	2	face	object	scene	target	face	target	remember	57	1	50	2	50	102	336.542	8
341.504	2.000	remember	0.363	updating	restudy	3	scene	object	face	target	scene	target	remember	58	1	75	123	275	127	341.493	23
346.870	2.000	remember	0.389	updating	restudy	3	scene	object	face	target	scene	target	remember	59	1	73	121	273	125	346.847	18
355.736	2.000	remember	0.578	updating	retprac	3	object	scene	face	target	object	competitor	forget	60	1	122	74	174	226	355.724	1
361.003	2.000	no response	n/a	updating	retprac	3	object	face	scene	no response	no response	competitor	forget	61	1	4	52	152	4	360.991	6
365.536	2.000	remember	0.307	updating	restudy	3	face	object	scene	target	face	target	remember	62	1	51	3	51	103	365.527	16
370.352	2.000	remember	0.715	updating	retprac	3	face	scene	object	target	face	target	remember	63	1	100	28	76	204	370.335	3
375.885	2.000	remember	0.358	updating	retprac	3	object	face	scene	target	object	competitor	forget	64	1	2	50	150	2	375.869	10
381.685	2.000	remember	0.430	updating	restudy	3	face	scene	object	target	face	target	remember	65	1	99	27	75	203	381.672	20
386.534	2.000	remember	0.356	updating	restudy	3	scene	face	object	target	scene	other	forget	66	1	25	97	249	25	386.520	22
391.367	2.000	remember	0.339	updating	restudy	3	face	scene	object	target	face	target	remember	67	1	97	25	73	201	391.349	21
399.400	2.000	remember	0.450	updating	restudy	3	object	scene	face	target	object	target	remember	68	1	121	73	173	225	399.376	24
