onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.024	2.000	remember	0.454	updating	restudy	1	object	face	scene	target	object	target	remember	1	2	7	55	155	7	1.000	16
5.907	2.000	remember	0.371	updating	restudy	1	face	object	scene	target	face	competitor	forget	2	2	53	5	53	105	5.898	20
10.773	2.000	forget	0.313	updating	retprac	1	face	scene	object	other	object	competitor	forget	3	2	102	30	78	206	10.754	11
18.456	2.000	remember	0.326	updating	restudy	1	object	scene	face	target	object	competitor	forget	4	2	127	79	179	231	18.443	17
25.256	2.000	remember	0.270	updating	retprac	1	object	scene	face	target	object	competitor	forget	5	2	126	78	178	230	25.239	8
30.039	2.000	forget	0.377	updating	retprac	1	face	scene	object	competitor	scene	other	forget	6	2	104	32	80	208	30.026	12
35.005	2.000	forget	0.305	updating	retprac	1	scene	face	object	competitor	face	competitor	forget	7	2	30	102	254	30	34.992	7
40.305	2.000	forget	0.342	updating	retprac	1	scene	object	face	competitor	object	target	remember	8	2	80	128	280	132	40.296	3
45.538	2.000	remember	0.325	updating	restudy	1	face	scene	object	target	face	competitor	forget	9	2	101	29	77	205	45.526	24
50.404	2.000	remember	0.314	updating	retprac	1	object	face	scene	target	object	other	forget	10	2	8	56	156	8	50.389	6
55.454	2.000	remember	0.344	updating	restudy	1	object	scene	face	target	object	competitor	forget	11	2	125	77	177	229	55.433	19
60.887	2.000	remember	0.279	updating	restudy	1	scene	face	object	target	scene	other	forget	12	2	29	101	253	29	60.878	13
71.252	2.000	forget	0.290	updating	retprac	1	object	face	scene	competitor	face	competitor	forget	13	2	6	54	154	6	71.242	1
76.269	2.000	remember	0.322	updating	restudy	2	object	face	scene	target	object	target	remember	14	2	7	55	155	7	76.256	16
82.018	2.000	remember	0.315	updating	retprac	1	face	object	scene	target	face	target	remember	15	2	54	6	54	106	82.001	9
88.884	2.000	forget	0.306	updating	retprac	2	face	scene	object	competitor	scene	competitor	forget	16	2	102	30	78	206	88.867	11
93.418	2.000	remember	0.300	updating	restudy	1	scene	object	face	target	scene	other	forget	17	2	79	127	279	131	93.394	21
98.084	2.000	remember	0.290	updating	retprac	2	object	scene	face	target	object	competitor	forget	18	2	126	78	178	230	98.062	8
102.750	2.000	forget	0.312	updating	retprac	1	object	scene	face	competitor	scene	competitor	forget	19	2	128	80	180	232	102.729	5
107.517	2.000	remember	0.345	updating	restudy	2	face	object	scene	target	face	competitor	forget	20	2	53	5	53	105	107.504	20
113.633	2.000	remember	0.397	updating	restudy	2	face	scene	object	target	face	competitor	forget	21	2	101	29	77	205	113.619	24
121.532	2.000	remember	0.353	updating	restudy	1	scene	object	face	target	scene	target	remember	22	2	77	125	277	129	121.514	18
126.532	2.000	no response	n/a	updating	retprac	2	object	face	scene	no response	no response	other	forget	23	2	8	56	156	8	126.513	6
131.248	2.000	remember	0.325	updating	restudy	1	scene	face	object	target	scene	competitor	forget	24	2	31	103	255	31	131.234	22
137.948	2.000	remember	0.233	updating	restudy	1	object	face	scene	target	object	target	remember	25	2	5	53	153	5	137.925	23
143.381	2.000	remember	0.520	updating	restudy	2	object	scene	face	target	object	competitor	forget	26	2	127	79	179	231	143.365	17
148.614	2.000	remember	0.399	updating	restudy	2	object	scene	face	target	object	competitor	forget	27	2	125	77	177	229	148.601	19
156.080	2.000	remember	0.238	updating	retprac	1	scene	object	face	target	scene	competitor	forget	28	2	78	126	278	130	156.062	4
165.246	2.000	forget	0.272	updating	retprac	2	scene	object	face	other	face	target	remember	29	2	80	128	280	132	165.228	3
175.545	2.000	forget	0.067	updating	retprac	2	scene	face	object	competitor	face	competitor	forget	30	2	30	102	254	30	175.532	7
180.778	2.000	remember	0.426	updating	retprac	3	object	scene	face	target	object	competitor	forget	31	2	126	78	178	230	180.762	8
185.595	2.000	remember	0.451	updating	restudy	3	object	face	scene	target	object	target	remember	32	2	7	55	155	7	185.582	16
190.311	2.000	remember	0.326	updating	retprac	2	face	object	scene	target	face	target	remember	33	2	54	6	54	106	190.290	9
195.027	2.000	forget	0.417	updating	retprac	2	face	scene	object	other	object	other	forget	34	2	104	32	80	208	195.018	12
199.693	2.000	forget	0.399	updating	retprac	2	object	scene	face	competitor	scene	competitor	forget	35	2	128	80	180	232	199.678	5
207.776	2.000	remember	0.412	updating	restudy	2	scene	face	object	target	scene	other	forget	36	2	29	101	253	29	207.759	13
215.776	2.000	forget	0.294	updating	retprac	1	face	object	scene	competitor	object	competitor	forget	37	2	56	8	56	108	215.754	2
220.525	2.000	remember	0.343	updating	restudy	2	object	face	scene	target	object	target	remember	38	2	5	53	153	5	220.509	23
226.692	2.000	remember	0.418	updating	restudy	1	face	object	scene	target	face	no response	no response	39	2	55	7	55	107	226.678	14
232.008	2.000	remember	0.300	updating	retprac	2	scene	object	face	target	scene	competitor	forget	40	2	78	126	278	130	231.993	4
238.308	2.000	remember	0.441	updating	restudy	2	scene	object	face	target	scene	target	remember	41	2	77	125	277	129	238.299	18
246.057	2.000	forget	0.331	updating	retprac	1	scene	face	object	other	object	other	forget	42	2	32	104	256	32	246.047	10
251.057	2.000	remember	0.355	updating	restudy	1	face	scene	object	target	face	target	remember	43	2	103	31	79	207	251.046	15
255.889	2.000	remember	0.410	updating	restudy	3	object	scene	face	target	object	competitor	forget	44	2	127	79	179	231	255.872	17
260.756	2.000	remember	0.376	updating	restudy	3	object	scene	face	target	object	competitor	forget	45	2	125	77	177	229	260.744	19
265.556	2.000	forget	0.321	updating	retprac	2	object	face	scene	other	scene	competitor	forget	46	2	6	54	154	6	265.548	1
274.138	2.000	remember	0.330	updating	restudy	3	face	scene	object	target	face	competitor	forget	47	2	101	29	77	205	274.120	24
