onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.021	2.000	face	2.267	localizer	weak unrelated	1	1	1	1	1	2.0	n/a
6.021	2.000	face	2.187	localizer	weak related	2	1	1	2	2	6.0	n/a
10.020	2.000	face	1.555	localizer	strong unrelated	3	1	1	3	3	10.0	n/a
14.020	2.000	face	1.988	localizer	strong unrelated	4	1	1	4	4	14.0	n/a
18.019	2.000	face	2.347	localizer	strong unrelated	5	1	1	5	5	18.0	n/a
22.019	2.000	face	1.315	localizer	strong related	6	1	1	6	6	22.0	n/a
26.057	1.081	correct	1.081	grate	n/a	6	1	n/a	n/a	n/a	n/a	right
27.654	0.348	correct	0.348	grate	n/a	6	1	n/a	n/a	n/a	n/a	left
28.519	0.379	correct	0.379	grate	n/a	6	1	n/a	n/a	n/a	n/a	right
29.419	0.391	correct	0.391	grate	n/a	6	1	n/a	n/a	n/a	n/a	right
30.319	0.555	correct	0.555	grate	n/a	6	1	n/a	n/a	n/a	n/a	left
31.386	0.361	correct	0.361	grate	n/a	6	1	n/a	n/a	n/a	n/a	left
32.269	0.413	correct	0.413	grate	n/a	6	1	n/a	n/a	n/a	n/a	right
33.202	0.592	correct	0.592	grate	n/a	6	1	n/a	n/a	n/a	n/a	left
34.319	0.467	correct	0.467	grate	n/a	6	1	n/a	n/a	n/a	n/a	right
35.302	0.404	correct	0.404	grate	n/a	6	1	n/a	n/a	n/a	n/a	left
36.219	0.333	incorrect	0.333	grate	n/a	6	1	n/a	n/a	n/a	n/a	right
38.017	2.000	object	1.189	localizer	strong unrelated	7	1	2	73	101	38.0	n/a
42.017	2.000	object	2.025	localizer	strong related	8	1	2	74	102	42.0	n/a
46.017	2.000	object	1.093	localizer	strong related	9	1	2	75	103	46.0	n/a
50.016	2.000	object	1.165	localizer	weak related	10	1	2	76	104	50.0	n/a
54.016	2.000	object	1.077	localizer	strong unrelated	11	1	2	77	105	54.0	n/a
58.015	2.000	object	1.510	localizer	weak unrelated	12	1	2	78	106	58.0	n/a
62.054	0.747	correct	0.747	grate	n/a	12	1	n/a	n/a	n/a	n/a	left
63.316	0.421	correct	0.421	grate	n/a	12	1	n/a	n/a	n/a	n/a	left
64.249	0.344	correct	0.344	grate	n/a	12	1	n/a	n/a	n/a	n/a	left
65.116	0.381	correct	0.381	grate	n/a	12	1	n/a	n/a	n/a	n/a	left
66.016	0.385	correct	0.385	grate	n/a	12	1	n/a	n/a	n/a	n/a	left
66.915	0.389	correct	0.389	grate	n/a	12	1	n/a	n/a	n/a	n/a	right
67.815	0.441	correct	0.441	grate	n/a	12	1	n/a	n/a	n/a	n/a	right
68.765	0.459	correct	0.459	grate	n/a	12	1	n/a	n/a	n/a	n/a	left
69.732	0.397	correct	0.397	grate	n/a	12	1	n/a	n/a	n/a	n/a	right
70.648	0.368	correct	0.368	grate	n/a	12	1	n/a	n/a	n/a	n/a	right
71.532	0.357	correct	0.357	grate	n/a	12	1	n/a	n/a	n/a	n/a	right
72.398	0.150	incorrect	0.150	grate	n/a	12	1	n/a	n/a	n/a	n/a	left
74.014	2.000	scene	1.343	localizer	strong related	13	1	3	145	201	74.0	n/a
78.013	2.000	scene	0.928	localizer	strong related	14	1	3	146	202	78.0	n/a
82.013	2.000	scene	0.927	localizer	strong related	15	1	3	147	203	82.0	n/a
86.013	2.000	scene	1.111	localizer	weak unrelated	16	1	3	148	204	86.0	n/a
90.012	2.000	scene	1.680	localizer	weak unrelated	17	1	3	149	205	90.0	n/a
94.012	2.000	scene	1.048	localizer	strong related	18	1	3	150	206	94.0	n/a
98.050	0.613	correct	0.613	grate	n/a	18	1	n/a	n/a	n/a	n/a	right
99.180	0.372	correct	0.372	grate	n/a	18	1	n/a	n/a	n/a	n/a	right
100.062	0.473	correct	0.473	grate	n/a	18	1	n/a	n/a	n/a	n/a	left
101.045	0.322	correct	0.322	grate	n/a	18	1	n/a	n/a	n/a	n/a	left
101.878	0.401	correct	0.401	grate	n/a	18	1	n/a	n/a	n/a	n/a	right
102.795	0.404	correct	0.404	grate	n/a	18	1	n/a	n/a	n/a	n/a	left
103.712	0.328	correct	0.328	grate	n/a	18	1	n/a	n/a	n/a	n/a	right
104.562	0.397	correct	0.397	grate	n/a	18	1	n/a	n/a	n/a	n/a	right
105.478	0.474	correct	0.474	grate	n/a	18	1	n/a	n/a	n/a	n/a	right
106.461	0.514	correct	0.514	grate	n/a	18	1	n/a	n/a	n/a	n/a	left
107.495	0.441	correct	0.441	grate	n/a	18	1	n/a	n/a	n/a	n/a	left
108.444	0.100	incorrect	0.100	grate	n/a	18	1	n/a	n/a	n/a	n/a	left
110.010	2.000	object	0.961	localizer	strong related	19	1	4	79	107	110.0	n/a
114.010	2.000	object	0.849	localizer	strong related	20	1	4	80	108	114.0	n/a
118.026	2.000	object	0.914	localizer	weak unrelated	21	1	4	81	109	118.0	n/a
122.009	2.000	object	0.754	localizer	strong related	22	1	4	82	110	122.0	n/a
126.008	2.000	object	0.690	localizer	weak related	23	1	4	83	111	126.0	n/a
130.025	2.000	object	1.153	localizer	strong related	24	1	4	84	112	130.0	n/a
134.064	0.526	correct	0.526	grate	n/a	24	1	n/a	n/a	n/a	n/a	right
135.109	0.377	correct	0.377	grate	n/a	24	1	n/a	n/a	n/a	n/a	right
136.008	0.390	correct	0.390	grate	n/a	24	1	n/a	n/a	n/a	n/a	left
136.908	0.394	correct	0.394	grate	n/a	24	1	n/a	n/a	n/a	n/a	right
137.825	0.541	correct	0.541	grate	n/a	24	1	n/a	n/a	n/a	n/a	left
138.874	0.451	correct	0.451	grate	n/a	24	1	n/a	n/a	n/a	n/a	right
139.841	0.404	correct	0.404	grate	n/a	24	1	n/a	n/a	n/a	n/a	left
140.758	0.376	correct	0.376	grate	n/a	24	1	n/a	n/a	n/a	n/a	left
141.641	0.348	correct	0.348	grate	n/a	24	1	n/a	n/a	n/a	n/a	left
142.508	0.346	correct	0.346	grate	n/a	24	1	n/a	n/a	n/a	n/a	left
143.374	0.335	correct	0.335	grate	n/a	24	1	n/a	n/a	n/a	n/a	left
144.224	0.333	incorrect	0.333	grate	n/a	24	1	n/a	n/a	n/a	n/a	right
146.023	2.000	scene	1.506	localizer	strong related	25	1	5	151	207	146.0	n/a
150.023	2.000	scene	1.291	localizer	weak related	26	1	5	152	208	150.0	n/a
154.022	2.000	scene	1.075	localizer	weak related	27	1	5	153	209	154.0	n/a
158.022	2.000	scene	1.891	localizer	weak unrelated	28	1	5	154	210	158.0	n/a
162.021	2.000	scene	1.843	localizer	weak related	29	1	5	155	211	162.0	n/a
166.021	2.000	scene	0.939	localizer	strong related	30	1	5	156	212	166.0	n/a
170.060	0.512	correct	0.512	grate	n/a	30	1	n/a	n/a	n/a	n/a	left
171.089	0.468	correct	0.468	grate	n/a	30	1	n/a	n/a	n/a	n/a	right
172.071	0.389	correct	0.389	grate	n/a	30	1	n/a	n/a	n/a	n/a	right
172.971	0.434	correct	0.434	grate	n/a	30	1	n/a	n/a	n/a	n/a	left
173.921	0.388	correct	0.388	grate	n/a	30	1	n/a	n/a	n/a	n/a	right
174.821	0.439	correct	0.439	grate	n/a	30	1	n/a	n/a	n/a	n/a	right
175.771	0.505	correct	0.505	grate	n/a	30	1	n/a	n/a	n/a	n/a	right
176.788	0.392	correct	0.392	grate	n/a	30	1	n/a	n/a	n/a	n/a	right
177.704	0.540	correct	0.540	grate	n/a	30	1	n/a	n/a	n/a	n/a	left
