onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.013	2.000	object	1.396	localizer	strong unrelated	1	3	1	109	137	2.0	n/a
6.013	2.000	object	1.547	localizer	strong unrelated	2	3	1	110	138	6.0	n/a
10.013	2.000	object	1.739	localizer	strong unrelated	3	3	1	111	139	10.0	n/a
14.012	2.000	object	1.299	localizer	weak unrelated	4	3	1	112	140	14.0	n/a
18.012	2.000	object	1.516	localizer	strong unrelated	5	3	1	113	141	18.0	n/a
22.011	2.000	object	1.299	localizer	strong unrelated	6	3	1	114	142	22.0	n/a
26.050	0.849	correct	0.849	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
27.412	0.439	correct	0.439	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
28.362	0.497	correct	0.497	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
29.378	0.488	correct	0.488	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
30.378	0.440	correct	0.440	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
31.328	0.491	correct	0.491	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
32.328	0.466	correct	0.466	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
33.311	0.451	correct	0.451	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
34.278	0.461	correct	0.461	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
35.261	0.502	correct	0.502	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
36.278	0.267	incorrect	0.267	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
38.010	2.000	face	1.589	localizer	strong unrelated	7	3	2	37	37	38.0	n/a
42.009	2.000	face	1.518	localizer	strong unrelated	8	3	2	38	38	42.0	n/a
46.009	2.000	face	2.165	localizer	weak related	9	3	2	39	39	46.0	n/a
50.008	2.000	face	1.453	localizer	strong unrelated	10	3	2	40	40	50.0	n/a
54.008	2.000	face	2.261	localizer	strong unrelated	11	3	2	41	41	54.0	n/a
58.008	2.000	face	2.150	localizer	weak related	12	3	2	42	42	58.0	n/a
