onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
2.011	3.000	don't know	0.316	retrieval	restudy	scene	face	object	don't know	don't know	1	1	29	101	253	29	2.0	n/a
7.045	1.279	correct	1.279	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	1	n/a	n/a	n/a	n/a	n/a	left
8.844	0.887	correct	0.887	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	1	n/a	n/a	n/a	n/a	n/a	right
10.244	0.959	correct	0.959	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	1	n/a	n/a	n/a	n/a	n/a	left
11.711	0.800	incorrect	0.800	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	1	n/a	n/a	n/a	n/a	n/a	right
14.026	3.000	forget	0.437	retrieval	restudy	scene	object	face	competitor	object	2	1	79	127	279	131	14.0	n/a
19.060	0.663	correct	0.663	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	right
20.243	0.744	correct	0.744	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	right
21.510	0.581	correct	0.581	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	left
22.610	0.545	correct	0.545	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	right
23.676	0.583	correct	0.583	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	left
24.776	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	right
26.008	3.000	forget	0.782	retrieval	restudy	object	face	scene	other	scene	3	1	7	55	155	7	26.0	n/a
31.042	0.704	correct	0.704	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	1	n/a	n/a	n/a	n/a	n/a	right
32.259	1.072	correct	1.072	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	1	n/a	n/a	n/a	n/a	n/a	left
33.842	0.977	correct	0.977	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	1	n/a	n/a	n/a	n/a	n/a	left
35.342	0.925	correct	0.925	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	1	n/a	n/a	n/a	n/a	n/a	left
36.775	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	1	n/a	n/a	n/a	n/a	n/a	right
38.007	3.000	no response	n/a	retrieval	retprac	face	scene	object	no response	no response	4	1	104	32	80	208	38.0	n/a
43.041	0.689	correct	0.689	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	1	n/a	n/a	n/a	n/a	n/a	left
44.257	0.721	correct	0.721	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	1	n/a	n/a	n/a	n/a	n/a	right
45.491	0.407	correct	0.407	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	1	n/a	n/a	n/a	n/a	n/a	left
46.407	0.698	correct	0.698	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	1	n/a	n/a	n/a	n/a	n/a	right
47.624	0.483	correct	0.483	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	1	n/a	n/a	n/a	n/a	n/a	right
48.624	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	1	n/a	n/a	n/a	n/a	n/a	right
50.006	3.000	forget	0.552	retrieval	restudy	scene	face	object	competitor	face	5	1	27	99	251	27	50.0	n/a
55.040	0.498	correct	0.498	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	1	n/a	n/a	n/a	n/a	n/a	right
56.056	0.505	incorrect	0.505	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	1	n/a	n/a	n/a	n/a	n/a	right
57.073	0.424	incorrect	0.424	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	1	n/a	n/a	n/a	n/a	n/a	left
58.006	0.123	incorrect	0.123	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	1	n/a	n/a	n/a	n/a	n/a	right
58.639	1.106	correct	1.106	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	1	n/a	n/a	n/a	n/a	n/a	left
60.256	0.250	incorrect	0.250	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	1	n/a	n/a	n/a	n/a	n/a	right
62.021	3.000	remember	0.232	retrieval	retprac	scene	face	object	target	scene	6	1	26	98	250	26	62.0	n/a
67.055	0.650	correct	0.650	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	1	n/a	n/a	n/a	n/a	n/a	left
68.221	0.788	correct	0.788	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	1	n/a	n/a	n/a	n/a	n/a	left
69.522	1.047	correct	1.047	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	1	n/a	n/a	n/a	n/a	n/a	right
71.088	1.265	correct	1.265	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	1	n/a	n/a	n/a	n/a	n/a	right
72.871	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	1	n/a	n/a	n/a	n/a	n/a	right
74.020	3.000	forget	0.288	retrieval	retprac	scene	object	face	other	face	7	1	80	128	280	132	74.0	n/a
79.054	0.771	correct	0.771	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	1	n/a	n/a	n/a	n/a	n/a	right
80.337	1.079	correct	1.079	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	1	n/a	n/a	n/a	n/a	n/a	right
81.937	1.192	correct	1.192	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	1	n/a	n/a	n/a	n/a	n/a	left
83.637	0.883	incorrect	0.883	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	1	n/a	n/a	n/a	n/a	n/a	left
86.019	3.000	forget	0.457	retrieval	retprac	object	scene	face	competitor	scene	8	1	124	76	176	228	86.0	n/a
91.053	0.835	correct	0.835	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	1	n/a	n/a	n/a	n/a	n/a	left
92.403	0.837	correct	0.837	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	1	n/a	n/a	n/a	n/a	n/a	right
93.752	0.768	correct	0.768	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	1	n/a	n/a	n/a	n/a	n/a	left
95.036	0.636	correct	0.636	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	1	n/a	n/a	n/a	n/a	n/a	right
96.185	0.333	incorrect	0.333	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	1	n/a	n/a	n/a	n/a	n/a	right
98.018	3.000	forget	0.234	retrieval	restudy	face	object	scene	competitor	object	9	1	55	7	55	107	98.0	n/a
103.051	1.324	correct	1.324	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	1	n/a	n/a	n/a	n/a	n/a	right
104.885	0.939	correct	0.939	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	1	n/a	n/a	n/a	n/a	n/a	right
106.334	0.777	correct	0.777	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	1	n/a	n/a	n/a	n/a	n/a	left
107.634	0.883	incorrect	0.883	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	1	n/a	n/a	n/a	n/a	n/a	left
110.016	3.000	forget	0.466	retrieval	retprac	object	face	scene	competitor	face	10	1	2	50	150	2	110.0	n/a
115.050	0.653	correct	0.653	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	1	n/a	n/a	n/a	n/a	n/a	right
116.217	0.719	correct	0.719	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	1	n/a	n/a	n/a	n/a	n/a	right
117.450	0.885	correct	0.885	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	1	n/a	n/a	n/a	n/a	n/a	right
118.850	1.278	correct	1.278	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	1	n/a	n/a	n/a	n/a	n/a	right
120.650	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	1	n/a	n/a	n/a	n/a	n/a	right
122.015	3.000	forget	0.323	retrieval	restudy	face	scene	object	competitor	scene	11	1	101	29	77	205	122.0	n/a
127.049	1.150	correct	1.150	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	1	n/a	n/a	n/a	n/a	n/a	left
128.715	0.755	correct	0.755	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	1	n/a	n/a	n/a	n/a	n/a	right
129.982	1.032	correct	1.032	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	1	n/a	n/a	n/a	n/a	n/a	right
131.532	0.772	correct	0.772	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	1	n/a	n/a	n/a	n/a	n/a	right
132.815	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	1	n/a	n/a	n/a	n/a	n/a	left
134.014	3.000	forget	0.436	retrieval	restudy	object	face	scene	competitor	face	12	1	5	53	153	5	134.0	n/a
139.048	1.094	correct	1.094	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	1	n/a	n/a	n/a	n/a	n/a	left
140.664	0.550	correct	0.550	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	1	n/a	n/a	n/a	n/a	n/a	left
141.731	0.500	correct	0.500	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	1	n/a	n/a	n/a	n/a	n/a	right
142.747	0.778	correct	0.778	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	1	n/a	n/a	n/a	n/a	n/a	right
144.047	0.467	incorrect	0.467	grate	n/a	n/a	n/a	n/a	n/a	n/a	12	1	n/a	n/a	n/a	n/a	n/a	left
146.013	3.000	forget	0.389	retrieval	retprac	face	scene	object	competitor	scene	13	1	98	26	74	202	146.0	n/a
151.047	0.742	correct	0.742	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	1	n/a	n/a	n/a	n/a	n/a	right
152.296	0.869	correct	0.869	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	1	n/a	n/a	n/a	n/a	n/a	right
153.680	0.966	correct	0.966	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	1	n/a	n/a	n/a	n/a	n/a	left
155.163	1.218	correct	1.218	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	1	n/a	n/a	n/a	n/a	n/a	left
156.896	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	13	1	n/a	n/a	n/a	n/a	n/a	right
158.011	3.000	forget	0.278	retrieval	retprac	face	object	scene	competitor	object	14	1	52	4	52	104	158.0	n/a
