onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.006	2.000	object	1.627	localizer	weak unrelated	1	3	1	109	137	2.0	n/a
6.023	2.000	object	0.897	localizer	weak unrelated	2	3	1	110	138	6.0	n/a
10.022	2.000	object	0.697	localizer	weak unrelated	3	3	1	111	139	10.0	n/a
14.022	2.000	object	0.857	localizer	weak unrelated	4	3	1	112	140	14.0	n/a
18.022	2.000	object	1.098	localizer	weak unrelated	5	3	1	113	141	18.0	n/a
22.021	2.000	object	1.194	localizer	weak unrelated	6	3	1	114	142	22.0	n/a
26.061	0.734	correct	0.734	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
27.306	0.457	correct	0.457	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
28.271	0.411	correct	0.411	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
29.205	0.390	correct	0.390	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
30.105	0.363	correct	0.363	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
30.988	0.319	correct	0.319	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
31.821	0.357	incorrect	0.357	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
32.688	0.388	correct	0.388	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
33.588	0.383	correct	0.383	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
34.488	0.355	correct	0.355	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
35.354	0.417	correct	0.417	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
36.287	0.267	incorrect	0.267	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
38.020	2.000	face	1.795	localizer	weak unrelated	7	3	2	37	37	38.0	n/a
42.019	2.000	face	1.011	localizer	weak unrelated	8	3	2	38	38	42.0	n/a
46.019	2.000	face	1.955	localizer	weak unrelated	9	3	2	39	39	46.0	n/a
50.019	2.000	face	0.948	localizer	weak unrelated	10	3	2	40	40	50.0	n/a
54.018	2.000	face	1.148	localizer	weak unrelated	11	3	2	41	41	54.0	n/a
58.018	2.000	face	0.860	localizer	weak unrelated	12	3	2	42	42	58.0	n/a
62.057	0.448	correct	0.448	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
63.019	0.455	correct	0.455	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
63.985	0.385	correct	0.385	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
64.885	0.477	correct	0.477	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
65.885	0.341	incorrect	0.341	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
66.735	0.419	correct	0.419	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
67.668	0.381	correct	0.381	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
68.568	0.426	correct	0.426	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
69.501	0.437	incorrect	0.437	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
70.451	0.423	correct	0.423	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
71.384	0.425	correct	0.425	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
72.318	0.233	incorrect	0.233	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
74.016	2.000	scene	2.909	localizer	weak unrelated	13	3	3	181	237	74.0	n/a
78.016	2.000	scene	2.222	localizer	weak unrelated	14	3	3	182	238	78.0	n/a
82.016	2.000	scene	1.206	localizer	weak unrelated	15	3	3	183	239	82.0	n/a
86.015	2.000	scene	1.838	localizer	strong unrelated	16	3	3	184	240	86.0	n/a
90.015	2.000	scene	2.046	localizer	weak unrelated	17	3	3	185	241	90.0	n/a
94.015	2.000	scene	1.726	localizer	weak unrelated	18	3	3	186	242	94.0	n/a
