onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
2.022	3.000	forget	0.321	retrieval	restudy	face	scene	object	other	object	1	1	98	26	74	202	2.0	n/a
7.056	1.114	correct	1.114	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	1	n/a	n/a	n/a	n/a	n/a	left
8.689	1.330	correct	1.330	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	1	n/a	n/a	n/a	n/a	n/a	right
10.539	0.696	correct	0.696	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	1	n/a	n/a	n/a	n/a	n/a	left
11.755	0.527	correct	0.527	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	1	n/a	n/a	n/a	n/a	n/a	right
12.805	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	1	n/a	n/a	n/a	n/a	n/a	right
14.021	3.000	forget	0.361	retrieval	restudy	scene	object	face	competitor	object	2	1	78	126	278	130	14.0	n/a
19.055	0.684	correct	0.684	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	right
20.255	0.372	correct	0.372	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	left
21.138	0.362	correct	0.362	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	right
22.021	0.502	correct	0.502	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	right
23.038	0.421	correct	0.421	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	right
23.971	0.550	incorrect	0.550	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	1	n/a	n/a	n/a	n/a	n/a	right
26.020	3.000	forget	0.586	retrieval	restudy	face	object	scene	other	scene	3	1	54	6	54	106	26.0	n/a
31.054	0.828	correct	0.828	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	1	n/a	n/a	n/a	n/a	n/a	left
32.403	0.335	correct	0.335	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	1	n/a	n/a	n/a	n/a	n/a	right
33.253	0.453	correct	0.453	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	1	n/a	n/a	n/a	n/a	n/a	right
