onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.518	4.000	weak related	1.537	learn a-c	restudy	face	object	scene	1	53	5	53	105	1.500
6.017	4.000	strong unrelated	2.910	learn a-c	test	object	scene	face	2	126	78	178	230	6.000
10.516	4.000	strong related	1.896	learn a-c	test	face	object	scene	3	60	12	60	112	10.500
15.015	4.000	strong related	2.174	learn a-c	restudy	face	object	scene	4	55	7	55	107	15.000
19.514	4.000	strong related	2.023	learn a-c	test	face	object	scene	5	66	18	66	118	19.500
24.013	4.000	weak unrelated	2.099	learn a-c	test	object	scene	face	6	130	82	182	234	24.000
28.511	4.000	strong related	2.219	learn a-c	restudy	face	object	scene	7	71	23	71	123	28.500
33.010	4.000	weak related	2.466	learn a-c	test	object	face	scene	8	20	68	168	20	33.000
37.509	4.000	strong unrelated	2.651	learn a-c	test	face	scene	object	9	120	48	96	224	37.500
42.008	4.000	strong related	2.878	learn a-c	restudy	object	scene	face	10	121	73	173	225	42.000
46.507	4.000	strong related	2.523	learn a-c	test	object	face	scene	11	16	64	164	16	46.500
51.023	4.000	weak related	3.290	learn a-c	restudy	object	scene	face	12	133	85	185	237	51.000
55.521	4.000	strong unrelated	3.278	learn a-c	restudy	object	face	scene	13	9	57	157	9	55.500
60.020	4.000	no response	n/a	learn a-c	test	object	scene	face	14	136	88	188	240	60.000
64.519	4.000	strong unrelated	2.394	learn a-c	restudy	scene	object	face	15	77	125	277	129	64.500
69.018	4.000	strong unrelated	2.900	learn a-c	test	face	scene	object	16	98	26	74	202	69.000
73.517	4.000	weak related	2.239	learn a-c	test	face	object	scene	17	68	20	68	120	73.500
78.016	4.000	weak related	3.648	learn a-c	test	scene	object	face	18	88	136	288	140	78.000
82.515	4.000	strong related	3.264	learn a-c	restudy	object	face	scene	19	15	63	163	15	82.500
87.014	4.000	strong related	2.751	learn a-c	test	object	scene	face	20	140	92	192	244	87.000
91.512	4.000	strong related	2.526	learn a-c	restudy	face	object	scene	21	51	3	51	103	91.500
96.011	4.000	weak unrelated	2.567	learn a-c	test	scene	face	object	22	32	104	256	32	96.000
100.510	4.000	weak unrelated	2.200	learn a-c	test	scene	object	face	23	90	138	290	142	100.500
105.026	4.000	strong unrelated	2.454	learn a-c	restudy	scene	face	object	24	37	109	261	37	105.000
109.508	4.000	strong unrelated	3.747	learn a-c	test	object	scene	face	25	128	80	180	232	109.500
114.023	4.000	strong unrelated	3.715	learn a-c	restudy	face	object	scene	26	69	21	69	121	114.000
118.522	4.000	weak related	3.618	learn a-c	restudy	object	face	scene	27	1	49	149	1	118.500
123.021	4.000	weak related	3.593	learn a-c	restudy	object	face	scene	28	7	55	155	7	123.000
127.520	4.000	weak unrelated	2.541	learn a-c	test	face	scene	object	29	104	32	80	208	127.500
132.019	4.000	strong unrelated	2.476	learn a-c	restudy	face	scene	object	30	97	25	73	201	132.000
136.518	4.000	strong unrelated	2.833	learn a-c	restudy	face	scene	object	31	99	27	75	203	136.500
141.017	4.000	strong related	2.228	learn a-c	test	scene	face	object	32	38	110	262	38	141.000
145.516	4.000	weak unrelated	2.941	learn a-c	restudy	scene	object	face	33	81	129	281	133	145.500
150.015	4.000	weak related	2.706	learn a-c	restudy	object	scene	face	34	125	77	177	229	150.000
154.513	4.000	strong related	2.659	learn a-c	restudy	object	scene	face	35	135	87	187	239	154.500
159.012	4.000	strong related	1.961	learn a-c	test	scene	object	face	36	92	140	292	144	159.000
163.511	4.000	weak related	1.980	learn a-c	test	scene	face	object	37	48	120	272	48	163.500
168.010	4.000	weak related	2.833	learn a-c	test	face	object	scene	38	70	22	70	122	168.000
172.526	4.000	strong related	3.493	learn a-c	restudy	object	scene	face	39	137	89	189	241	172.500
177.008	4.000	strong unrelated	2.975	learn a-c	test	scene	object	face	40	76	124	276	128	177.000
181.523	4.000	strong unrelated	2.302	learn a-c	restudy	object	face	scene	41	13	61	161	13	181.500
186.022	4.000	strong unrelated	2.466	learn a-c	test	object	face	scene	42	8	56	156	8	186.000
190.521	4.000	strong unrelated	3.415	learn a-c	test	face	object	scene	43	54	6	54	106	190.500
195.020	4.000	weak related	2.591	learn a-c	restudy	object	face	scene	44	23	71	171	23	195.000
199.519	4.000	strong related	2.035	learn a-c	restudy	scene	face	object	45	35	107	259	35	199.500
204.018	4.000	weak related	3.093	learn a-c	restudy	scene	face	object	46	31	103	255	31	204.000
208.517	4.000	weak unrelated	2.660	learn a-c	restudy	object	scene	face	47	139	91	191	243	208.500
213.015	4.000	weak related	2.195	learn a-c	restudy	object	scene	face	48	127	79	179	231	213.000
217.514	4.000	strong related	2.699	learn a-c	test	scene	face	object	49	34	106	258	34	217.500
222.013	4.000	weak unrelated	2.405	learn a-c	restudy	face	object	scene	50	61	13	61	113	222.000
226.512	4.000	no response	n/a	learn a-c	restudy	scene	object	face	51	83	131	283	135	226.500
231.011	4.000	weak unrelated	2.799	learn a-c	test	face	scene	object	52	114	42	90	218	231.000
235.510	4.000	weak related	1.498	learn a-c	test	scene	object	face	53	86	134	286	138	235.500
240.009	4.000	weak unrelated	3.681	learn a-c	test	scene	face	object	54	46	118	270	46	240.000
244.508	4.000	strong unrelated	3.291	learn a-c	test	face	object	scene	55	62	14	62	114	244.500
249.023	4.000	weak related	2.244	learn a-c	restudy	scene	object	face	56	87	135	287	139	249.000
253.522	4.000	strong unrelated	2.188	learn a-c	restudy	face	object	scene	57	65	17	65	117	253.500
258.021	4.000	strong related	2.090	learn a-c	test	face	object	scene	58	56	8	56	108	258.000
262.520	4.000	strong unrelated	1.697	learn a-c	test	face	object	scene	59	52	4	52	104	262.500
267.019	4.000	strong unrelated	2.343	learn a-c	test	face	object	scene	60	72	24	72	124	267.000
271.518	4.000	strong unrelated	3.239	learn a-c	test	object	scene	face	61	144	96	196	248	271.500
276.016	4.000	strong unrelated	2.992	learn a-c	restudy	face	object	scene	62	67	19	67	119	276.000
280.515	4.000	weak related	1.448	learn a-c	test	scene	face	object	63	44	116	268	44	280.500
285.014	4.000	no response	n/a	learn a-c	restudy	scene	face	object	64	41	113	265	41	285.000
289.513	4.000	strong related	2.311	learn a-c	restudy	face	object	scene	65	59	11	59	111	289.500
294.012	4.000	strong unrelated	3.481	learn a-c	restudy	face	object	scene	66	57	9	57	109	294.000
298.511	4.000	weak related	3.580	learn a-c	restudy	scene	face	object	67	43	115	267	43	298.500
303.010	4.000	weak related	3.166	learn a-c	restudy	face	scene	object	68	119	47	95	223	303.000
307.509	4.000	strong related	2.144	learn a-c	test	face	scene	object	69	118	46	94	222	307.500
312.008	4.000	weak related	2.764	learn a-c	restudy	scene	object	face	70	79	127	279	131	312.000
316.523	4.000	strong related	2.661	learn a-c	test	object	face	scene	71	10	58	158	10	316.500
321.022	4.000	no response	n/a	learn a-c	restudy	scene	object	face	72	95	143	295	147	321.000
325.521	4.000	strong related	0.361	learn a-c	test	object	scene	face	73	124	76	176	228	325.500
330.020	4.000	strong related	3.108	learn a-c	restudy	face	scene	object	74	117	45	93	221	330.000
334.519	4.000	strong related	2.196	learn a-c	restudy	scene	face	object	75	39	111	263	39	334.500
339.017	4.000	weak unrelated	2.820	learn a-c	test	object	face	scene	76	12	60	160	12	339.000
343.516	4.000	strong unrelated	2.336	learn a-c	restudy	face	scene	object	77	107	35	83	211	343.500
348.015	4.000	strong unrelated	2.916	learn a-c	test	object	scene	face	78	132	84	184	236	348.000
352.514	4.000	weak related	2.917	learn a-c	test	scene	face	object	79	42	114	266	42	352.500
357.013	4.000	strong related	3.048	learn a-c	test	scene	face	object	80	28	100	252	28	357.000
361.512	4.000	weak related	2.881	learn a-c	test	face	object	scene	81	50	2	50	102	361.500
366.011	4.000	strong unrelated	3.852	learn a-c	test	face	scene	object	82	116	44	92	220	366.000
370.510	4.000	strong unrelated	3.011	learn a-c	restudy	object	scene	face	83	131	83	183	235	370.500
375.008	4.000	strong unrelated	2.828	learn a-c	restudy	scene	face	object	84	47	119	271	47	375.000
379.507	4.000	weak related	2.321	learn a-c	restudy	scene	face	object	85	45	117	269	45	379.500
384.023	4.000	strong unrelated	2.208	learn a-c	test	scene	face	object	86	26	98	250	26	384.000
388.522	4.000	no response	n/a	learn a-c	restudy	face	scene	object	87	101	29	77	205	388.500
393.021	4.000	strong related	1.780	learn a-c	restudy	face	scene	object	88	115	43	91	219	393.000
397.520	4.000	strong related	2.156	learn a-c	restudy	scene	face	object	89	29	101	253	29	397.500
402.018	4.000	weak unrelated	2.132	learn a-c	restudy	object	scene	face	90	123	75	175	227	402.000
406.517	4.000	weak related	3.367	learn a-c	restudy	object	scene	face	91	141	93	193	245	406.500
411.016	4.000	weak related	2.192	learn a-c	restudy	object	scene	face	92	143	95	195	247	411.000
415.515	4.000	weak related	2.866	learn a-c	test	object	scene	face	93	122	74	174	226	415.500
420.014	4.000	strong related	3.173	learn a-c	restudy	scene	face	object	94	25	97	249	25	420.000
424.513	4.000	weak related	2.563	learn a-c	restudy	face	scene	object	95	113	41	89	217	424.500
429.012	4.000	weak unrelated	3.083	learn a-c	test	scene	object	face	96	96	144	296	148	429.000
433.511	4.000	weak unrelated	1.509	learn a-c	test	scene	face	object	97	40	112	264	40	433.500
438.009	4.000	weak unrelated	3.113	learn a-c	test	scene	object	face	98	84	132	284	136	438.000
442.508	4.000	weak unrelated	2.159	learn a-c	restudy	scene	object	face	99	89	137	289	141	442.500
447.024	4.000	weak related	2.777	learn a-c	test	object	face	scene	100	6	54	154	6	447.000
451.523	4.000	strong unrelated	3.006	learn a-c	restudy	scene	object	face	101	73	121	273	125	451.500
456.022	4.000	weak related	3.434	learn a-c	test	scene	object	face	102	74	122	274	126	456.000
460.521	4.000	weak related	2.818	learn a-c	test	scene	object	face	103	82	130	282	134	460.500
465.019	4.000	strong unrelated	2.585	learn a-c	test	scene	object	face	104	94	142	294	146	465.000
469.518	4.000	strong unrelated	2.978	learn a-c	test	object	face	scene	105	4	52	152	4	469.500
474.017	4.000	strong unrelated	2.363	learn a-c	restudy	object	face	scene	106	11	59	159	11	474.000
478.516	4.000	strong unrelated	2.608	learn a-c	restudy	face	scene	object	107	105	33	81	209	478.500
483.015	4.000	strong unrelated	1.701	learn a-c	test	object	face	scene	108	14	62	162	14	483.000
487.514	4.000	strong unrelated	1.965	learn a-c	restudy	object	face	scene	109	17	65	165	17	487.500
492.013	4.000	strong unrelated	1.518	learn a-c	restudy	face	scene	object	110	103	31	79	207	492.000
496.512	4.000	strong unrelated	1.764	learn a-c	restudy	face	object	scene	111	63	15	63	115	496.500
501.010	4.000	strong unrelated	1.911	learn a-c	test	face	scene	object	112	102	30	78	206	501.000
505.509	4.000	strong unrelated	1.690	learn a-c	test	face	scene	object	113	110	38	86	214	505.500
510.008	4.000	weak related	3.005	learn a-c	test	scene	object	face	114	78	126	278	130	510.000
514.507	4.000	strong unrelated	1.832	learn a-c	test	object	face	scene	115	2	50	150	2	514.500
519.023	4.000	strong unrelated	1.867	learn a-c	test	object	scene	face	116	134	86	186	238	519.000
523.521	4.000	strong unrelated	1.061	learn a-c	restudy	object	face	scene	117	19	67	167	19	523.500
528.020	4.000	strong unrelated	2.795	learn a-c	test	object	face	scene	118	18	66	166	18	528.000
532.519	4.000	strong related	2.757	learn a-c	restudy	face	object	scene	119	49	1	49	101	532.500
537.018	4.000	strong related	2.226	learn a-c	test	scene	face	object	120	30	102	254	30	537.000
541.517	4.000	weak unrelated	1.649	learn a-c	restudy	face	scene	object	121	111	39	87	215	541.500
546.016	4.000	strong unrelated	2.136	learn a-c	test	object	scene	face	122	138	90	190	242	546.000
550.515	4.000	strong unrelated	2.990	learn a-c	test	face	scene	object	123	106	34	82	210	550.500
555.014	4.000	strong unrelated	2.963	learn a-c	test	scene	face	object	124	36	108	260	36	555.000
559.513	4.000	strong related	3.600	learn a-c	test	face	object	scene	125	58	10	58	110	559.500
564.011	4.000	strong unrelated	2.722	learn a-c	test	face	scene	object	126	112	40	88	216	564.000
568.510	4.000	strong unrelated	2.519	learn a-c	restudy	object	scene	face	127	129	81	181	233	568.500
573.009	4.000	strong unrelated	2.351	learn a-c	test	object	face	scene	128	22	70	170	22	573.000
577.525	4.000	strong unrelated	1.754	learn a-c	restudy	scene	object	face	129	93	141	293	145	577.500
582.007	4.000	weak unrelated	2.615	learn a-c	test	scene	object	face	130	80	128	280	132	582.000
586.522	4.000	weak unrelated	2.323	learn a-c	restudy	scene	face	object	131	27	99	251	27	586.500
591.021	4.000	weak unrelated	2.378	learn a-c	test	object	scene	face	132	142	94	194	246	591.000
595.520	4.000	weak related	2.544	learn a-c	restudy	scene	object	face	133	75	123	275	127	595.500
600.019	4.000	weak related	2.054	learn a-c	test	face	scene	object	134	100	28	76	204	600.000
604.518	4.000	weak related	2.084	learn a-c	restudy	object	face	scene	135	21	69	169	21	604.500
609.017	4.000	weak unrelated	3.209	learn a-c	restudy	face	scene	object	136	109	37	85	213	609.000
613.516	4.000	weak related	2.902	learn a-c	restudy	scene	face	object	137	33	105	257	33	613.500
618.015	4.000	weak related	2.577	learn a-c	restudy	scene	object	face	138	91	139	291	143	618.000
622.514	4.000	strong related	3.823	learn a-c	restudy	object	face	scene	139	5	53	153	5	622.500
627.012	4.000	strong unrelated	1.869	learn a-c	restudy	object	face	scene	140	3	51	151	3	627.000
631.511	4.000	weak related	3.934	learn a-c	restudy	scene	object	face	141	85	133	285	137	631.500
636.010	4.000	weak unrelated	2.839	learn a-c	test	object	face	scene	142	24	72	172	24	636.000
640.509	4.000	strong unrelated	2.699	learn a-c	test	face	object	scene	143	64	16	64	116	640.500
645.008	4.000	strong unrelated	2.141	learn a-c	test	face	scene	object	144	108	36	84	212	645.000
