onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.507	4.000	strong related	2.514	learn a-c	test	scene	face	object	1	44	116	268	44	1.500
6.023	4.000	strong related	1.837	learn a-c	restudy	scene	object	face	2	89	137	289	141	6.000
10.521	4.000	strong related	3.009	learn a-c	restudy	object	scene	face	3	143	95	195	247	10.500
15.020	4.000	strong related	3.090	learn a-c	test	scene	face	object	4	40	112	264	40	15.000
19.519	4.000	strong related	2.384	learn a-c	restudy	face	scene	object	5	107	35	83	211	19.500
24.017	4.000	strong related	2.611	learn a-c	test	face	object	scene	6	72	24	72	124	24.000
28.516	4.000	strong related	3.199	learn a-c	restudy	face	object	scene	7	65	17	65	117	28.500
33.015	4.000	strong related	2.687	learn a-c	restudy	object	scene	face	8	127	79	179	231	33.000
37.513	4.000	weak related	2.964	learn a-c	test	object	scene	face	9	124	76	176	228	37.500
42.012	4.000	strong related	2.831	learn a-c	restudy	scene	face	object	10	39	111	263	39	42.000
46.511	4.000	strong related	3.208	learn a-c	restudy	face	object	scene	11	55	7	55	107	46.500
51.010	4.000	strong related	3.631	learn a-c	restudy	object	face	scene	12	11	59	159	11	51.000
55.508	4.000	no response	n/a	learn a-c	test	face	object	scene	13	54	6	54	106	55.500
60.007	4.000	strong related	1.833	learn a-c	test	scene	object	face	14	96	144	296	148	60.000
64.522	4.000	strong related	2.434	learn a-c	test	object	scene	face	15	144	96	196	248	64.500
69.021	4.000	no response	n/a	learn a-c	restudy	face	object	scene	16	57	9	57	109	69.000
73.520	4.000	strong related	0.000	learn a-c	restudy	scene	face	object	17	37	109	261	37	73.500
78.018	4.000	no response	n/a	learn a-c	test	object	face	scene	18	4	52	152	4	78.000
82.517	4.000	strong related	3.605	learn a-c	restudy	face	scene	object	19	103	31	79	207	82.500
87.016	4.000	strong related	2.573	learn a-c	restudy	object	face	scene	20	9	57	157	9	87.000
91.514	4.000	strong related	3.152	learn a-c	test	scene	object	face	21	92	140	292	144	91.500
96.013	4.000	strong related	2.435	learn a-c	test	scene	face	object	22	48	120	272	48	96.000
100.512	4.000	strong related	2.976	learn a-c	test	face	object	scene	23	62	14	62	114	100.500
105.010	4.000	strong related	3.297	learn a-c	restudy	object	face	scene	24	5	53	153	5	105.000
109.509	4.000	strong related	2.419	learn a-c	test	object	face	scene	25	16	64	164	16	109.500
114.008	4.000	strong related	3.276	learn a-c	test	scene	face	object	26	26	98	250	26	114.000
118.523	4.000	strong related	3.715	learn a-c	test	object	scene	face	27	138	90	190	242	118.500
123.022	4.000	strong related	3.745	learn a-c	restudy	scene	face	object	28	47	119	271	47	123.000
127.520	4.000	strong related	3.962	learn a-c	test	face	object	scene	29	64	16	64	116	127.500
132.019	4.000	strong related	2.177	learn a-c	test	scene	face	object	30	46	118	270	46	132.000
136.518	4.000	no response	n/a	learn a-c	test	scene	face	object	31	28	100	252	28	136.500
141.017	4.000	strong related	2.553	learn a-c	restudy	object	face	scene	32	1	49	149	1	141.000
145.515	4.000	strong related	2.228	learn a-c	test	scene	object	face	33	78	126	278	130	145.500
150.014	4.000	strong related	1.822	learn a-c	test	scene	face	object	34	42	114	266	42	150.000
154.513	4.000	strong related	3.595	learn a-c	test	object	scene	face	35	132	84	184	236	154.500
159.011	4.000	strong related	2.955	learn a-c	test	scene	object	face	36	86	134	286	138	159.000
163.510	4.000	strong related	3.063	learn a-c	test	face	object	scene	37	68	20	68	120	163.500
168.009	4.000	strong related	2.584	learn a-c	restudy	face	object	scene	38	67	19	67	119	168.000
172.507	4.000	no response	n/a	learn a-c	test	scene	object	face	39	74	122	274	126	172.500
177.023	4.000	strong related	3.151	learn a-c	restudy	object	scene	face	40	135	87	187	239	177.000
181.521	4.000	strong related	3.196	learn a-c	restudy	scene	object	face	41	95	143	295	147	181.500
186.020	4.000	strong related	2.215	learn a-c	restudy	object	face	scene	42	15	63	163	15	186.000
190.519	4.000	strong related	2.847	learn a-c	restudy	face	scene	object	43	101	29	77	205	190.500
195.017	4.000	strong related	3.287	learn a-c	test	object	face	scene	44	14	62	162	14	195.000
