onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.508	4.000	weak related	3.112	learn a-c	restudy	face	scene	object	1	115	43	91	219	1.500
6.024	4.000	weak related	3.036	learn a-c	test	object	scene	face	2	128	80	180	232	6.000
10.523	4.000	weak unrelated	3.310	learn a-c	restudy	face	scene	object	3	119	47	95	223	10.500
15.021	4.000	weak related	2.953	learn a-c	restudy	object	scene	face	4	129	81	181	233	15.000
19.520	4.000	weak related	2.766	learn a-c	restudy	scene	object	face	5	79	127	279	131	19.500
24.019	4.000	weak related	3.249	learn a-c	restudy	scene	face	object	6	43	115	267	43	24.000
28.518	4.000	strong unrelated	3.413	learn a-c	test	scene	face	object	7	28	100	252	28	28.500
33.017	4.000	strong unrelated	3.662	learn a-c	test	object	face	scene	8	22	70	170	22	33.000
37.516	4.000	strong unrelated	3.249	learn a-c	restudy	object	face	scene	9	23	71	171	23	37.500
42.015	4.000	weak related	2.589	learn a-c	test	face	object	scene	10	60	12	60	112	42.000
46.514	4.000	strong unrelated	3.056	learn a-c	test	scene	face	object	11	44	116	268	44	46.500
51.012	4.000	weak related	2.910	learn a-c	restudy	scene	object	face	12	83	131	283	135	51.000
55.511	4.000	strong unrelated	3.287	learn a-c	test	scene	face	object	13	34	106	258	34	55.500
60.010	4.000	no response	n/a	learn a-c	restudy	face	scene	object	14	105	33	81	209	60.000
64.509	4.000	weak related	2.429	learn a-c	restudy	object	face	scene	15	3	51	151	3	64.500
69.008	4.000	no response	n/a	learn a-c	test	scene	face	object	16	38	110	262	38	69.000
73.524	4.000	weak related	3.166	learn a-c	test	face	scene	object	17	120	48	96	224	73.500
78.022	4.000	no response	n/a	learn a-c	restudy	face	object	scene	18	71	23	71	123	78.000
82.521	4.000	weak related	2.243	learn a-c	test	face	scene	object	19	106	34	82	210	82.500
87.020	4.000	weak unrelated	3.389	learn a-c	test	object	face	scene	20	12	60	160	12	87.000
91.519	4.000	weak related	2.417	learn a-c	restudy	object	scene	face	21	123	75	175	227	91.500
96.018	4.000	weak related	2.662	learn a-c	test	face	scene	object	22	102	30	78	206	96.000
