onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.016	2.000	remember	0.351	updating	restudy	1	face	object	scene	target	face	competitor	forget	1	6	71	23	71	123	1.000	22
5.799	2.000	forget	0.296	updating	retprac	1	object	scene	face	competitor	scene	don't know	don't know	2	6	142	94	194	246	5.792	7
11.316	2.000	don't know	0.309	updating	retprac	1	object	face	scene	don't know	don't know	competitor	forget	3	6	22	70	170	22	11.296	12
16.265	2.000	forget	0.390	updating	retprac	1	object	scene	face	competitor	scene	competitor	forget	4	6	144	96	196	248	16.249	6
20.782	2.000	don't know	0.386	updating	retprac	1	scene	face	object	don't know	don't know	target	remember	5	6	48	120	272	48	20.762	9
29.281	2.000	remember	0.310	updating	restudy	1	face	scene	object	target	face	target	remember	6	6	117	45	93	221	29.264	13
35.047	2.000	don't know	0.504	updating	retprac	1	scene	object	face	don't know	don't know	target	remember	7	6	96	144	296	148	35.030	11
40.747	2.000	remember	0.420	updating	restudy	1	object	face	scene	target	object	target	remember	8	6	21	69	169	21	40.725	17
45.430	2.000	remember	0.353	updating	restudy	1	scene	face	object	target	scene	competitor	forget	9	6	47	119	271	47	45.415	14
54.613	2.000	remember	0.315	updating	restudy	1	object	scene	face	target	object	competitor	forget	10	6	143	95	195	247	54.591	23
61.812	2.000	remember	0.322	updating	restudy	1	scene	face	object	target	scene	competitor	forget	11	6	45	117	269	45	61.802	20
66.595	2.000	don't know	0.428	updating	retprac	1	scene	face	object	don't know	don't know	target	remember	12	6	46	118	270	46	66.573	1
71.095	2.000	remember	0.329	updating	restudy	1	object	scene	face	target	object	competitor	forget	13	6	141	93	193	245	71.074	16
76.211	2.000	remember	0.587	updating	retprac	1	face	object	scene	target	face	target	remember	14	6	70	22	70	122	76.191	5
84.744	2.000	don't know	0.262	updating	retprac	1	scene	object	face	don't know	don't know	target	remember	15	6	94	142	294	146	84.734	4
89.544	2.000	don't know	0.519	updating	retprac	1	object	face	scene	don't know	don't know	competitor	forget	16	6	24	72	172	24	89.537	3
94.543	2.000	remember	0.279	updating	restudy	1	scene	object	face	target	scene	other	forget	17	6	95	143	295	147	94.531	24
100.409	2.000	remember	0.549	updating	retprac	2	object	scene	face	target	object	don't know	don't know	18	6	142	94	194	246	100.387	7
105.159	2.000	remember	0.279	updating	restudy	1	object	face	scene	target	object	target	remember	19	6	23	71	171	23	105.137	21
109.925	2.000	remember	0.377	updating	restudy	2	object	face	scene	target	object	target	remember	20	6	21	69	169	21	109.917	17
115.258	2.000	forget	0.372	updating	retprac	1	face	object	scene	other	scene	other	forget	21	6	72	24	72	124	115.245	8
119.841	2.000	remember	0.278	updating	retprac	1	face	scene	object	target	face	target	remember	22	6	118	46	94	222	119.825	2
124.874	2.000	remember	0.365	updating	restudy	2	face	object	scene	target	face	competitor	forget	23	6	71	23	71	123	124.852	22
130.891	2.000	remember	0.267	updating	restudy	2	scene	face	object	target	scene	competitor	forget	24	6	45	117	269	45	130.869	20
138.573	2.000	remember	0.338	updating	retprac	2	object	scene	face	target	object	competitor	forget	25	6	144	96	196	248	138.559	6
143.556	2.000	remember	0.306	updating	restudy	2	object	scene	face	target	object	competitor	forget	26	6	141	93	193	245	143.538	16
149.806	2.000	remember	0.321	updating	retprac	2	face	object	scene	target	face	target	remember	27	6	70	22	70	122	149.784	5
155.089	2.000	remember	0.293	updating	restudy	2	face	scene	object	target	face	target	remember	28	6	117	45	93	221	155.069	13
161.105	2.000	remember	0.269	updating	restudy	2	scene	object	face	target	scene	other	forget	29	6	95	143	295	147	161.086	24
166.622	2.000	remember	0.080	updating	restudy	1	face	object	scene	target	face	other	forget	30	6	69	21	69	121	166.610	15
171.338	2.000	remember	0.540	updating	restudy	1	face	scene	object	target	face	competitor	forget	31	6	119	47	95	223	171.318	18
177.054	2.000	forget	0.463	updating	retprac	2	scene	face	object	competitor	face	target	remember	32	6	46	118	270	46	177.043	1
183.670	2.000	remember	0.287	updating	restudy	1	scene	object	face	target	scene	competitor	forget	33	6	93	141	293	145	183.660	19
189.770	2.000	remember	0.284	updating	retprac	2	scene	object	face	target	scene	target	remember	34	6	94	142	294	146	189.756	4
195.070	2.000	remember	0.256	updating	retprac	1	face	scene	object	target	face	target	remember	35	6	120	48	96	224	195.051	10
203.386	2.000	forget	0.292	updating	retprac	2	object	face	scene	other	scene	competitor	forget	36	6	22	70	170	22	203.375	12
