onset	duration	trial_type	response_time	task_type	response_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
24.516	2.000	correct	0.422	practice a-b	scene	restudy	face	scene	object	287	104	104	80	208	24.500
29.015	2.000	correct	0.306	practice a-b	face	restudy	object	face	scene	288	10	10	158	10	29.000
33.514	2.000	correct	0.734	practice a-b	scene	test	face	scene	object	289	103	103	79	207	33.500
38.014	2.000	incorrect	0.507	practice a-b	object	test	object	scene	face	290	141	141	193	245	38.000
42.513	2.000	incorrect	0.629	practice a-b	scene	test	object	face	scene	291	17	17	165	17	42.500
47.012	2.000	correct	0.342	practice a-b	scene	test	object	scene	face	292	129	129	181	233	47.000
51.511	2.000	incorrect	0.431	practice a-b	scene	restudy	scene	face	object	293	32	32	256	32	51.500
56.011	2.000	incorrect	0.639	practice a-b	face	restudy	face	object	scene	294	64	64	64	116	56.000
60.510	2.000	incorrect	0.569	practice a-b	object	restudy	object	face	scene	295	20	20	168	20	60.500
65.029	2.000	incorrect	0.559	practice a-b	face	test	face	object	scene	296	55	55	55	107	65.000
69.508	2.000	incorrect	0.559	practice a-b	object	test	scene	face	object	297	41	41	265	41	69.500
74.008	2.000	correct	0.383	practice a-b	object	restudy	face	object	scene	298	60	60	60	112	74.000
78.527	2.000	correct	0.421	practice a-b	object	test	scene	object	face	299	91	91	291	143	78.500
83.026	2.000	incorrect	0.470	practice a-b	object	test	face	scene	object	300	115	115	91	219	83.000
87.526	2.000	incorrect	0.679	practice a-b	scene	restudy	object	face	scene	301	4	4	152	4	87.500
92.025	2.000	incorrect	0.385	practice a-b	object	test	scene	face	object	302	43	43	267	43	92.000
2.019	2.000	incorrect	0.404	practice a-b	face	test	face	scene	object	303	113	113	89	217	2.000
6.519	2.000	incorrect	0.980	practice a-b	scene	restudy	scene	face	object	304	32	32	256	32	6.500
11.018	2.000	incorrect	0.551	practice a-b	scene	test	scene	face	object	305	27	27	251	27	11.000
15.517	2.000	correct	0.519	practice a-b	face	test	scene	face	object	306	41	41	265	41	15.500
20.016	2.000	correct	0.921	practice a-b	scene	test	face	scene	object	307	115	115	91	219	20.000
24.516	2.000	incorrect	0.485	practice a-b	object	test	object	scene	face	308	141	141	193	245	24.500
29.015	2.000	correct	0.764	practice a-b	face	restudy	object	face	scene	309	20	20	168	20	29.000
33.514	2.000	incorrect	0.553	practice a-b	scene	test	scene	face	object	310	43	43	267	43	33.500
38.014	2.000	incorrect	0.351	practice a-b	face	restudy	face	object	scene	311	64	64	64	116	38.000
42.513	2.000	correct	0.488	practice a-b	face	restudy	object	face	scene	312	4	4	152	4	42.500
47.012	2.000	incorrect	0.469	practice a-b	scene	test	face	object	scene	313	55	55	55	107	47.000
51.511	2.000	no response	n/a	practice a-b	no response	test	object	face	scene	314	17	17	165	17	51.500
56.011	2.000	correct	0.736	practice a-b	scene	restudy	object	scene	face	315	140	140	192	244	56.000
2.019	2.000	no response	n/a	practice a-b	no response	test	scene	face	object	316	27	27	251	27	2.000
6.519	2.000	correct	0.366	practice a-b	face	test	object	face	scene	317	17	17	165	17	6.500
11.018	2.000	correct	0.631	practice a-b	object	test	face	object	scene	318	55	55	55	107	11.000
15.517	2.000	incorrect	0.410	practice a-b	face	restudy	face	object	scene	319	64	64	64	116	15.500
20.016	2.000	correct	0.531	practice a-b	face	test	scene	face	object	320	43	43	267	43	20.000
24.516	2.000	correct	0.641	practice a-b	scene	test	object	scene	face	321	141	141	193	245	24.500
29.015	2.000	incorrect	0.442	practice a-b	face	test	face	scene	object	322	113	113	89	217	29.000
33.514	2.000	correct	0.308	practice a-b	face	restudy	scene	face	object	323	32	32	256	32	33.500
2.019	2.000	incorrect	0.462	practice a-b	face	restudy	face	object	scene	324	64	64	64	116	2.000
6.519	2.000	correct	0.481	practice a-b	scene	test	face	scene	object	325	113	113	89	217	6.500
11.018	2.000	incorrect	0.833	practice a-b	object	test	scene	face	object	326	27	27	251	27	11.000
2.019	2.000	correct	0.395	practice a-b	face	test	scene	face	object	327	27	27	251	27	2.000
6.519	2.000	correct	0.524	practice a-b	object	restudy	face	object	scene	328	64	64	64	116	6.500
