onset	duration	trial_type	response_time	task_type	response_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
96.518	2.000	incorrect	0.316	practice a-b	face	restudy	object	scene	face	22	142	142	194	246	96.500
101.017	2.000	no response	n/a	practice a-b	no response	test	scene	face	object	23	27	27	251	27	101.000
105.517	2.000	correct	0.423	practice a-b	scene	test	object	scene	face	24	131	131	183	235	105.500
110.016	2.000	correct	0.454	practice a-b	face	restudy	object	face	scene	25	2	2	150	2	110.000
114.515	2.000	no response	n/a	practice a-b	no response	test	object	scene	face	26	125	125	177	229	114.500
119.014	2.000	incorrect	0.575	practice a-b	scene	test	face	object	scene	27	57	57	57	109	119.000
123.514	2.000	incorrect	0.344	practice a-b	face	test	scene	object	face	28	87	87	287	139	123.500
128.013	2.000	correct	0.258	practice a-b	scene	test	face	scene	object	29	101	101	77	205	128.000
132.512	2.000	incorrect	0.386	practice a-b	face	restudy	face	object	scene	30	72	72	72	124	132.500
137.011	2.000	correct	0.555	practice a-b	face	restudy	scene	face	object	31	42	42	266	42	137.000
141.511	2.000	incorrect	0.378	practice a-b	scene	restudy	scene	face	object	32	32	32	256	32	141.500
146.010	2.000	incorrect	0.578	practice a-b	face	test	face	object	scene	33	63	63	63	115	146.000
150.509	2.000	correct	0.947	practice a-b	scene	restudy	face	scene	object	34	108	108	84	212	150.500
155.009	2.000	correct	0.454	practice a-b	scene	test	face	scene	object	35	111	111	87	215	155.000
159.508	2.000	correct	0.253	practice a-b	face	test	object	face	scene	36	23	23	171	23	159.500
164.007	2.000	correct	0.437	practice a-b	face	restudy	scene	face	object	37	38	38	262	38	164.000
168.526	2.000	incorrect	0.338	practice a-b	face	test	face	object	scene	38	67	67	67	119	168.500
173.026	2.000	correct	0.323	practice a-b	scene	test	face	scene	object	39	105	105	81	209	173.000
177.525	2.000	correct	0.300	practice a-b	scene	restudy	object	scene	face	40	124	124	176	228	177.500
182.024	2.000	incorrect	0.340	practice a-b	scene	test	scene	face	object	41	29	29	253	29	182.000
186.523	2.000	correct	0.252	practice a-b	object	restudy	face	object	scene	42	50	50	50	102	186.500
191.023	2.000	incorrect	0.356	practice a-b	object	restudy	scene	face	object	43	48	48	272	48	191.000
195.522	2.000	correct	0.284	practice a-b	object	restudy	face	object	scene	44	70	70	70	122	195.500
200.021	2.000	incorrect	0.325	practice a-b	scene	restudy	scene	object	face	45	90	90	290	142	200.000
204.521	2.000	correct	0.325	practice a-b	face	test	object	face	scene	46	15	15	163	15	204.500
209.020	2.000	incorrect	0.317	practice a-b	face	test	face	object	scene	47	65	65	65	117	209.000
213.519	2.000	incorrect	0.325	practice a-b	face	test	face	scene	object	48	117	117	93	221	213.500
218.018	2.000	incorrect	0.335	practice a-b	scene	restudy	face	object	scene	49	52	52	52	104	218.000
222.518	2.000	correct	0.662	practice a-b	scene	test	face	scene	object	50	109	109	85	213	222.500
227.017	2.000	incorrect	0.326	practice a-b	face	restudy	scene	object	face	51	86	86	286	138	227.000
231.516	2.000	don't know	0.312	practice a-b	don't know	test	face	scene	object	52	97	97	73	201	231.500
236.015	2.000	correct	0.432	practice a-b	scene	restudy	face	scene	object	53	116	116	92	220	236.000
240.515	2.000	incorrect	0.464	practice a-b	scene	test	face	object	scene	54	53	53	53	105	240.500
245.014	2.000	correct	0.298	practice a-b	scene	restudy	face	scene	object	55	110	110	86	214	245.000
249.513	2.000	incorrect	0.441	practice a-b	object	test	face	scene	object	56	103	103	79	207	249.500
254.012	2.000	correct	0.395	practice a-b	object	test	face	object	scene	57	51	51	51	103	254.000
258.512	2.000	incorrect	0.459	practice a-b	object	test	object	scene	face	58	133	133	185	237	258.500
263.011	2.000	correct	0.546	practice a-b	face	test	scene	face	object	59	39	39	263	39	263.000
267.510	2.000	incorrect	0.419	practice a-b	face	restudy	face	object	scene	60	64	64	64	116	267.500
272.009	2.000	correct	0.260	practice a-b	scene	test	object	scene	face	61	139	139	191	243	272.000
276.509	2.000	correct	0.354	practice a-b	face	restudy	object	face	scene	62	8	8	156	8	276.500
281.008	2.000	incorrect	0.673	practice a-b	face	test	face	object	scene	63	59	59	59	111	281.000
285.507	2.000	correct	0.403	practice a-b	scene	restudy	face	scene	object	64	120	120	96	224	285.500
290.027	2.000	incorrect	0.304	practice a-b	object	restudy	object	scene	face	65	128	128	180	232	290.000
294.526	2.000	correct	0.296	practice a-b	face	restudy	scene	face	object	66	34	34	258	34	294.500
299.025	2.000	correct	0.344	practice a-b	face	restudy	scene	face	object	67	28	28	252	28	299.000
303.524	2.000	correct	0.337	practice a-b	object	restudy	scene	object	face	68	74	74	274	126	303.500
308.024	2.000	correct	0.299	practice a-b	object	test	scene	object	face	69	79	79	279	131	308.000
312.523	2.000	incorrect	0.298	practice a-b	scene	test	scene	face	object	70	43	43	267	43	312.500
317.022	2.000	correct	0.233	practice a-b	face	test	scene	face	object	71	35	35	259	35	317.000
321.522	2.000	incorrect	0.586	practice a-b	scene	restudy	scene	object	face	72	96	96	296	148	321.500
326.021	2.000	incorrect	0.643	practice a-b	object	test	object	scene	face	73	121	121	173	225	326.000
330.520	2.000	incorrect	0.443	practice a-b	scene	restudy	face	object	scene	74	58	58	58	110	330.500
335.019	2.000	incorrect	0.533	practice a-b	scene	restudy	face	object	scene	75	54	54	54	106	335.000
339.519	2.000	correct	0.421	practice a-b	object	test	scene	object	face	76	73	73	273	125	339.500
344.018	2.000	incorrect	0.811	practice a-b	object	test	face	scene	object	77	113	113	89	217	344.000
348.517	2.000	incorrect	0.270	practice a-b	scene	test	scene	face	object	78	41	41	265	41	348.500
353.016	2.000	correct	0.461	practice a-b	scene	restudy	object	scene	face	79	122	122	174	226	353.000
357.516	2.000	incorrect	0.414	practice a-b	object	restudy	object	scene	face	80	140	140	192	244	357.500
362.015	2.000	no response	n/a	practice a-b	no response	test	object	face	scene	81	21	21	169	21	362.000
366.514	2.000	incorrect	0.257	practice a-b	face	test	face	object	scene	82	49	49	49	101	366.500
371.013	2.000	correct	0.747	practice a-b	object	test	face	object	scene	83	71	71	71	123	371.000
375.513	2.000	incorrect	0.378	practice a-b	face	restudy	object	scene	face	84	144	144	196	248	375.500
380.012	2.000	no response	n/a	practice a-b	no response	restudy	scene	face	object	85	30	30	254	30	380.000
384.511	2.000	incorrect	0.318	practice a-b	face	restudy	object	scene	face	86	138	138	190	242	384.500
389.011	2.000	correct	0.278	practice a-b	face	restudy	scene	face	object	87	40	40	264	40	389.000
393.510	2.000	incorrect	0.505	practice a-b	scene	restudy	face	object	scene	88	62	62	62	114	393.500
398.009	2.000	incorrect	0.713	practice a-b	object	test	object	face	scene	89	11	11	159	11	398.000
402.508	2.000	correct	0.331	practice a-b	face	restudy	object	face	scene	90	6	6	154	6	402.500
407.008	2.000	correct	0.547	practice a-b	face	restudy	scene	face	object	91	46	46	270	46	407.000
411.527	2.000	correct	0.601	practice a-b	scene	restudy	face	scene	object	92	118	118	94	222	411.500
416.026	2.000	correct	0.944	practice a-b	face	restudy	scene	face	object	93	26	26	250	26	416.000
420.526	2.000	correct	0.018	practice a-b	scene	restudy	face	scene	object	94	98	98	74	202	420.500
425.025	2.000	incorrect	0.433	practice a-b	object	restudy	face	scene	object	95	114	114	90	218	425.000
429.524	2.000	incorrect	0.282	practice a-b	face	restudy	face	scene	object	96	100	100	76	204	429.500
434.023	2.000	incorrect	0.452	practice a-b	scene	test	scene	object	face	97	85	85	285	137	434.000
438.522	2.000	incorrect	0.228	practice a-b	object	test	face	scene	object	98	99	99	75	203	438.500
443.022	2.000	incorrect	0.357	practice a-b	face	restudy	scene	object	face	99	80	80	280	132	443.000
447.521	2.000	correct	0.333	practice a-b	scene	restudy	object	scene	face	100	136	136	188	240	447.500
452.020	2.000	correct	0.685	practice a-b	scene	test	face	scene	object	101	119	119	95	223	452.000
456.520	2.000	correct	0.374	practice a-b	face	test	scene	face	object	102	45	45	269	45	456.500
461.019	2.000	correct	0.375	practice a-b	face	test	scene	face	object	103	37	37	261	37	461.000
465.518	2.000	correct	0.329	practice a-b	face	test	object	face	scene	104	1	1	149	1	465.500
470.017	2.000	correct	0.322	practice a-b	object	restudy	scene	object	face	105	78	78	278	130	470.000
474.517	2.000	incorrect	0.275	practice a-b	object	test	object	scene	face	106	137	137	189	241	474.500
479.016	2.000	incorrect	0.401	practice a-b	object	restudy	object	face	scene	107	10	10	158	10	479.000
483.515	2.000	incorrect	0.496	practice a-b	face	test	face	object	scene	108	69	69	69	121	483.500
488.014	2.000	incorrect	0.409	practice a-b	face	test	scene	object	face	109	83	83	283	135	488.000
492.514	2.000	incorrect	0.298	practice a-b	object	test	object	scene	face	110	129	129	181	233	492.500
497.013	2.000	incorrect	0.641	practice a-b	scene	test	object	face	scene	111	17	17	165	17	497.000
501.512	2.000	incorrect	0.554	practice a-b	scene	test	object	face	scene	112	13	13	161	13	501.500
506.012	2.000	incorrect	0.481	practice a-b	face	test	object	scene	face	113	143	143	195	247	506.000
510.511	2.000	correct	0.363	practice a-b	scene	restudy	object	scene	face	114	126	126	178	230	510.500
515.010	2.000	incorrect	0.451	practice a-b	object	test	object	scene	face	115	123	123	175	227	515.000
519.509	2.000	correct	0.473	practice a-b	scene	test	object	scene	face	116	127	127	179	231	519.500
524.029	2.000	correct	0.366	practice a-b	scene	restudy	face	scene	object	117	102	102	78	206	524.000
528.508	2.000	incorrect	0.554	practice a-b	face	test	object	scene	face	118	141	141	193	245	528.500
533.027	2.000	incorrect	0.375	practice a-b	scene	test	scene	face	object	119	31	31	255	31	533.000
537.526	2.000	correct	0.366	practice a-b	face	restudy	object	face	scene	120	18	18	166	18	537.500
542.026	2.000	correct	0.352	practice a-b	face	test	scene	face	object	121	33	33	257	33	542.000
546.525	2.000	correct	0.313	practice a-b	face	restudy	object	face	scene	122	12	12	160	12	546.500
551.024	2.000	correct	0.291	practice a-b	face	test	object	face	scene	123	7	7	155	7	551.000
555.523	2.000	incorrect	0.021	practice a-b	face	restudy	face	scene	object	124	104	104	80	208	555.500
560.023	2.000	incorrect	0.421	practice a-b	scene	test	face	object	scene	125	55	55	55	107	560.000
564.522	2.000	incorrect	0.533	practice a-b	scene	restudy	face	object	scene	126	68	68	68	120	564.500
569.021	2.000	incorrect	0.341	practice a-b	object	test	scene	face	object	127	47	47	271	47	569.000
573.521	2.000	correct	0.525	practice a-b	face	restudy	scene	face	object	128	44	44	268	44	573.500
578.020	2.000	no response	n/a	practice a-b	no response	restudy	scene	object	face	129	76	76	276	128	578.000
582.519	2.000	incorrect	0.502	practice a-b	object	test	scene	face	object	130	25	25	249	25	582.500
587.018	2.000	correct	0.646	practice a-b	face	restudy	object	face	scene	131	24	24	172	24	587.000
591.518	2.000	incorrect	0.973	practice a-b	object	restudy	scene	face	object	132	36	36	260	36	591.500
596.017	2.000	correct	0.343	practice a-b	object	restudy	scene	object	face	133	88	88	288	140	596.000
600.516	2.000	correct	0.407	practice a-b	face	test	object	face	scene	134	19	19	167	19	600.500
605.015	2.000	incorrect	0.384	practice a-b	face	restudy	object	scene	face	135	130	130	182	234	605.000
609.515	2.000	correct	0.377	practice a-b	face	restudy	object	face	scene	136	16	16	164	16	609.500
614.014	2.000	correct	0.384	practice a-b	object	test	face	object	scene	137	61	61	61	113	614.000
618.513	2.000	correct	0.592	practice a-b	object	restudy	scene	object	face	138	94	94	294	146	618.500
623.012	2.000	incorrect	0.369	practice a-b	object	test	face	scene	object	139	115	115	91	219	623.000
627.512	2.000	incorrect	0.290	practice a-b	scene	test	scene	object	face	140	81	81	281	133	627.500
632.011	2.000	incorrect	0.369	practice a-b	scene	restudy	object	face	scene	141	22	22	170	22	632.000
636.510	2.000	incorrect	0.227	practice a-b	face	test	face	scene	object	142	107	107	83	211	636.500
641.010	2.000	incorrect	0.338	practice a-b	face	restudy	scene	object	face	143	82	82	282	134	641.000
645.509	2.000	correct	0.373	practice a-b	scene	restudy	face	scene	object	144	106	106	82	210	645.500
2.018	2.000	incorrect	0.371	practice a-b	object	test	scene	face	object	145	27	27	251	27	2.000
6.517	2.000	correct	0.332	practice a-b	object	test	scene	object	face	146	89	89	289	141	6.500
11.017	2.000	incorrect	0.444	practice a-b	scene	test	object	face	scene	147	17	17	165	17	11.000
15.516	2.000	correct	0.358	practice a-b	object	restudy	face	object	scene	148	66	66	66	118	15.500
20.015	2.000	incorrect	0.477	practice a-b	face	test	scene	object	face	149	75	75	275	127	20.000
24.514	2.000	correct	0.304	practice a-b	object	test	scene	object	face	150	85	85	285	137	24.500
29.014	2.000	incorrect	0.306	practice a-b	scene	restudy	face	object	scene	151	64	64	64	116	29.000
33.513	2.000	correct	0.316	practice a-b	object	restudy	face	object	scene	152	56	56	56	108	33.500
38.012	2.000	incorrect	0.341	practice a-b	scene	test	object	face	scene	153	21	21	169	21	38.000
42.511	2.000	incorrect	0.431	practice a-b	object	test	face	scene	object	154	97	97	73	201	42.500
47.011	2.000	correct	0.231	practice a-b	object	test	face	object	scene	155	59	59	59	111	47.000
51.510	2.000	correct	0.527	practice a-b	object	restudy	face	object	scene	156	52	52	52	104	51.500
56.009	2.000	incorrect	0.336	practice a-b	object	test	face	scene	object	157	99	99	75	203	56.000
60.509	2.000	incorrect	0.903	practice a-b	scene	restudy	scene	object	face	158	92	92	292	144	60.500
65.008	2.000	correct	0.345	practice a-b	scene	restudy	face	scene	object	159	112	112	88	216	65.000
69.507	2.000	incorrect	0.347	practice a-b	scene	restudy	face	object	scene	160	58	58	58	110	69.500
74.026	2.000	correct	0.549	practice a-b	scene	test	object	scene	face	161	143	143	195	247	74.000
78.526	2.000	incorrect	0.430	practice a-b	scene	test	face	object	scene	162	49	49	49	101	78.500
83.025	2.000	correct	0.621	practice a-b	face	restudy	scene	face	object	163	48	48	272	48	83.000
87.524	2.000	incorrect	0.470	practice a-b	face	test	scene	object	face	164	91	91	291	143	87.500
92.023	2.000	correct	0.412	practice a-b	object	restudy	scene	object	face	165	86	86	286	138	92.000
96.523	2.000	incorrect	0.946	practice a-b	object	test	object	scene	face	166	129	129	181	233	96.500
101.022	2.000	incorrect	0.388	practice a-b	object	test	face	scene	object	167	117	117	93	221	101.000
105.521	2.000	incorrect	0.550	practice a-b	object	restudy	scene	face	object	168	36	36	260	36	105.500
110.021	2.000	correct	0.408	practice a-b	scene	restudy	object	scene	face	169	138	138	190	242	110.000
114.520	2.000	incorrect	0.403	practice a-b	scene	test	scene	object	face	170	87	87	287	139	114.500
119.019	2.000	incorrect	0.435	practice a-b	scene	test	scene	object	face	171	93	93	293	145	119.000
123.518	2.000	incorrect	0.421	practice a-b	scene	restudy	face	object	scene	172	60	60	60	112	123.500
128.018	2.000	incorrect	0.277	practice a-b	face	restudy	scene	object	face	173	80	80	280	132	128.000
132.517	2.000	incorrect	0.463	practice a-b	face	restudy	face	object	scene	174	72	72	72	124	132.500
137.016	2.000	correct	0.289	practice a-b	object	test	scene	object	face	175	81	81	281	133	137.000
141.515	2.000	incorrect	0.536	practice a-b	object	restudy	object	scene	face	176	144	144	196	248	141.500
146.015	2.000	incorrect	0.339	practice a-b	scene	test	scene	face	object	177	41	41	265	41	146.000
150.514	2.000	correct	0.317	practice a-b	scene	test	object	scene	face	178	135	135	187	239	150.500
155.013	2.000	correct	0.453	practice a-b	face	restudy	scene	face	object	179	30	30	254	30	155.000
159.512	2.000	incorrect	0.502	practice a-b	face	test	face	scene	object	180	115	115	91	219	159.500
164.012	2.000	incorrect	0.480	practice a-b	scene	test	face	object	scene	181	63	63	63	115	164.000
168.511	2.000	incorrect	0.338	practice a-b	object	test	scene	face	object	182	43	43	267	43	168.500
173.010	2.000	incorrect	0.434	practice a-b	scene	test	face	object	scene	183	55	55	55	107	173.000
177.510	2.000	incorrect	0.317	practice a-b	object	restudy	object	face	scene	184	10	10	158	10	177.500
182.009	2.000	correct	0.318	practice a-b	object	test	scene	object	face	185	77	77	277	129	182.000
186.508	2.000	incorrect	0.534	practice a-b	scene	test	scene	object	face	186	95	95	295	147	186.500
191.007	2.000	incorrect	0.494	practice a-b	object	restudy	object	face	scene	187	22	22	170	22	191.000
195.507	2.000	correct	0.330	practice a-b	scene	test	object	scene	face	188	137	137	189	241	195.500
200.026	2.000	incorrect	0.685	practice a-b	object	restudy	object	face	scene	189	20	20	168	20	200.000
204.525	2.000	correct	0.488	practice a-b	object	test	scene	object	face	190	83	83	283	135	204.500
209.024	2.000	correct	0.362	practice a-b	object	restudy	face	object	scene	191	62	62	62	114	209.000
213.524	2.000	correct	0.355	practice a-b	object	restudy	scene	object	face	192	84	84	284	136	213.500
218.023	2.000	incorrect	0.478	practice a-b	scene	test	face	object	scene	193	53	53	53	105	218.000
222.522	2.000	incorrect	0.342	practice a-b	object	test	object	scene	face	194	121	121	173	225	222.500
227.021	2.000	incorrect	0.311	practice a-b	face	test	object	scene	face	195	125	125	177	229	227.000
231.521	2.000	correct	0.441	practice a-b	object	restudy	face	object	scene	196	68	68	68	120	231.500
236.020	2.000	incorrect	0.499	practice a-b	object	test	object	scene	face	197	123	123	175	227	236.000
240.519	2.000	correct	0.398	practice a-b	face	test	scene	face	object	198	31	31	255	31	240.500
245.019	2.000	incorrect	0.318	practice a-b	object	restudy	object	scene	face	199	134	134	186	238	245.000
249.518	2.000	correct	0.342	practice a-b	scene	restudy	object	scene	face	200	132	132	184	236	249.500
254.017	2.000	correct	0.333	practice a-b	object	restudy	scene	object	face	201	76	76	276	128	254.000
258.516	2.000	incorrect	0.471	practice a-b	face	test	face	scene	object	202	113	113	89	217	258.500
263.016	2.000	incorrect	0.336	practice a-b	object	test	object	scene	face	203	133	133	185	237	263.000
267.515	2.000	incorrect	0.451	practice a-b	object	restudy	object	scene	face	204	142	142	194	246	267.500
272.014	2.000	correct	0.334	practice a-b	scene	restudy	object	scene	face	205	128	128	180	232	272.000
276.513	2.000	correct	0.814	practice a-b	object	test	face	object	scene	206	65	65	65	117	276.500
281.013	2.000	incorrect	0.290	practice a-b	object	restudy	face	scene	object	207	104	104	80	208	281.000
285.512	2.000	incorrect	0.435	practice a-b	face	restudy	object	scene	face	208	130	130	182	234	285.500
290.011	2.000	correct	0.308	practice a-b	face	test	object	face	scene	209	13	13	161	13	290.000
294.511	2.000	incorrect	0.462	practice a-b	face	test	face	object	scene	210	57	57	57	109	294.500
299.010	2.000	incorrect	0.584	practice a-b	object	restudy	scene	face	object	211	32	32	256	32	299.000
303.509	2.000	correct	0.498	practice a-b	object	test	face	object	scene	212	69	69	69	121	303.500
308.008	2.000	incorrect	0.405	practice a-b	face	restudy	scene	object	face	213	96	96	296	148	308.000
312.508	2.000	incorrect	0.496	practice a-b	object	restudy	object	scene	face	214	140	140	192	244	312.500
317.007	2.000	incorrect	0.337	practice a-b	face	test	face	scene	object	215	107	107	83	211	317.000
321.526	2.000	incorrect	0.527	practice a-b	scene	restudy	object	face	scene	216	4	4	152	4	321.500
326.026	2.000	incorrect	0.505	practice a-b	object	test	object	scene	face	217	141	141	193	245	326.000
330.525	2.000	incorrect	0.371	practice a-b	scene	test	scene	face	object	218	47	47	271	47	330.500
335.024	2.000	incorrect	0.483	practice a-b	face	test	face	object	scene	219	67	67	67	119	335.000
339.523	2.000	correct	0.485	practice a-b	object	restudy	scene	object	face	220	90	90	290	142	339.500
344.022	2.000	incorrect	0.479	practice a-b	face	restudy	face	scene	object	221	114	114	90	218	344.000
348.522	2.000	correct	0.353	practice a-b	object	restudy	scene	object	face	222	82	82	282	134	348.500
353.021	2.000	incorrect	0.938	practice a-b	scene	restudy	face	object	scene	223	54	54	54	106	353.000
357.520	2.000	correct	0.283	practice a-b	face	test	scene	face	object	224	29	29	253	29	357.500
362.020	2.000	correct	0.468	practice a-b	face	test	object	face	scene	225	3	3	151	3	362.000
366.519	2.000	incorrect	0.502	practice a-b	face	test	face	scene	object	226	103	103	79	207	366.500
371.018	2.000	incorrect	0.405	practice a-b	scene	test	object	face	scene	227	11	11	159	11	371.000
375.517	2.000	correct	0.332	practice a-b	scene	restudy	face	scene	object	228	100	100	76	204	375.500
380.017	2.000	correct	0.315	practice a-b	face	test	scene	face	object	229	25	25	249	25	380.000
2.016	2.000	no response	n/a	practice a-b	no response	test	object	scene	face	230	129	129	181	233	2.000
6.515	2.000	incorrect	0.487	practice a-b	scene	restudy	scene	face	object	231	32	32	256	32	6.500
11.014	2.000	correct	0.315	practice a-b	scene	test	object	scene	face	232	123	123	175	227	11.000
15.514	2.000	correct	0.381	practice a-b	object	test	face	object	scene	233	63	63	63	115	15.500
20.013	2.000	correct	0.551	practice a-b	scene	restudy	object	scene	face	234	130	130	182	234	20.000
24.512	2.000	incorrect	0.400	practice a-b	object	restudy	face	scene	object	235	104	104	80	208	24.500
29.011	2.000	incorrect	0.561	practice a-b	object	test	face	scene	object	236	117	117	93	221	29.000
33.511	2.000	correct	0.341	practice a-b	scene	test	face	scene	object	237	107	107	83	211	33.500
38.010	2.000	incorrect	0.480	practice a-b	scene	test	face	object	scene	238	55	55	55	107	38.000
42.529	2.000	correct	0.444	practice a-b	scene	test	object	scene	face	239	125	125	177	229	42.500
47.009	2.000	incorrect	0.338	practice a-b	object	test	scene	face	object	240	41	41	265	41	47.000
51.508	2.000	incorrect	0.355	practice a-b	face	restudy	face	object	scene	241	64	64	64	116	51.500
56.007	2.000	correct	0.430	practice a-b	object	restudy	face	object	scene	242	72	72	72	124	56.000
60.526	2.000	incorrect	0.363	practice a-b	object	restudy	object	face	scene	243	20	20	168	20	60.500
65.025	2.000	correct	0.413	practice a-b	object	restudy	scene	object	face	244	96	96	296	148	65.000
69.525	2.000	correct	0.407	practice a-b	face	test	object	face	scene	245	21	21	169	21	69.500
74.024	2.000	correct	0.417	practice a-b	scene	test	object	scene	face	246	121	121	173	225	74.000
78.523	2.000	correct	0.338	practice a-b	object	restudy	scene	object	face	247	80	80	280	132	78.500
83.022	2.000	correct	0.333	practice a-b	face	test	scene	face	object	248	47	47	271	47	83.000
87.522	2.000	correct	0.518	practice a-b	object	restudy	scene	object	face	249	92	92	292	144	87.500
92.021	2.000	correct	0.414	practice a-b	face	restudy	object	face	scene	250	22	22	170	22	92.000
96.520	2.000	correct	0.456	practice a-b	scene	restudy	object	scene	face	251	134	134	186	238	96.500
101.020	2.000	correct	0.346	practice a-b	scene	restudy	object	scene	face	252	142	142	194	246	101.000
105.519	2.000	correct	0.339	practice a-b	scene	test	object	scene	face	253	133	133	185	237	105.500
110.018	2.000	correct	0.532	practice a-b	object	test	scene	object	face	254	87	87	287	139	110.000
114.517	2.000	correct	0.406	practice a-b	object	test	face	object	scene	255	67	67	67	119	114.500
119.017	2.000	correct	0.300	practice a-b	face	restudy	scene	face	object	256	36	36	260	36	119.000
123.516	2.000	correct	0.545	practice a-b	scene	test	face	scene	object	257	99	99	75	203	123.500
128.015	2.000	correct	0.458	practice a-b	object	test	scene	object	face	258	75	75	275	127	128.000
132.514	2.000	correct	0.341	practice a-b	scene	test	face	scene	object	259	97	97	73	201	132.500
137.014	2.000	incorrect	0.486	practice a-b	scene	test	scene	object	face	260	91	91	291	143	137.000
141.513	2.000	incorrect	0.558	practice a-b	object	restudy	face	scene	object	261	114	114	90	218	141.500
146.012	2.000	correct	0.352	practice a-b	object	test	scene	object	face	262	93	93	293	145	146.000
150.512	2.000	correct	0.385	practice a-b	object	restudy	face	object	scene	263	58	58	58	110	150.500
155.011	2.000	correct	0.450	practice a-b	object	restudy	face	object	scene	264	54	54	54	106	155.000
159.510	2.000	correct	0.530	practice a-b	object	test	face	object	scene	265	49	49	49	101	159.500
164.029	2.000	correct	0.328	practice a-b	object	test	scene	object	face	266	95	95	295	147	164.000
168.509	2.000	incorrect	0.302	practice a-b	object	test	face	scene	object	267	115	115	91	219	168.500
173.008	2.000	incorrect	0.296	practice a-b	object	test	object	scene	face	268	141	141	193	245	173.000
177.507	2.000	incorrect	0.338	practice a-b	scene	restudy	object	face	scene	269	4	4	152	4	177.500
182.026	2.000	incorrect	0.383	practice a-b	object	restudy	object	scene	face	270	140	140	192	244	182.000
186.526	2.000	incorrect	0.344	practice a-b	face	test	face	scene	object	271	113	113	89	217	186.500
191.025	2.000	correct	0.323	practice a-b	face	test	object	face	scene	272	11	11	159	11	191.000
195.524	2.000	incorrect	0.574	practice a-b	scene	test	object	face	scene	273	17	17	165	17	195.500
200.024	2.000	incorrect	0.718	practice a-b	scene	restudy	face	object	scene	274	60	60	60	112	200.000
204.523	2.000	incorrect	0.448	practice a-b	object	test	scene	face	object	275	43	43	267	43	204.500
209.022	2.000	incorrect	0.356	practice a-b	object	test	face	scene	object	276	103	103	79	207	209.000
213.521	2.000	incorrect	0.420	practice a-b	object	test	scene	face	object	277	27	27	251	27	213.500
218.021	2.000	incorrect	0.333	practice a-b	object	restudy	object	face	scene	278	10	10	158	10	218.000
222.520	2.000	correct	0.399	practice a-b	object	test	face	object	scene	279	53	53	53	105	222.500
227.019	2.000	correct	0.480	practice a-b	object	test	face	object	scene	280	57	57	57	109	227.000
231.518	2.000	correct	0.714	practice a-b	scene	restudy	object	scene	face	281	144	144	196	248	231.500
2.019	2.000	incorrect	0.462	practice a-b	object	restudy	object	scene	face	282	140	140	192	244	2.000
6.519	2.000	incorrect	0.448	practice a-b	face	test	face	scene	object	283	113	113	89	217	6.500
11.018	2.000	correct	0.387	practice a-b	scene	restudy	face	scene	object	284	114	114	90	218	11.000
15.517	2.000	incorrect	0.451	practice a-b	scene	test	scene	face	object	285	27	27	251	27	15.500
20.017	2.000	correct	0.582	practice a-b	scene	test	face	scene	object	286	117	117	93	221	20.000
