onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.011	2.000	forget	0.701	updating	retprac	1	object	scene	face	competitor	scene	other	forget	1	3	131	83	183	235	1.000	7
6.777	2.000	forget	0.518	updating	retprac	1	object	scene	face	competitor	scene	target	remember	2	3	129	81	181	233	6.755	10
11.293	2.000	forget	0.394	updating	retprac	1	scene	face	object	other	object	target	remember	3	3	35	107	259	35	11.276	1
16.309	2.000	forget	0.545	updating	retprac	1	face	scene	object	other	object	don't know	don't know	4	3	105	33	81	209	16.303	2
21.526	2.000	remember	0.355	updating	restudy	1	face	object	scene	target	face	competitor	forget	5	3	60	12	60	112	21.515	17
27.792	2.000	remember	0.335	updating	restudy	1	face	scene	object	target	face	target	remember	6	3	106	34	82	210	27.777	24
36.558	2.000	no response	n/a	updating	retprac	1	scene	object	face	no response	no response	target	remember	7	3	83	131	283	135	36.539	3
41.524	2.000	remember	0.594	updating	restudy	1	scene	object	face	target	scene	target	remember	8	3	84	132	284	136	41.508	21
46.074	2.000	remember	0.285	updating	restudy	1	face	scene	object	target	face	no response	no response	9	3	108	36	84	212	46.064	15
50.607	2.000	remember	0.712	updating	retprac	1	face	object	scene	target	face	target	remember	10	3	59	11	59	111	50.598	8
56.190	2.000	remember	0.624	updating	retprac	1	scene	face	object	target	scene	other	forget	11	3	33	105	257	33	56.167	6
63.739	2.000	forget	0.323	updating	retprac	1	face	object	scene	competitor	object	other	forget	12	3	57	9	57	109	63.724	11
68.472	2.000	forget	0.526	updating	restudy	1	scene	face	object	competitor	face	don't know	don't know	13	3	36	108	260	36	68.447	18
73.971	2.000	remember	0.314	updating	restudy	1	object	scene	face	target	object	no response	no response	14	3	130	82	182	234	73.961	20
79.004	2.000	remember	0.921	updating	restudy	1	face	object	scene	target	face	competitor	forget	15	3	58	10	58	110	78.992	14
83.721	2.000	remember	0.317	updating	restudy	1	object	scene	face	target	object	target	remember	16	3	132	84	184	236	83.701	13
88.720	2.000	forget	0.429	updating	retprac	1	object	face	scene	other	scene	other	forget	17	3	11	59	159	11	88.703	12
94.770	2.000	remember	0.292	updating	restudy	1	object	face	scene	target	object	don't know	don't know	18	3	12	60	160	12	94.747	22
104.702	2.000	forget	0.311	updating	retprac	1	face	scene	object	other	object	competitor	forget	19	3	107	35	83	211	104.693	9
109.685	2.000	remember	0.312	updating	restudy	1	scene	object	face	target	scene	target	remember	20	3	82	130	282	134	109.674	19
114.668	2.000	remember	0.290	updating	restudy	2	face	scene	object	target	face	target	remember	21	3	106	34	82	210	114.657	24
121.084	2.000	remember	0.274	updating	restudy	2	face	object	scene	target	face	competitor	forget	22	3	60	12	60	112	121.070	17
126.067	2.000	remember	0.329	updating	restudy	2	face	scene	object	target	face	no response	no response	23	3	108	36	84	212	126.053	15
131.367	2.000	remember	0.439	updating	restudy	2	scene	object	face	target	scene	target	remember	24	3	84	132	284	136	131.348	21
137.166	2.000	forget	0.702	updating	retprac	2	scene	face	object	other	object	target	remember	25	3	35	107	259	35	137.152	1
142.032	2.000	forget	0.460	updating	retprac	2	scene	object	face	competitor	object	target	remember	26	3	83	131	283	135	142.024	3
146.849	2.000	remember	0.388	updating	restudy	1	scene	face	object	target	scene	competitor	forget	27	3	34	106	258	34	146.834	16
156.715	2.000	remember	0.290	updating	restudy	1	object	face	scene	target	object	no response	no response	28	3	10	58	158	10	156.693	23
161.314	2.000	forget	0.969	updating	retprac	2	object	scene	face	competitor	scene	other	forget	29	3	131	83	183	235	161.305	7
166.281	2.000	remember	0.500	updating	retprac	2	face	scene	object	target	face	don't know	don't know	30	3	105	33	81	209	166.272	2
176.430	2.000	forget	0.566	updating	retprac	2	face	object	scene	competitor	object	other	forget	31	3	57	9	57	109	176.409	11
181.479	2.000	forget	0.908	updating	retprac	2	scene	face	object	competitor	face	other	forget	32	3	33	105	257	33	181.460	6
187.962	2.000	remember	0.433	updating	retprac	2	object	scene	face	target	object	target	remember	33	3	129	81	181	233	187.954	10
194.012	2.000	remember	0.352	updating	retprac	1	object	face	scene	target	object	other	forget	34	3	9	57	157	9	193.993	4
199.778	2.000	forget	0.345	updating	retprac	1	scene	object	face	competitor	object	competitor	forget	35	3	81	129	281	133	199.770	5
209.360	2.000	remember	0.355	updating	restudy	2	object	scene	face	target	object	target	remember	36	3	132	84	184	236	209.340	13
