onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.013	2.000	remember	0.362	updating	restudy	1	scene	object	face	target	scene	competitor	forget	1	4	87	135	287	139	1.000	17
5.546	2.000	remember	0.293	updating	restudy	1	scene	object	face	target	scene	target	remember	2	4	85	133	285	137	5.528	13
11.579	2.000	forget	0.229	updating	retprac	1	scene	object	face	competitor	object	competitor	forget	3	4	86	134	286	138	11.561	1
16.779	2.000	remember	0.228	updating	restudy	1	face	object	scene	target	face	competitor	forget	4	4	63	15	63	115	16.771	22
22.762	2.000	remember	0.389	updating	restudy	1	face	object	scene	target	face	target	remember	5	4	61	13	61	113	22.750	21
27.878	2.000	forget	0.425	updating	retprac	1	object	face	scene	other	scene	target	remember	6	4	14	62	162	14	27.871	3
37.794	2.000	remember	0.365	updating	retprac	1	face	scene	object	target	face	target	remember	7	4	110	38	86	214	37.783	8
42.994	2.000	remember	0.253	updating	restudy	1	object	face	scene	target	object	other	forget	8	4	15	63	163	15	42.977	23
48.526	2.000	forget	0.352	updating	retprac	1	face	scene	object	other	object	target	remember	9	4	112	40	88	216	48.514	7
58.442	2.000	forget	0.293	updating	retprac	1	scene	object	face	other	face	competitor	forget	10	4	88	136	288	140	58.420	6
63.209	2.000	remember	0.295	updating	retprac	1	object	face	scene	target	object	competitor	forget	11	4	16	64	164	16	63.195	12
68.258	2.000	remember	0.612	updating	restudy	1	scene	face	object	target	scene	target	remember	12	4	39	111	263	39	68.243	20
77.274	2.000	remember	0.300	updating	restudy	1	face	scene	object	target	face	target	remember	13	4	111	39	87	215	77.257	14
86.424	2.000	remember	0.303	updating	retprac	1	scene	face	object	target	scene	target	remember	14	4	38	110	262	38	86.403	5
91.140	2.000	forget	0.258	updating	retprac	1	object	scene	face	competitor	scene	target	remember	15	4	136	88	188	240	91.119	9
95.957	2.000	remember	0.314	updating	restudy	1	object	scene	face	target	object	target	remember	16	4	135	87	187	239	95.938	19
100.973	2.000	forget	0.386	updating	retprac	1	face	object	scene	competitor	object	competitor	forget	17	4	64	16	64	116	100.965	2
106.372	2.000	remember	0.274	updating	retprac	1	scene	face	object	target	scene	other	forget	18	4	40	112	264	40	106.366	10
111.172	2.000	forget	0.330	updating	retprac	1	object	scene	face	competitor	scene	target	remember	19	4	134	86	186	238	111.157	4
117.688	2.000	remember	0.271	updating	restudy	1	object	face	scene	target	object	competitor	forget	20	4	13	61	161	13	117.665	24
122.655	2.000	remember	0.383	updating	retprac	2	scene	object	face	target	scene	competitor	forget	21	4	86	134	286	138	122.649	1
128.104	2.000	remember	0.198	updating	retprac	2	face	scene	object	target	face	target	remember	22	4	112	40	88	216	128.085	7
132.804	2.000	remember	0.346	updating	restudy	1	face	scene	object	target	face	competitor	forget	23	4	109	37	85	213	132.789	15
138.187	2.000	remember	0.267	updating	retprac	2	object	face	scene	target	object	competitor	forget	24	4	16	64	164	16	138.168	12
143.520	2.000	remember	0.302	updating	restudy	2	scene	object	face	target	scene	target	remember	25	4	85	133	285	137	143.510	13
148.170	2.000	forget	0.324	updating	restudy	1	object	scene	face	competitor	scene	other	forget	26	4	133	85	185	237	148.155	16
152.903	2.000	remember	0.287	updating	retprac	2	face	scene	object	target	face	target	remember	27	4	110	38	86	214	152.885	8
157.919	2.000	forget	0.479	updating	retprac	1	face	object	scene	competitor	object	competitor	forget	28	4	62	14	62	114	157.909	11
162.569	2.000	remember	0.437	updating	retprac	2	face	object	scene	target	face	competitor	forget	29	4	64	16	64	116	162.559	2
167.318	2.000	remember	0.319	updating	restudy	2	scene	object	face	target	scene	competitor	forget	30	4	87	135	287	139	167.297	17
176.667	2.000	remember	0.602	updating	restudy	2	face	object	scene	target	face	competitor	forget	31	4	63	15	63	115	176.647	22
183.650	2.000	remember	0.307	updating	restudy	2	object	face	scene	target	object	other	forget	32	4	15	63	163	15	183.641	23
189.517	2.000	remember	0.329	updating	restudy	2	face	object	scene	target	face	target	remember	33	4	61	13	61	113	189.508	21
194.750	2.000	remember	0.376	updating	restudy	2	object	scene	face	target	object	target	remember	34	4	135	87	187	239	194.736	19
199.999	2.000	remember	0.262	updating	restudy	1	scene	face	object	target	scene	competitor	forget	35	4	37	109	261	37	199.977	18
204.599	2.000	remember	0.286	updating	restudy	2	scene	face	object	target	scene	target	remember	36	4	39	111	263	39	204.585	20
210.382	2.000	remember	0.655	updating	retprac	2	scene	face	object	target	scene	other	forget	37	4	40	112	264	40	210.367	10
215.082	2.000	remember	0.292	updating	retprac	2	object	scene	face	target	object	target	remember	38	4	134	86	186	238	215.072	4
220.198	2.000	remember	0.352	updating	restudy	2	object	scene	face	target	object	other	forget	39	4	133	85	185	237	220.177	16
224.781	2.000	remember	0.521	updating	retprac	2	object	face	scene	target	object	target	remember	40	4	14	62	162	14	224.759	3
233.997	2.000	remember	0.520	updating	retprac	2	scene	object	face	target	scene	competitor	forget	41	4	88	136	288	140	233.984	6
240.496	2.000	remember	0.268	updating	restudy	3	scene	object	face	target	scene	target	remember	42	4	85	133	285	137	240.484	13
249.213	2.000	remember	0.297	updating	restudy	2	object	face	scene	target	object	competitor	forget	43	4	13	61	161	13	249.200	24
254.312	2.000	remember	0.365	updating	restudy	2	face	scene	object	target	face	target	remember	44	4	111	39	87	215	254.296	14
259.895	2.000	remember	0.278	updating	retprac	2	scene	face	object	target	scene	target	remember	45	4	38	110	262	38	259.881	5
264.511	2.000	remember	0.261	updating	restudy	3	object	face	scene	target	object	other	forget	46	4	15	63	163	15	264.491	23
269.178	2.000	remember	0.260	updating	retprac	3	object	face	scene	target	object	competitor	forget	47	4	16	64	164	16	269.167	12
273.761	2.000	remember	0.268	updating	retprac	3	face	object	scene	target	face	competitor	forget	48	4	64	16	64	116	273.747	2
278.577	2.000	remember	0.315	updating	restudy	2	face	scene	object	target	face	competitor	forget	49	4	109	37	85	213	278.566	15
288.277	2.000	forget	0.392	updating	retprac	2	object	scene	face	competitor	scene	target	remember	50	4	136	88	188	240	288.268	9
293.959	2.000	remember	0.341	updating	restudy	3	object	scene	face	target	object	target	remember	51	4	135	87	187	239	293.938	19
298.709	2.000	no response	n/a	updating	restudy	3	object	scene	face	no response	no response	other	forget	52	4	133	85	185	237	298.694	16
308.925	2.000	remember	0.304	updating	restudy	2	scene	face	object	target	scene	competitor	forget	53	4	37	109	261	37	308.909	18
315.358	2.000	remember	0.319	updating	retprac	2	face	object	scene	target	face	competitor	forget	54	4	62	14	62	114	315.341	11
321.441	2.000	remember	0.324	updating	retprac	3	scene	object	face	target	scene	competitor	forget	55	4	86	134	286	138	321.424	1
327.257	2.000	remember	0.316	updating	retprac	3	face	scene	object	target	face	target	remember	56	4	110	38	86	214	327.250	8
