onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
2.016	4.000	strong related	2.396	learn a-b	restudy	object	face	scene	1	23	23	171	23	2.000
6.515	4.000	weak related	3.892	learn a-b	test	object	face	scene	2	20	20	168	20	6.500
11.013	4.000	weak unrelated	3.941	learn a-b	restudy	object	face	scene	3	5	5	153	5	11.000
15.512	4.000	strong related	3.395	learn a-b	test	face	object	scene	4	68	68	68	120	15.500
20.011	4.000	no response	n/a	learn a-b	test	scene	object	face	5	94	94	294	146	20.000
24.509	4.000	weak related	2.560	learn a-b	test	object	face	scene	6	2	2	150	2	24.500
29.008	4.000	strong unrelated	2.954	learn a-b	test	face	scene	object	7	104	104	80	208	29.000
33.523	4.000	strong related	1.931	learn a-b	restudy	object	face	scene	8	21	21	169	21	33.500
38.022	4.000	strong unrelated	3.344	learn a-b	restudy	object	face	scene	9	13	13	161	13	38.000
42.520	4.000	strong unrelated	3.252	learn a-b	restudy	object	face	scene	10	7	7	155	7	42.500
47.019	4.000	strong unrelated	3.177	learn a-b	restudy	object	scene	face	11	125	125	177	229	47.000
51.518	4.000	strong unrelated	3.072	learn a-b	restudy	object	scene	face	12	141	141	193	245	51.500
56.016	4.000	strong unrelated	3.554	learn a-b	test	scene	object	face	13	76	76	276	128	56.000
60.515	4.000	strong related	2.367	learn a-b	restudy	face	scene	object	14	109	109	85	213	60.500
65.013	4.000	strong unrelated	2.401	learn a-b	restudy	scene	face	object	15	27	27	251	27	65.000
69.512	4.000	strong unrelated	3.122	learn a-b	restudy	face	scene	object	16	115	115	91	219	69.500
74.011	4.000	weak unrelated	2.573	learn a-b	restudy	scene	object	face	17	85	85	285	137	74.000
78.509	4.000	strong related	2.056	learn a-b	restudy	scene	face	object	18	37	37	261	37	78.500
83.025	4.000	strong related	1.593	learn a-b	test	scene	object	face	19	84	84	284	136	83.000
87.507	4.000	strong unrelated	1.344	learn a-b	test	scene	object	face	20	80	80	280	132	87.500
92.022	4.000	strong unrelated	2.027	learn a-b	test	face	object	scene	21	60	60	60	112	92.000
96.520	4.000	strong unrelated	2.285	learn a-b	restudy	object	scene	face	22	139	139	191	243	96.500
101.019	4.000	strong unrelated	3.272	learn a-b	test	object	scene	face	23	142	142	194	246	101.000
105.518	4.000	strong related	1.721	learn a-b	test	scene	face	object	24	38	38	262	38	105.500
110.033	4.000	strong unrelated	2.620	learn a-b	test	face	object	scene	25	62	62	62	114	110.000
114.515	4.000	strong unrelated	2.663	learn a-b	restudy	face	object	scene	26	59	59	59	111	114.500
119.014	4.000	strong unrelated	2.182	learn a-b	restudy	object	face	scene	27	1	1	149	1	119.000
123.512	4.000	strong related	2.072	learn a-b	test	object	scene	face	28	136	136	188	240	123.500
128.011	4.000	strong related	2.940	learn a-b	test	face	object	scene	29	58	58	58	110	128.000
132.509	4.000	strong unrelated	3.866	learn a-b	test	object	face	scene	30	6	6	154	6	132.500
137.008	4.000	strong related	2.312	learn a-b	test	scene	face	object	31	44	44	268	44	137.000
141.523	4.000	strong unrelated	1.589	learn a-b	test	face	scene	object	32	114	114	90	218	141.500
146.022	4.000	strong unrelated	2.534	learn a-b	restudy	face	scene	object	33	99	99	75	203	146.000
150.521	4.000	weak related	2.806	learn a-b	restudy	scene	face	object	34	39	39	263	39	150.500
155.019	4.000	strong related	2.926	learn a-b	restudy	face	scene	object	35	111	111	87	215	155.000
159.518	4.000	strong unrelated	3.009	learn a-b	test	scene	object	face	36	96	96	296	148	159.500
164.016	4.000	strong unrelated	2.935	learn a-b	restudy	face	object	scene	37	51	51	51	103	164.000
168.515	4.000	strong related	3.179	learn a-b	restudy	face	object	scene	38	55	55	55	107	168.500
173.014	4.000	strong unrelated	3.348	learn a-b	test	scene	face	object	39	26	26	250	26	173.000
177.512	4.000	strong unrelated	2.733	learn a-b	test	scene	face	object	40	30	30	254	30	177.500
182.011	4.000	strong related	2.104	learn a-b	test	scene	face	object	41	46	46	270	46	182.000
186.510	4.000	strong unrelated	2.681	learn a-b	test	face	scene	object	42	116	116	92	220	186.500
191.008	4.000	strong unrelated	2.783	learn a-b	test	object	face	scene	43	16	16	164	16	191.000
195.507	4.000	strong unrelated	2.551	learn a-b	test	object	scene	face	44	130	130	182	234	195.500
200.022	4.000	strong related	3.647	learn a-b	restudy	face	object	scene	45	71	71	71	123	200.000
204.521	4.000	strong related	3.308	learn a-b	restudy	scene	object	face	46	75	75	275	127	204.500
209.019	4.000	strong unrelated	3.851	learn a-b	test	face	object	scene	47	72	72	72	124	209.000
213.518	4.000	no response	n/a	learn a-b	restudy	face	scene	object	48	107	107	83	211	213.500
218.017	4.000	strong related	1.834	learn a-b	restudy	face	object	scene	49	53	53	53	105	218.000
222.515	4.000	strong related	2.156	learn a-b	test	scene	face	object	50	40	40	264	40	222.500
227.014	4.000	strong unrelated	3.475	learn a-b	test	scene	object	face	51	78	78	278	130	227.000
231.513	4.000	strong unrelated	3.064	learn a-b	test	object	scene	face	52	124	124	176	228	231.500
236.011	4.000	weak unrelated	2.968	learn a-b	restudy	face	scene	object	53	113	113	89	217	236.000
240.510	4.000	strong related	2.576	learn a-b	restudy	object	scene	face	54	131	131	183	235	240.500
245.008	4.000	strong unrelated	3.394	learn a-b	restudy	face	scene	object	55	117	117	93	221	245.000
249.524	4.000	strong unrelated	2.934	learn a-b	restudy	scene	object	face	56	81	81	281	133	249.500
254.022	4.000	strong unrelated	2.316	learn a-b	test	face	scene	object	57	102	102	78	206	254.000
258.521	4.000	strong unrelated	2.099	learn a-b	restudy	scene	face	object	58	43	43	267	43	258.500
263.020	4.000	strong unrelated	2.324	learn a-b	test	object	scene	face	59	138	138	190	242	263.000
267.518	4.000	weak unrelated	2.913	learn a-b	restudy	face	object	scene	60	65	65	65	117	267.500
272.017	4.000	strong unrelated	2.629	learn a-b	test	scene	object	face	61	86	86	286	138	272.000
276.515	4.000	weak unrelated	2.531	learn a-b	restudy	object	face	scene	62	15	15	163	15	276.500
281.014	4.000	weak unrelated	2.082	learn a-b	restudy	scene	face	object	63	45	45	269	45	281.000
