onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.015	2.000	remember	0.320	updating	restudy	1	object	scene	face	target	object	other	forget	1	4	136	88	188	240	1.000	17
5.548	2.000	remember	0.332	updating	restudy	1	object	face	scene	target	object	competitor	forget	2	4	16	64	164	16	5.528	13
11.580	2.000	forget	0.939	updating	retprac	1	object	scene	face	other	face	other	forget	3	4	133	85	185	237	11.561	1
16.780	2.000	remember	0.291	updating	restudy	1	object	face	scene	target	object	competitor	forget	4	4	14	62	162	14	16.771	22
22.762	2.000	remember	0.308	updating	restudy	1	scene	face	object	target	scene	competitor	forget	5	4	40	112	264	40	22.750	21
27.879	2.000	forget	0.495	updating	retprac	1	scene	face	object	competitor	face	other	forget	6	4	37	109	261	37	27.871	3
37.794	2.000	forget	0.556	updating	retprac	1	scene	face	object	other	object	competitor	forget	7	4	39	111	263	39	37.783	8
42.994	2.000	remember	0.523	updating	restudy	1	face	scene	object	target	face	target	remember	8	4	110	38	86	214	42.977	23
48.526	2.000	forget	0.431	updating	retprac	1	object	face	scene	other	scene	other	forget	9	4	15	63	163	15	48.514	7
58.442	2.000	remember	0.403	updating	retprac	1	face	scene	object	target	face	other	forget	10	4	111	39	87	215	58.420	6
63.208	2.000	forget	0.373	updating	retprac	1	face	object	scene	other	scene	target	remember	11	4	61	13	61	113	63.195	12
68.258	2.000	remember	0.451	updating	restudy	1	scene	object	face	target	scene	other	forget	12	4	86	134	286	138	68.243	20
77.274	2.000	remember	0.346	updating	restudy	1	scene	face	object	target	scene	competitor	forget	13	4	38	110	262	38	77.257	14
86.423	2.000	forget	0.645	updating	retprac	1	scene	object	face	competitor	object	target	remember	14	4	87	135	287	139	86.403	5
91.139	2.000	forget	0.816	updating	retprac	1	face	scene	object	competitor	scene	other	forget	15	4	109	37	85	213	91.119	9
95.955	2.000	remember	0.416	updating	restudy	1	object	scene	face	target	object	target	remember	16	4	134	86	186	238	95.938	19
100.988	2.000	remember	0.847	updating	retprac	1	object	face	scene	target	object	target	remember	17	4	13	61	161	13	100.965	2
106.387	2.000	forget	0.376	updating	retprac	1	scene	object	face	other	face	competitor	forget	18	4	85	133	285	137	106.366	10
111.170	2.000	forget	0.800	updating	retprac	1	object	scene	face	competitor	scene	other	forget	19	4	135	87	187	239	111.157	4
117.686	2.000	remember	0.460	updating	restudy	1	scene	object	face	target	scene	other	forget	20	4	88	136	288	140	117.665	24
122.669	2.000	remember	0.557	updating	retprac	2	object	scene	face	target	object	other	forget	21	4	133	85	185	237	122.649	1
128.102	2.000	forget	0.468	updating	retprac	2	object	face	scene	other	scene	other	forget	22	4	15	63	163	15	128.085	7
132.801	2.000	remember	0.392	updating	restudy	1	face	object	scene	target	face	competitor	forget	23	4	64	16	64	116	132.789	15
138.184	2.000	forget	0.809	updating	retprac	2	face	object	scene	competitor	object	target	remember	24	4	61	13	61	113	138.168	12
143.533	2.000	remember	0.460	updating	restudy	2	object	face	scene	target	object	competitor	forget	25	4	16	64	164	16	143.510	13
148.166	2.000	remember	0.402	updating	restudy	1	face	object	scene	target	face	target	remember	26	4	62	14	62	114	148.155	16
152.899	2.000	remember	0.862	updating	retprac	2	scene	face	object	target	scene	competitor	forget	27	4	39	111	263	39	152.885	8
157.932	2.000	forget	0.468	updating	retprac	1	face	object	scene	other	scene	target	remember	28	4	63	15	63	115	157.909	11
162.582	2.000	forget	0.531	updating	retprac	2	object	face	scene	other	scene	target	remember	29	4	13	61	161	13	162.559	2
167.314	2.000	remember	0.414	updating	restudy	2	object	scene	face	target	object	other	forget	30	4	136	88	188	240	167.297	17
176.663	2.000	remember	0.480	updating	restudy	2	object	face	scene	target	object	competitor	forget	31	4	14	62	162	14	176.647	22
183.663	2.000	remember	0.369	updating	restudy	2	face	scene	object	target	face	target	remember	32	4	110	38	86	214	183.641	23
189.529	2.000	remember	0.287	updating	restudy	2	scene	face	object	target	scene	competitor	forget	33	4	40	112	264	40	189.508	21
194.745	2.000	remember	0.430	updating	restudy	2	object	scene	face	target	object	target	remember	34	4	134	86	186	238	194.736	19
199.994	2.000	remember	0.453	updating	restudy	1	face	scene	object	target	face	target	remember	35	4	112	40	88	216	199.977	18
204.594	2.000	remember	0.341	updating	restudy	2	scene	object	face	target	scene	other	forget	36	4	86	134	286	138	204.585	20
210.377	2.000	no response	n/a	updating	retprac	2	scene	object	face	no response	no response	competitor	forget	37	4	85	133	285	137	210.367	10
215.093	2.000	forget	0.921	updating	retprac	2	object	scene	face	other	face	other	forget	38	4	135	87	187	239	215.072	4
220.192	2.000	remember	0.430	updating	restudy	2	face	object	scene	target	face	target	remember	39	4	62	14	62	114	220.177	16
224.775	2.000	remember	0.366	updating	retprac	2	scene	face	object	target	scene	other	forget	40	4	37	109	261	37	224.759	3
233.991	2.000	forget	0.623	updating	retprac	2	face	scene	object	competitor	scene	other	forget	41	4	111	39	87	215	233.984	6
240.507	2.000	remember	0.426	updating	restudy	3	object	face	scene	target	object	competitor	forget	42	4	16	64	164	16	240.484	13
249.223	2.000	remember	0.318	updating	restudy	2	scene	object	face	target	scene	other	forget	43	4	88	136	288	140	249.200	24
254.306	2.000	remember	0.371	updating	restudy	2	scene	face	object	target	scene	competitor	forget	44	4	38	110	262	38	254.296	14
259.888	2.000	forget	0.685	updating	retprac	2	scene	object	face	competitor	object	target	remember	45	4	87	135	287	139	259.881	5
264.505	2.000	remember	0.308	updating	restudy	3	face	scene	object	target	face	target	remember	46	4	110	38	86	214	264.491	23
269.187	2.000	forget	0.417	updating	retprac	3	face	object	scene	other	scene	target	remember	47	4	61	13	61	113	269.167	12
273.754	2.000	remember	0.522	updating	retprac	3	object	face	scene	target	object	target	remember	48	4	13	61	161	13	273.747	2
278.586	2.000	remember	0.505	updating	restudy	2	face	object	scene	target	face	competitor	forget	49	4	64	16	64	116	278.566	15
288.285	2.000	forget	0.414	updating	retprac	2	face	scene	object	competitor	scene	other	forget	50	4	109	37	85	213	288.268	9
