onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
1.012	2.000	forget	0.579	updating	retprac	1	scene	face	object	competitor	face	competitor	forget	1	3	35	107	259	35	1.000	7
6.762	2.000	remember	0.589	updating	retprac	1	scene	object	face	target	scene	target	remember	2	3	81	129	281	133	6.755	10
11.295	2.000	remember	0.544	updating	retprac	1	face	object	scene	target	face	target	remember	3	3	59	11	59	111	11.276	1
16.311	2.000	forget	0.440	updating	retprac	1	object	scene	face	other	face	target	remember	4	3	131	83	183	235	16.303	2
21.527	2.000	remember	0.599	updating	restudy	1	face	object	scene	target	face	competitor	forget	5	3	58	10	58	110	21.515	17
27.793	2.000	remember	0.349	updating	restudy	1	object	scene	face	target	object	target	remember	6	3	132	84	184	236	27.777	24
36.559	2.000	remember	0.295	updating	retprac	1	face	scene	object	target	face	target	remember	7	3	105	33	81	209	36.539	3
41.525	2.000	remember	0.408	updating	restudy	1	object	face	scene	target	object	target	remember	8	3	10	58	158	10	41.508	21
46.075	2.000	remember	0.403	updating	restudy	1	object	scene	face	target	object	other	forget	9	3	130	82	182	234	46.064	15
50.607	2.000	remember	0.406	updating	retprac	1	face	scene	object	target	face	target	remember	10	3	107	35	83	211	50.598	8
56.190	2.000	no response	n/a	updating	retprac	1	scene	face	object	no response	no response	target	remember	11	3	33	105	257	33	56.167	6
63.739	2.000	remember	0.465	updating	retprac	1	object	face	scene	target	object	competitor	forget	12	3	9	57	157	9	63.724	11
68.456	2.000	remember	0.445	updating	restudy	1	face	scene	object	target	face	target	remember	13	3	106	34	82	210	68.447	18
73.988	2.000	remember	0.904	updating	restudy	1	face	scene	object	target	face	target	remember	14	3	108	36	84	212	73.961	20
79.005	2.000	remember	0.511	updating	restudy	1	scene	object	face	target	scene	target	remember	15	3	82	130	282	134	78.992	14
83.721	2.000	remember	0.603	updating	restudy	1	face	object	scene	target	face	competitor	forget	16	3	60	12	60	112	83.701	13
88.720	2.000	forget	0.379	updating	retprac	1	scene	object	face	competitor	object	competitor	forget	17	3	83	131	283	135	88.703	12
94.770	2.000	remember	0.738	updating	restudy	1	scene	face	object	target	scene	target	remember	18	3	36	108	260	36	94.747	22
104.702	2.000	forget	0.637	updating	retprac	1	object	face	scene	competitor	face	target	remember	19	3	11	59	159	11	104.693	9
109.685	2.000	remember	0.334	updating	restudy	1	scene	object	face	target	scene	competitor	forget	20	3	84	132	284	136	109.674	19
114.668	2.000	remember	0.615	updating	restudy	2	object	scene	face	target	object	target	remember	21	3	132	84	184	236	114.657	24
121.084	2.000	remember	0.351	updating	restudy	2	face	object	scene	target	face	competitor	forget	22	3	58	10	58	110	121.070	17
126.066	2.000	remember	0.864	updating	restudy	2	object	scene	face	target	object	other	forget	23	3	130	82	182	234	126.053	15
131.366	2.000	remember	0.684	updating	restudy	2	object	face	scene	target	object	target	remember	24	3	10	58	158	10	131.348	21
137.165	2.000	remember	0.372	updating	retprac	2	face	object	scene	target	face	target	remember	25	3	59	11	59	111	137.152	1
142.032	2.000	forget	0.659	updating	retprac	2	face	scene	object	other	object	target	remember	26	3	105	33	81	209	142.024	3
146.848	2.000	remember	0.210	updating	restudy	1	object	face	scene	target	object	target	remember	27	3	12	60	160	12	146.834	16
156.713	2.000	remember	0.535	updating	restudy	1	scene	face	object	target	scene	competitor	forget	28	3	34	106	258	34	156.693	23
161.313	2.000	forget	0.457	updating	retprac	2	scene	face	object	competitor	face	competitor	forget	29	3	35	107	259	35	161.305	7
166.296	2.000	forget	0.609	updating	retprac	2	object	scene	face	other	face	target	remember	30	3	131	83	183	235	166.272	2
176.429	2.000	remember	0.948	updating	retprac	2	object	face	scene	target	object	competitor	forget	31	3	9	57	157	9	176.409	11
181.477	2.000	forget	0.474	updating	retprac	2	scene	face	object	other	object	target	remember	32	3	33	105	257	33	181.460	6
187.977	2.000	forget	0.583	updating	retprac	2	scene	object	face	competitor	object	target	remember	33	3	81	129	281	133	187.954	10
194.010	2.000	forget	0.439	updating	retprac	1	face	object	scene	competitor	object	other	forget	34	3	57	9	57	109	193.993	4
199.776	2.000	forget	0.719	updating	retprac	1	object	scene	face	competitor	scene	competitor	forget	35	3	129	81	181	233	199.770	5
209.358	2.000	remember	0.889	updating	restudy	2	face	object	scene	target	face	competitor	forget	36	3	60	12	60	112	209.340	13
214.407	2.000	remember	0.639	updating	restudy	3	object	face	scene	target	object	target	remember	37	3	10	58	158	10	214.387	21
223.440	2.000	remember	0.414	updating	restudy	2	face	scene	object	target	face	target	remember	38	3	106	34	82	210	223.430	18
228.623	2.000	remember	0.447	updating	retprac	2	face	scene	object	target	face	target	remember	39	3	107	35	83	211	228.606	8
234.722	2.000	remember	0.332	updating	retprac	2	object	face	scene	target	object	target	remember	40	3	11	59	159	11	234.702	9
239.288	2.000	remember	0.557	updating	restudy	2	scene	face	object	target	scene	target	remember	41	3	36	108	260	36	239.272	22
244.538	2.000	remember	0.315	updating	restudy	3	face	object	scene	target	face	competitor	forget	42	3	58	10	58	110	244.523	17
249.337	2.000	remember	0.460	updating	retprac	3	scene	face	object	target	scene	competitor	forget	43	3	35	107	259	35	249.328	7
254.303	2.000	remember	0.301	updating	restudy	3	object	scene	face	target	object	other	forget	44	3	130	82	182	234	254.291	15
259.103	2.000	remember	0.646	updating	restudy	2	scene	object	face	target	scene	target	remember	45	3	82	130	282	134	259.086	14
268.752	2.000	remember	0.316	updating	restudy	2	face	scene	object	target	face	target	remember	46	3	108	36	84	212	268.732	20
273.801	2.000	forget	0.818	updating	retprac	2	scene	object	face	other	face	competitor	forget	47	3	83	131	283	135	273.785	12
278.318	2.000	remember	0.366	updating	restudy	3	object	scene	face	target	object	target	remember	48	3	132	84	184	236	278.311	24
283.534	2.000	forget	0.374	updating	retprac	3	scene	object	face	competitor	object	target	remember	49	3	81	129	281	133	283.515	10
288.183	2.000	remember	0.380	updating	retprac	2	face	object	scene	target	face	other	forget	50	3	57	9	57	109	288.166	4
292.783	2.000	forget	0.516	updating	retprac	3	face	object	scene	other	scene	target	remember	51	3	59	11	59	111	292.769	1
301.749	2.000	forget	0.374	updating	retprac	2	object	scene	face	other	face	competitor	forget	52	3	129	81	181	233	301.731	5
306.815	2.000	remember	0.380	updating	restudy	2	scene	face	object	target	scene	competitor	forget	53	3	34	106	258	34	306.802	23
311.448	2.000	remember	0.395	updating	restudy	2	scene	object	face	target	scene	competitor	forget	54	3	84	132	284	136	311.434	19
317.114	2.000	remember	0.440	updating	restudy	3	scene	face	object	target	scene	target	remember	55	3	36	108	260	36	317.093	22
322.330	2.000	remember	0.304	updating	retprac	3	object	face	scene	target	object	target	remember	56	3	11	59	159	11	322.318	9
326.996	2.000	remember	0.359	updating	restudy	2	object	face	scene	target	object	target	remember	57	3	12	60	160	12	326.984	16
335.345	2.000	forget	0.824	updating	retprac	3	object	scene	face	competitor	scene	target	remember	58	3	131	83	183	235	335.335	2
340.528	2.000	remember	0.642	updating	retprac	3	face	scene	object	target	face	target	remember	59	3	107	35	83	211	340.515	8
345.261	2.000	remember	0.444	updating	retprac	3	face	scene	object	target	face	target	remember	60	3	105	33	81	209	345.249	3
354.677	2.000	remember	0.396	updating	restudy	3	face	object	scene	target	face	competitor	forget	61	3	60	12	60	112	354.655	13
363.159	2.000	remember	0.345	updating	restudy	3	face	scene	object	target	face	target	remember	62	3	108	36	84	212	363.152	20
367.959	2.000	remember	0.457	updating	retprac	3	face	object	scene	target	face	other	forget	63	3	57	9	57	109	367.948	4
372.608	2.000	remember	0.344	updating	restudy	3	face	scene	object	target	face	target	remember	64	3	106	34	82	210	372.594	18
380.441	2.000	forget	0.615	updating	retprac	3	scene	face	object	competitor	face	target	remember	65	3	33	105	257	33	380.418	6
385.523	2.000	remember	0.348	updating	retprac	3	object	face	scene	target	object	competitor	forget	66	3	9	57	157	9	385.513	11
392.006	2.000	remember	0.353	updating	restudy	3	scene	face	object	target	scene	competitor	forget	67	3	34	106	258	34	391.995	23
399.139	2.000	remember	0.340	updating	restudy	3	scene	object	face	target	scene	target	remember	68	3	82	130	282	134	399.120	14
404.638	2.000	forget	0.648	updating	retprac	3	object	scene	face	competitor	scene	competitor	forget	69	3	129	81	181	233	404.620	5
413.387	2.000	remember	0.379	updating	restudy	3	object	face	scene	target	object	target	remember	70	3	12	60	160	12	413.379	16
419.387	2.000	forget	0.017	updating	retprac	3	scene	object	face	competitor	object	competitor	forget	71	3	83	131	283	135	419.375	12
427.702	2.000	remember	0.879	updating	restudy	3	scene	object	face	target	scene	competitor	forget	72	3	84	132	284	136	427.695	19
