onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.010	2.000	face	2.030	localizer	weak unrelated	1	3	1	37	37	2.0	n/a
6.010	2.000	face	0.766	localizer	weak unrelated	2	3	1	38	38	6.0	n/a
10.010	2.000	face	1.375	localizer	strong related	3	3	1	39	39	10.0	n/a
14.009	2.000	face	0.822	localizer	strong related	4	3	1	40	40	14.0	n/a
18.009	2.000	face	1.102	localizer	strong related	5	3	1	41	41	18.0	n/a
22.009	2.000	face	1.831	localizer	strong related	6	3	1	42	42	22.0	n/a
26.048	0.699	correct	0.699	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
27.260	0.439	correct	0.439	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
28.226	0.449	correct	0.449	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
29.192	0.483	correct	0.483	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
30.192	0.411	correct	0.411	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
31.126	0.533	correct	0.533	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
32.176	0.475	correct	0.475	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
33.175	1.428	correct	1.428	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
35.125	0.559	correct	0.559	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
36.192	0.350	incorrect	0.350	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
38.007	2.000	scene	2.903	localizer	strong unrelated	7	3	2	181	237	38.0	n/a
42.024	2.000	scene	1.327	localizer	weak unrelated	8	3	2	182	238	42.0	n/a
46.023	2.000	scene	1.591	localizer	weak unrelated	9	3	2	183	239	46.0	n/a
50.023	2.000	scene	1.967	localizer	strong related	10	3	2	184	240	50.0	n/a
54.023	2.000	scene	1.960	localizer	strong related	11	3	2	185	241	54.0	n/a
58.023	2.000	scene	2.256	localizer	weak unrelated	12	3	2	186	242	58.0	n/a
62.061	0.709	correct	0.709	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
63.290	0.392	correct	0.392	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
64.206	0.476	correct	0.476	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
65.189	0.461	correct	0.461	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
66.173	0.566	correct	0.566	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
67.256	0.474	correct	0.474	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
68.256	0.571	correct	0.571	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
69.339	0.391	correct	0.391	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
70.239	0.563	correct	0.563	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
71.322	0.552	correct	0.552	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
72.389	0.167	incorrect	0.167	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
74.021	2.000	object	2.897	localizer	weak related	13	3	3	109	137	74.0	n/a
