onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
2.014	4.000	strong unrelated	3.347	learn a-b	test	object	scene	face	1	127	127	179	231	2.000
6.513	4.000	no response	n/a	learn a-b	restudy	face	object	scene	2	52	52	52	104	6.500
11.012	4.000	no response	n/a	learn a-b	restudy	scene	object	face	3	84	84	284	136	11.000
15.511	4.000	weak related	2.792	learn a-b	test	face	scene	object	4	97	97	73	201	15.500
20.010	4.000	weak unrelated	2.623	learn a-b	test	scene	face	object	5	39	39	263	39	20.000
24.509	4.000	weak related	3.233	learn a-b	restudy	object	scene	face	6	136	136	188	240	24.500
29.024	4.000	strong unrelated	3.957	learn a-b	test	scene	face	object	7	47	47	271	47	29.000
33.523	4.000	weak unrelated	3.421	learn a-b	restudy	scene	face	object	8	26	26	250	26	33.500
38.022	4.000	strong related	1.538	learn a-b	test	object	face	scene	9	1	1	149	1	38.000
42.521	4.000	strong related	2.851	learn a-b	restudy	scene	face	object	10	40	40	264	40	42.500
47.019	4.000	weak related	3.941	learn a-b	restudy	object	scene	face	11	130	130	182	234	47.000
51.518	4.000	strong unrelated	2.213	learn a-b	restudy	face	object	scene	12	60	60	60	112	51.500
56.017	4.000	no response	n/a	learn a-b	test	object	scene	face	13	135	135	187	239	56.000
60.516	4.000	strong unrelated	1.690	learn a-b	restudy	scene	object	face	14	80	80	280	132	60.500
65.015	4.000	weak related	2.373	learn a-b	test	object	face	scene	15	19	19	167	19	65.000
69.514	4.000	weak related	3.346	learn a-b	test	face	scene	object	16	109	109	85	213	69.500
74.012	4.000	weak related	2.111	learn a-b	restudy	object	face	scene	17	8	8	156	8	74.000
78.511	4.000	weak related	3.738	learn a-b	restudy	object	scene	face	18	132	132	184	236	78.500
83.010	4.000	weak related	2.678	learn a-b	restudy	object	scene	face	19	138	138	190	242	83.000
87.509	4.000	strong related	2.224	learn a-b	restudy	scene	object	face	20	88	88	288	140	87.500
92.008	4.000	weak related	3.564	learn a-b	test	face	scene	object	21	105	105	81	209	92.000
96.523	4.000	weak unrelated	3.033	learn a-b	test	object	scene	face	22	137	137	189	241	96.500
