onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
1.522	4.000	weak unrelated	2.114	learn a-c	test	scene	face	object	1	31	103	255	31	1.500
6.021	4.000	strong related	1.699	learn a-c	restudy	scene	object	face	2	96	144	296	148	6.000
10.519	4.000	strong related	2.718	learn a-c	restudy	scene	object	face	3	88	136	288	140	10.500
15.018	4.000	weak related	3.170	learn a-c	restudy	scene	face	object	4	40	112	264	40	15.000
19.517	4.000	weak related	3.381	learn a-c	restudy	scene	face	object	5	46	118	270	46	19.500
24.015	4.000	weak related	3.216	learn a-c	restudy	face	object	scene	6	52	4	52	104	24.000
28.514	4.000	weak unrelated	3.514	learn a-c	restudy	scene	face	object	7	42	114	266	42	28.500
33.013	4.000	weak related	3.293	learn a-c	test	object	face	scene	8	3	51	151	3	33.000
37.511	4.000	weak unrelated	2.814	learn a-c	restudy	object	scene	face	9	130	82	182	234	37.500
42.010	4.000	weak related	2.969	learn a-c	restudy	scene	face	object	10	38	110	262	38	42.000
46.509	4.000	strong related	3.042	learn a-c	test	scene	object	face	11	75	123	275	127	46.500
51.008	4.000	weak related	3.190	learn a-c	test	face	scene	object	12	103	31	79	207	51.000
55.523	4.000	strong related	2.795	learn a-c	test	object	scene	face	13	137	89	189	241	55.500
60.022	4.000	weak related	3.412	learn a-c	restudy	object	scene	face	14	122	74	174	226	60.000
64.520	4.000	weak unrelated	3.555	learn a-c	restudy	face	scene	object	15	110	38	86	214	64.500
69.019	4.000	strong unrelated	2.449	learn a-c	test	object	face	scene	16	11	59	159	11	69.000
73.518	4.000	weak related	3.197	learn a-c	restudy	face	object	scene	17	62	14	62	114	73.500
78.017	4.000	weak related	3.060	learn a-c	test	scene	face	object	18	39	111	263	39	78.000
82.515	4.000	weak related	3.896	learn a-c	test	face	scene	object	19	109	37	85	213	82.500
87.014	4.000	no response	n/a	learn a-c	restudy	object	scene	face	20	142	94	194	246	87.000
91.512	4.000	weak related	2.038	learn a-c	restudy	object	scene	face	21	134	86	186	238	91.500
96.011	4.000	weak unrelated	2.974	learn a-c	restudy	scene	face	object	22	28	100	252	28	96.000
100.510	4.000	strong unrelated	1.583	learn a-c	restudy	object	scene	face	23	132	84	184	236	100.500
