onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
2.163	2.000	face	1.541	localizer	weak unrelated	1	3	1	37	37	2.0	n/a
6.012	2.000	face	1.467	localizer	strong unrelated	2	3	1	38	38	6.0	n/a
10.012	2.000	face	1.476	localizer	weak related	3	3	1	39	39	10.0	n/a
14.011	2.000	face	1.132	localizer	weak unrelated	4	3	1	40	40	14.0	n/a
18.011	2.000	face	1.308	localizer	strong related	5	3	1	41	41	18.0	n/a
22.011	2.000	face	1.204	localizer	weak unrelated	6	3	1	42	42	22.0	n/a
26.050	0.785	correct	0.785	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
27.345	0.370	correct	0.370	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
28.228	0.479	correct	0.479	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
29.227	0.799	correct	0.799	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
30.544	0.642	correct	0.642	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
31.694	0.668	correct	0.668	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
32.877	0.485	correct	0.485	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
33.877	0.509	correct	0.509	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
34.910	0.452	correct	0.452	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
35.877	0.437	correct	0.437	grate	n/a	6	3	n/a	n/a	n/a	n/a	right
36.826	0.100	incorrect	0.100	grate	n/a	6	3	n/a	n/a	n/a	n/a	left
38.009	2.000	scene	1.518	localizer	strong unrelated	7	3	2	181	237	38.0	n/a
42.009	2.000	scene	1.165	localizer	weak unrelated	8	3	2	182	238	42.0	n/a
46.025	2.000	scene	1.373	localizer	weak related	9	3	2	183	239	46.0	n/a
50.008	2.000	scene	1.606	localizer	weak unrelated	10	3	2	184	240	50.0	n/a
54.007	2.000	scene	1.766	localizer	strong unrelated	11	3	2	185	241	54.0	n/a
58.007	2.000	scene	0.351	localizer	weak unrelated	12	3	2	186	242	58.0	n/a
62.046	0.651	correct	0.651	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
63.208	0.377	correct	0.377	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
64.107	0.406	correct	0.406	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
65.024	0.346	correct	0.346	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
65.890	0.391	correct	0.391	grate	n/a	12	3	n/a	n/a	n/a	n/a	right
66.790	0.499	correct	0.499	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
67.807	0.386	correct	0.386	grate	n/a	12	3	n/a	n/a	n/a	n/a	left
